condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
hcpc_v2,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane," I cannot find this information in the provided context. The context does not mention the singer's middle name who recorded ""Would You Like to Take a Walk?"" with Louis Armstrong in 1951.",0.7236,False,37.211,2478.159,2515.37,,hotpotqa,mistral,7.967,134.013
crag,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane," I cannot find this information in the provided context as it does not pertain to the singers' names or middle names. The context only mentions Louis Armstrong and Ella Fitzgerald, but not their middle names.",0.6687,False,46.516,2151.707,2198.223,,hotpotqa,mistral,7.967,134.013
raptor_2l,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane," I cannot find this information in the provided context. The context does not mention any singer who recorded ""Would You Like to Take a Walk"" with Louis Armstrong in 1951.",0.7257,False,10.546,2677.63,2688.176,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game," ""The Most Dangerous Game""",0.7559,False,61.187,895.799,956.985,,hotpotqa,mistral,7.967,134.013
crag,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game," ""The Most Dangerous Game""",0.7559,False,34.424,484.268,518.692,,hotpotqa,mistral,7.967,134.013
raptor_2l,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game," ""The Most Dangerous Game"", also known as ""The Hounds of Zaroff"".",0.7695,False,11.043,1951.468,1962.511,,hotpotqa,mistral,7.967,134.013
hcpc_v2,The Stone Book series is set in what country? ,North West England, I cannot find this information in the provided context about the Stone Book series.,0.7423,False,55.75,1127.476,1183.226,,hotpotqa,mistral,7.967,134.013
crag,The Stone Book series is set in what country? ,North West England," I cannot find this information in the provided context as it only pertains to The Stone Book Quartet, and no location is specified within that context.",0.4634,True,40.558,1485.365,1525.923,,hotpotqa,mistral,7.967,134.013
raptor_2l,The Stone Book series is set in what country? ,North West England, I cannot find this information in the provided context as it pertains only to the Stone Book Quartet and does not mention the location where they are set.,0.754,False,11.149,2147.316,2158.465,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are both Jonathan Marray and Wayne Black British?,no," No, based on the provided context, neither Jonathan Marray nor Wayne Black are identified as being British.",0.7126,False,54.058,1164.788,1218.846,,hotpotqa,mistral,7.967,134.013
crag,Are both Jonathan Marray and Wayne Black British?,no," I cannot find this information in the provided context regarding Jonathan Marray's nationality. The context only provides information about Wayne Black, who is from Zimbabwe.",0.7825,False,29.447,1482.891,1512.338,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are both Jonathan Marray and Wayne Black British?,no, I cannot find this information in the provided context.,0.5531,False,10.591,1035.06,1045.651,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Sporobolus and Zea are in the same what?,family, Grass family (Poaceae),0.7686,False,64.658,715.737,780.395,,hotpotqa,mistral,7.967,134.013
crag,Sporobolus and Zea are in the same what?,family," I cannot find this information in the provided context. The context only mentions that both Sporobolus and Zea belong to the grass family (Poaceae), but it does not specify if they are in the same genus or not.",0.6339,False,51.447,2254.501,2305.948,,hotpotqa,mistral,7.967,134.013
raptor_2l,Sporobolus and Zea are in the same what?,family," Both Sporobolus and Zea are in the grass family, which is scientifically known as Poaceae.",0.7457,False,10.507,1593.814,1604.321,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Mick Jagger and Brett Scallions both musicians?,yes," Yes, according to the provided context, both Mick Jagger and Brett Scallions are musicians.",0.7118,False,58.928,1295.179,1354.108,,hotpotqa,mistral,7.967,134.013
crag,Are Mick Jagger and Brett Scallions both musicians?,yes," Yes, according to the provided context, both Mick Jagger and Brett Scallions are musicians.",0.7118,False,40.651,1146.644,1187.294,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Mick Jagger and Brett Scallions both musicians?,yes," Yes, based on the provided context, both Mick Jagger and Brett Scallions are musicians.",0.531,False,10.151,1891.569,1901.72,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988," I cannot find this information in the provided context. The context does not mention any event where Senator Ted Kennedy helped dedicate a new room to his maternal grandfather, John F. Fitzgerald.",0.6314,False,61.197,2108.277,2169.475,,hotpotqa,mistral,7.967,134.013
crag,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988," I cannot find this information in the provided context. The context does not mention any event where Senator Ted Kennedy helped dedicate a new room to his maternal grandfather, John F. Fitzgerald.",0.6314,False,37.249,1807.044,1844.293,,hotpotqa,mistral,7.967,134.013
raptor_2l,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988, I cannot find this information in the provided context.,0.5531,False,10.178,1383.938,1394.116,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White," I cannot find this information in the provided context. The context does not mention any 8-year old star related to Alice Walker's ""The Color Purple"" or a Disney series.",0.6972,False,60.963,2193.954,2254.917,,hotpotqa,mistral,7.967,134.013
crag,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White," I cannot find this information in the provided context. The context does not mention any 8-year old star related to Alice Walker's ""The Color Purple"" or a Disney series.",0.6972,False,23.347,1851.087,1874.434,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White, I cannot find this information in the provided context. The context does not mention any 8-year old character from Alice Walker's work who later voiced a character in a Disney series.,0.7185,False,11.01,2190.702,2201.712,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra," The context does not provide information about the number of members in the music group DC Talk. However, it is known that Manchester Orchestra consists of four members (Andy Hull, Robert McDowell, Andy Prince, and Tim Very).",0.7392,False,33.914,2606.444,2640.358,,hotpotqa,mistral,7.967,134.013
crag,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra," Based on the provided context, it is not possible to determine the number of members in Manchester Orchestra as that information was not given. However, it is known that DC Talk is a trio.",0.556,False,50.92,2000.514,2051.434,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra," The context provided does not mention the number of members in the DC Talk group, but it is a trio. On the other hand, Manchester Orchestra consists of four members (Andy Hull, Robert McDowell, Andy Prince, and Tim Very). So, based on the information given, Manchester Orchestra has more members than DC Talk.",0.5549,False,10.402,3984.682,3995.084,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers, I cannot find this information in the provided context. The context does not mention any connection between Orlando Brown's role as 3J Winslow and it being a spin-off of another show.,0.5395,False,34.305,2195.249,2229.554,,hotpotqa,mistral,7.967,134.013
crag,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers," I cannot find this specific information in the provided context. The context only mentions ""Family Matters"" as a show where Orlando Brown played a character, but it does not specify that it is a spin-off of another show.",0.5693,False,40.845,2292.503,2333.348,,hotpotqa,mistral,7.967,134.013
raptor_2l,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers," I cannot find this information in the provided context. The context does mention that Orlando Brown played 3J Winslow, but it doesn't specify that ""Family Matters"" was a spin-off of another show.",0.4829,True,10.609,2721.822,2732.431,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II," I cannot find this information in the provided context. The context only mentions World War I and World War II for the Livesey Hall War Memorial, but it does not specify the number of casualties for either war.",0.5663,False,65.806,2261.114,2326.92,,hotpotqa,mistral,7.967,134.013
crag,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II," I cannot find this information in the provided context. The context only mentions World War I and World War II for the Livesey Hall War Memorial, but it does not specify the number of casualties for either war.",0.5663,False,38.345,2115.586,2153.931,,hotpotqa,mistral,7.967,134.013
raptor_2l,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II," I cannot find this information in the provided context. The context only mentions World War I and World War II, but does not specify the number of casualties for either war.",0.5786,False,11.007,2443.325,2454.331,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.," I cannot find this information in the provided context as it does not pertain to the HMAS ""Narani"". The context only discusses the weapons systems used on the HMAS ""Narani"", which are a 12-pounder gun, a 20mm Oerlikon cannon, a .303-inch Vickers machine gun, and four Type D depth charges. There is no mention of an air-cooled version of any weapon system used on the HMAS ""Narani"".",0.5845,False,57.973,5486.65,5544.623,,hotpotqa,mistral,7.967,134.013
crag,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.," I cannot find information about an air-cooled weapon system being used on the HMAS ""Narani"" in the provided context.",0.4771,True,30.321,1464.458,1494.779,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.," I cannot find this information in the provided context. The context does not mention any specific type or air-cooled version of a weapon system used on the HMAS ""Narani"".",0.7346,False,10.825,2780.841,2791.666,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6," The BMW X5 (mid-size luxury crossover SUV) was produced alongside the new, 2009 BMW X6. However, it's important to note that the question asks for a model that is newer than the X5 F15, but the context provided only mentions the X6 being produced in 2009, which is the same year as the second-generation X5 (E70). So, the X6 could be considered the ""newer"" model mentioned alongside the X5 in 2009.",0.5048,False,34.007,5585.098,5619.105,,hotpotqa,mistral,7.967,134.013
crag,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6," The BMW X5 was produced alongside the 2009 BMW X6. However, it's important to note that the BMW X6 is a newer model and not another version of the BMW X5.",0.6147,False,49.206,2376.715,2425.921,,hotpotqa,mistral,7.967,134.013
raptor_2l,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6," I cannot find this information in the provided context. The context only mentions the BMW X5 (F15) and its early models, but it does not mention any newer models produced alongside it, especially one produced in 2009.",0.4593,True,11.446,3175.0,3186.446,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no," No, Minersville School District v. Gobitis occurred in the 1940s, while Gravel v. United States occurred in the 1970s. Therefore, they did not occur in the same decade according to the provided context.",0.5649,False,62.985,3073.011,3135.997,,hotpotqa,mistral,7.967,134.013
crag,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no," No, according to the provided context, Minersville School District v. Gobitis and Gravel v. United States did not occur in the same decade. Minersville School District v. Gobitis occurred in 1940 (which is in the 1940s), while Gravel v. United States' date is not provided in the context, but it can be inferred that it happened after 1972 since it was overruled by a case from 1972.",0.5559,False,37.897,4832.68,4870.577,,hotpotqa,mistral,7.967,134.013
raptor_2l,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no," No, Minersville School District v. Gobitis occurred in the 1940s, while Gravel v. United States occurred in the 1970s. Therefore, they did not occur in the same decade.",0.5608,False,11.114,2949.295,2960.409,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza," The Yakuza Kiwami is a remake of the first video game in the ""Yakuza"" series, which is an open world action-adventure beat 'em up video game franchise.",0.7489,False,32.448,2351.42,2383.868,,hotpotqa,mistral,7.967,134.013
crag,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza," The Yakuza Kiwami is a remake of the first video game in the ""Yakuza"" series.",0.8008,False,58.518,1417.653,1476.171,,hotpotqa,mistral,7.967,134.013
raptor_2l,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza," The Yakuza Kiwami is a remake of the first video game in the ""Yakuza"" series, which is an open world action-adventure beat 'em up video game franchise.",0.7489,False,11.13,2645.192,2656.321,,hotpotqa,mistral,7.967,134.013
hcpc_v2, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster," I cannot find this information in the provided context about the incumbent Democrat in the 1919 Mississippi gubernatorial election being a ""master"" of anything. The text only mentions that he was term-limited and could not run for reelection.",0.7427,False,30.588,2697.212,2727.801,,hotpotqa,mistral,7.967,134.013
crag, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster," I cannot find this information in the provided context. The context does not mention who the incumbent Democrat was for the 1919 Mississippi gubernatorial election, nor does it provide any details about their skills or abilities.",0.5405,False,47.832,2377.997,2425.83,,hotpotqa,mistral,7.967,134.013
raptor_2l, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster," I cannot find this information in the provided context. The context does not mention any specific title or position that Theodore G. Bilbo, the incumbent Democrat in the 1919 Mississippi gubernatorial election, was a ""master"" of.",0.6018,False,10.998,2971.237,2982.235,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes," Yes, according to the provided context, both Silphium and Heliotropium are genera of flowering plants.",0.7664,False,65.935,1531.971,1597.906,,hotpotqa,mistral,7.967,134.013
crag,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes," Yes, according to the provided context, both Silphium and Heliotropium are genera of flowering plants. However, they belong to different families: Silphium is within the daisy family (Asteraceae), while Heliotropium is within the borage family (Boraginaceae).",0.6552,False,35.844,2853.887,2889.731,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes," Yes, according to the provided context, both Silphium and Heliotropium are genera of flowering plants.",0.7664,False,11.309,1594.341,1605.649,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs," The Mexican Indignados Movement is a response to the Mexican Drug War, also known as the Mexican War on Drugs.",0.8006,False,33.06,1530.381,1563.442,,hotpotqa,mistral,7.967,134.013
crag,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs," The Mexican Drug War (also known as the Mexican War on Drugs; Spanish: ""guerra contra el narcotráfico en México"")",0.9859,False,40.876,1527.171,1568.047,,hotpotqa,mistral,7.967,134.013
raptor_2l,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs," The provided context does not mention any specific war that the Mexican Indignados Movement is a response to, other than the Mexican Drug War.",0.4492,True,11.216,1920.309,1931.525,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no," No, according to the provided context, neither Harry Everett Smith nor Vladimir Petrovich Danilevich are mentioned as being from Russia. Only Daniil Borisovich Shafran is identified as a Russian.",0.7836,False,30.8,2230.705,2261.506,,hotpotqa,mistral,7.967,134.013
crag,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no," No, according to the provided context, Vladimir Danilevich is Russian, but there is no information about Harry Everett Smith's nationality in the context.",0.3949,True,27.138,1574.082,1601.22,,hotpotqa,mistral,7.967,134.013
raptor_2l,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no," I cannot find information about Harry Everett Smith or Vladimir Danilevich in the provided context, so it is not possible to determine if they are both from Russia.",0.5706,False,10.918,2170.001,2180.919,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm," I cannot find this information in the provided context. The context only mentions that Bob Case is best known for inspiring the naming of ""The Perfect Storm,"" but it does not specify which initial area of low pressure he inspired the naming of.",0.5166,False,37.681,2710.79,2748.471,,hotpotqa,mistral,7.967,134.013
crag,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm," I cannot find this information in the provided context. The context does not specify that the initial area of low pressure developed off Atlantic Canada on October 29 was named by Robert Allen ""Bob"" Case.",0.6915,False,46.546,2014.431,2060.977,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm, I cannot find this information in the provided context.,0.5531,False,11.117,1581.904,1593.021,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee, I cannot find this information in the provided context as neither Jerome Bernard nor Ira Lewis are mentioned in any of the films or their casts.,0.7631,False,54.225,1550.904,1605.129,,hotpotqa,mistral,7.967,134.013
crag,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee, I cannot find this information in the provided context as neither Jerome Bernard nor Ira Lewis are mentioned in any of the films or their casts.,0.7631,False,22.891,1329.012,1351.903,,hotpotqa,mistral,7.967,134.013
raptor_2l,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee, I cannot find this information in the provided context as there is no mention of any film adaptations involving Jerome Bernard and Ira Lewis.,0.6244,False,10.841,1657.508,1668.349,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse," Based solely on the provided context, it is not possible to determine who has a broader scope of profession between Robert Louis Fosse and Angelina Jolie as the context only provides information about their respective careers in acting and filmmaking for Angelina Jolie, and dancing, choreography, direction, screenwriting, and acting for Robert Louis Fosse.",0.4658,True,61.476,3702.131,3763.607,,hotpotqa,mistral,7.967,134.013
crag,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse," Based solely on the provided context, it is not possible to determine who has a broader scope of profession between Robert Louis Fosse and Angelina Jolie as the context only provides information about their respective careers in acting and filmmaking for Angelina Jolie, while Robert Louis Fosse's career includes choreography, direction, screenwriting, and acting.",0.4843,True,24.327,3126.507,3150.835,,hotpotqa,mistral,7.967,134.013
raptor_2l,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse," Based solely on the provided context, it is not possible to determine who has a broader scope of profession between Bob Fosse and Angelina Jolie. Bob Fosse was an American dancer, choreographer, director, and actor, primarily known for his work in theater and film musicals, but he is not mentioned in the context provided. Therefore, comparisons cannot be made between his profession and that of Angelina Jolie, who is an actress and filmmaker.",0.4676,True,10.462,4673.424,4683.886,,hotpotqa,mistral,7.967,134.013
hcpc_v2,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant," BitInstant, according to the provided context.",0.55,False,54.168,918.665,972.833,,hotpotqa,mistral,7.967,134.013
crag,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant," BitInstant, according to the provided context.",0.55,False,32.023,543.382,575.405,,hotpotqa,mistral,7.967,134.013
raptor_2l,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant, BitInstant was the bitcoin company where Erik Voorhees worked as Director of Marketing.,0.6919,False,11.074,1796.704,1807.778,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin," I cannot find this information in the provided context. The context does not mention the name of the disc jockey who notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show. The article only mentions that Dave Lee Travis was one of the DJs who used it as an ident, but it does not specify which of his shows it was played on.",0.6918,False,66.522,4118.092,4184.614,,hotpotqa,mistral,7.967,134.013
crag,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin," I cannot find this information in the provided context. The context only mentions Mark Wirtz and his work, but does not provide any details about a disc jockey who used his song on their radio show.",0.707,False,32.562,2032.294,2064.856,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin," I cannot find this information in the provided context. The context does not mention any disc jockey who notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show, nor does it provide the birth name of that hypothetical disc jockey.",0.4613,True,11.032,3797.734,3808.766,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle," Based on the provided context, it is not explicitly stated that Neleus of Scepsis studied under anyone other than Theophrastus in the Peripatetic school. However, since Coriscus of Scepsis and his brother Erastus were students of Plato, and Coriscus was a friend of Aristotle, it is possible that Neleus may have had some connection to Aristotle's teachings through his father or his uncle. But the context does not provide enough information to confirm this.",0.5238,False,39.368,5142.97,5182.338,,hotpotqa,mistral,7.967,134.013
crag,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle," I cannot find information in the provided context that specifies who Neleus of Scepsis studied under, in addition to Theophrastus, within the Peripatetic school. However, it is mentioned that he was a disciple of Aristotle, but there's no explicit statement about him studying under Aristotle within the Peripatetic school.",0.5526,False,49.683,3554.602,3604.285,,hotpotqa,mistral,7.967,134.013
raptor_2l,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle," Neleus of Scepsis studied under Aristotle, in addition to Theophrastus.",0.4206,True,11.12,1683.941,1695.061,,hotpotqa,mistral,7.967,134.013
hcpc_v2,In what basketball position does the brother of Saulius Kuzminskas play?,small forward," I cannot find this information in the provided context regarding Mindaugas Kuzminskas's specific basketball position. The context only mentions that he plays for the New York Knicks and represents the Lithuanian national team, but not his specific position.",0.669,False,32.844,2588.572,2621.416,,hotpotqa,mistral,7.967,134.013
crag,In what basketball position does the brother of Saulius Kuzminskas play?,small forward," I cannot find this information in the provided context. The context only mentions that Mindaugas Kuzminskas plays as a small forward, but it doesn't provide any information about his brother's position.",0.521,False,47.286,2154.31,2201.596,,hotpotqa,mistral,7.967,134.013
raptor_2l,In what basketball position does the brother of Saulius Kuzminskas play?,small forward, The brother of Saulius Kuzminskas plays at the small forward position.,0.6755,False,10.939,1474.416,1485.354,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4, Both Yakuza Kiwami and Yakuza 0 were released on the PlayStation 4.,0.831,False,33.664,1472.846,1506.51,,hotpotqa,mistral,7.967,134.013
crag,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4, Both Yakuza Kiwami and Yakuza 0 were released on PlayStation 4.,0.8344,False,52.197,1244.128,1296.325,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4," The context provided does not mention which gaming console Yakuza 0 was released on, but it states that ""Yakuza Kiwami"" was released exclusively on PlayStation 4. Therefore, it can be inferred that both games were likely released on the PlayStation 4.",0.7002,False,11.382,3310.563,3321.944,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions," The Miracle of the White Stallions was released first, in 1963, while The Hunchback of Notre Dame was released in 1996.",0.4369,True,34.311,2021.719,2056.031,,hotpotqa,mistral,7.967,134.013
crag,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions," The Miracle of the White Stallions was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions, as it was produced in 1963, while The Hunchback of Notre Dame was produced in 1996.",0.602,False,51.28,2943.257,2994.537,,hotpotqa,mistral,7.967,134.013
raptor_2l,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions," I cannot find information about the release date of either ""The Hunchback of Notre Dame"" or ""Miracle of the White Stallions"" in the provided context. However, it is known that ""The Hunchback of Notre Dame"" was released in 1996 and ""Miracle of the White Stallions"" was released in 1963.",0.5547,False,11.229,4054.855,4066.084,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome," The Scotiabank Saddledome arena was built near the residential neighborhood of Ramsay, Calgary in 1983.",0.6801,False,57.031,1791.731,1848.762,,hotpotqa,mistral,7.967,134.013
crag,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome," The Scotiabank Saddledome arena was built near the residential neighborhood of Ramsay, Calgary in 1983.",0.6801,False,39.009,1550.565,1589.573,,hotpotqa,mistral,7.967,134.013
raptor_2l,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome," The Scotiabank Saddledome arena was built near the residential neighborhood of Ramsay, Calgary in 1983.",0.6801,False,10.794,1997.434,2008.229,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings, I cannot find this information in the provided context as it does not mention any films directed by Jon Turteltaub that Tommy Swerdlow has worked on.,0.4573,True,63.32,1961.302,2024.621,,hotpotqa,mistral,7.967,134.013
crag,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings, I cannot find information in the provided context about a film directed by Jon Turteltaub that was co-written by Tommy Swerdlow.,0.7411,False,34.436,1401.87,1436.305,,hotpotqa,mistral,7.967,134.013
raptor_2l,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings, I cannot find this information in the provided context as there is no mention of a film directed by Jon Turteltaub that Tommy Swerdlow co-wrote the screenplay for.,0.3952,True,10.921,2423.918,2434.839,,hotpotqa,mistral,7.967,134.013
hcpc_v2,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi", I cannot find this information in the provided context. The context does not specify the name of the county where the city 7 miles east of Trace State Park is located.,0.7537,False,54.489,1783.118,1837.607,,hotpotqa,mistral,7.967,134.013
crag,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi"," I cannot find this information in the provided context as it only mentions a location approximately 7 mi east of Trace State Park, but does not specify the name or county of the city.",0.5259,False,37.582,1812.948,1850.53,,hotpotqa,mistral,7.967,134.013
raptor_2l,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi", I cannot find this information in the provided context as it does not mention the county name for the city that is 7 miles east of Trace State Park.,0.7092,False,10.432,1955.185,1965.617,,hotpotqa,mistral,7.967,134.013
hcpc_v2,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings," I cannot find this information in the provided context. The context does not mention any specific type of works by Hanna Leena Kristiina Varis being part of a collection in a museum that houses approximately 65,000 items.",0.7392,False,64.57,2800.456,2865.027,,hotpotqa,mistral,7.967,134.013
crag,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings," I cannot find the exact name of the museum with approximately 65,000 artworks in the provided context. However, it is mentioned that her works are part of major collections in Finland and abroad, including Kiasma, Amos Anderson Art Museum, Helsinki Art Museum, Wäinö Aaltonen Museum of Art, and Albertina Museum. It's possible that one or more of these museums have approximately 65,000 artworks, but the context does not specify which one.",0.5651,False,34.631,4844.156,4878.787,,hotpotqa,mistral,7.967,134.013
