condition,question,ground_truth,answer,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,indexing_cost_note,dataset,model,base_index_s,raptor_index_s
hcpc_v2,Who is the quarterback for the Panthers?,Cam Newton, Cam Newton,1.0,False,37.604,769.686,807.289,,squad,mistral,8.01,175.354
crag,Who is the quarterback for the Panthers?,Cam Newton, Cam Newton,1.0,False,49.066,617.708,666.775,,squad,mistral,8.01,175.354
raptor_2l,Who is the quarterback for the Panthers?,Cam Newton, Cam Newton,1.0,False,8.072,923.799,931.871,,squad,mistral,8.01,175.354
hcpc_v2,Who did Carolina beat in the NFC championship game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,60.943,1422.92,1483.863,,squad,mistral,8.01,175.354
crag,Who did Carolina beat in the NFC championship game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,30.077,810.117,840.193,,squad,mistral,8.01,175.354
raptor_2l,Who did Carolina beat in the NFC championship game?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals in the NFC Championship Game.,0.9783,False,7.65,1440.464,1448.114,,squad,mistral,8.01,175.354
hcpc_v2,How many times have the Panthers been in the Super Bowl?,2," The Carolina Panthers have been in the Super Bowl twice, according to the provided context. Their first appearance was in Super Bowl XXXVIII and their second appearance was in Super Bowl 50.",0.4617,True,35.663,2455.168,2490.832,,squad,mistral,8.01,175.354
crag,How many times have the Panthers been in the Super Bowl?,2," The Panthers have been in the Super Bowl twice, according to the provided context.",0.6263,False,39.368,966.295,1005.663,,squad,mistral,8.01,175.354
raptor_2l,How many times have the Panthers been in the Super Bowl?,2," The Carolina Panthers have been in the Super Bowl twice, as stated in the context: ""The Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII.""",0.4344,True,7.707,2535.492,2543.199,,squad,mistral,8.01,175.354
hcpc_v2,Who did Denver beat in the AFC championship?,New England Patriots, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,0.9658,False,57.278,1160.334,1217.612,,squad,mistral,8.01,175.354
crag,Who did Denver beat in the AFC championship?,New England Patriots," I cannot find this information in the provided context. The context only mentions that Denver beat the New England Patriots, but it doesn't specify the game as the AFC Championship.",0.5696,False,37.377,1957.276,1994.653,,squad,mistral,8.01,175.354
raptor_2l,Who did Denver beat in the AFC championship?,New England Patriots, The Denver Broncos beat the New England Patriots in the AFC Championship Game.,0.9658,False,8.291,1326.272,1334.562,,squad,mistral,8.01,175.354
hcpc_v2,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton," The Most Valuable Player for the 2015 NFL season, according to the provided context, was Cam Newton from the Panthers.",0.8421,False,35.232,2025.093,2060.324,,squad,mistral,8.01,175.354
crag,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton, Cam Newton,1.0,False,31.937,314.962,346.899,,squad,mistral,8.01,175.354
raptor_2l,Who was the Most Valuable Player for the 2015 NFL season?,Cam Newton, Cam Newton was the Most Valuable Player for the 2015 NFL season.,0.7265,False,8.232,1775.287,1783.519,,squad,mistral,8.01,175.354
hcpc_v2,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots, The Denver Broncos beat the New England Patriots in the 2015 AFC Championship game.,0.9593,False,35.314,1344.596,1379.91,,squad,mistral,8.01,175.354
crag,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots," The provided context does not mention which team Denver beat in the 2015 AFC Championship game, only that they defeated the New England Patriots. However, the score (20–18) and the information about intercepting a pass on New England's 2-point conversion attempt with 17 seconds left suggest that it was indeed the New England Patriots.",0.6769,False,39.173,3587.767,3626.94,,squad,mistral,8.01,175.354
raptor_2l,Who did Denver beat in the 2015 AFC Championship game?,New England Patriots, The Denver Broncos beat the New England Patriots in the 2015 AFC Championship Game.,0.9649,False,7.432,1505.91,1513.342,,squad,mistral,8.01,175.354
hcpc_v2,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals," The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, as stated in the provided context.",0.9734,False,53.808,1756.994,1810.803,,squad,mistral,8.01,175.354
crag,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals," The Carolina Panthers beat the Arizona Cardinals in the 2015 NFC Championship game, as stated in the provided context.",0.9734,False,47.978,1363.049,1411.027,,squad,mistral,8.01,175.354
raptor_2l,Who did the Carolina Panthers beat in the 2015 NFC Championship game?,Arizona Cardinals," I cannot find this information in the provided context. However, it is known that the Carolina Panthers reached the NFC Championship Game in the 2015 season and they defeated the Arizona Cardinals with a score of 49–15.",0.6194,False,8.176,2586.562,2594.738,,squad,mistral,8.01,175.354
hcpc_v2,Who was the 2015 NFL MVP?,Cam Newton, Cam Newton,1.0,False,61.397,766.946,828.343,,squad,mistral,8.01,175.354
crag,Who was the 2015 NFL MVP?,Cam Newton, Cam Newton,1.0,False,38.944,221.694,260.638,,squad,mistral,8.01,175.354
raptor_2l,Who was the 2015 NFL MVP?,Cam Newton, Cam Newton,1.0,False,8.56,632.036,640.596,,squad,mistral,8.01,175.354
hcpc_v2,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals, The Carolina Panthers beat the Arizona Cardinals to become the NFC Champs.,0.8411,False,34.094,1234.543,1268.636,,squad,mistral,8.01,175.354
crag,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals, The Panthers beat the Arizona Cardinals to become the NFC champs.,0.9298,False,38.382,865.232,903.613,,squad,mistral,8.01,175.354
raptor_2l,Who did the Panthers beat to become the NFC champs?,Arizona Cardinals," I cannot find this information in the provided context. The context only mentions that the Carolina Panthers won the NFC Championship Game, but it does not specify who they played against or the score of that game.",0.5559,False,7.884,2386.857,2394.741,,squad,mistral,8.01,175.354
hcpc_v2,What year did the Carolina Panthers form?,1995., I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,0.679,False,55.952,1557.217,1613.169,,squad,mistral,8.01,175.354
crag,What year did the Carolina Panthers form?,1995., I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,0.679,False,39.781,1252.289,1292.069,,squad,mistral,8.01,175.354
raptor_2l,What year did the Carolina Panthers form?,1995., I cannot find this information in the provided context. The context does not mention the year when the Carolina Panthers were formed.,0.679,False,7.462,1566.951,1574.412,,squad,mistral,8.01,175.354
hcpc_v2,Who was the Super Bowl 50 MVP?,Von Miller, Denver linebacker Von Miller,0.6219,False,29.911,729.728,759.639,,squad,mistral,8.01,175.354
crag,Who was the Super Bowl 50 MVP?,Von Miller, Denver linebacker Von Miller was named Super Bowl 50 MVP.,0.7507,False,45.257,739.168,784.425,,squad,mistral,8.01,175.354
raptor_2l,Who was the Super Bowl 50 MVP?,Von Miller, Von Miller,1.0,False,8.063,502.882,510.946,,squad,mistral,8.01,175.354
hcpc_v2,How many fumbles did Von Miller force in Super Bowl 50?,2, Von Miller forced 2 fumbles in Super Bowl 50.,0.6629,False,55.624,1022.211,1077.835,,squad,mistral,8.01,175.354
crag,How many fumbles did Von Miller force in Super Bowl 50?,2, 2 fumbles,1.0,False,32.183,291.395,323.578,,squad,mistral,8.01,175.354
raptor_2l,How many fumbles did Von Miller force in Super Bowl 50?,2, Von Miller forced 1 fumble in Super Bowl 50.,0.6327,False,9.047,1184.097,1193.144,,squad,mistral,8.01,175.354
hcpc_v2,Which team held the scoring lead throughout the entire game?,Broncos, The Denver Broncos held the scoring lead throughout the entire game.,0.7598,False,61.641,1306.561,1368.202,,squad,mistral,8.01,175.354
crag,Which team held the scoring lead throughout the entire game?,Broncos, The Denver Broncos held the scoring lead throughout the entire game.,0.7598,False,22.253,796.787,819.04,,squad,mistral,8.01,175.354
raptor_2l,Which team held the scoring lead throughout the entire game?,Broncos, Denver held the scoring lead throughout the entire game.,0.7646,False,7.47,851.841,859.311,,squad,mistral,8.01,175.354
hcpc_v2,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller, Von Miller,1.0,False,34.081,635.13,669.211,,squad,mistral,8.01,175.354
crag,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller, Von Miller,1.0,False,49.056,372.548,421.604,,squad,mistral,8.01,175.354
raptor_2l,Which Denver linebacker was named Super Bowl MVP?,linebacker Von Miller, Von Miller,1.0,False,7.892,715.462,723.354,,squad,mistral,8.01,175.354
hcpc_v2,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles," I cannot find this information in the provided context. The context only mentions that Von Miller was named Super Bowl MVP and had 2½ sacks, two forced fumbles, but it does not specify how many solo tackles he made at Super Bowl 50.",0.5556,False,34.375,2744.559,2778.933,,squad,mistral,8.01,175.354
crag,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles," I cannot find this information in the provided context. The context only mentions that Von Miller was named Super Bowl MVP and had five solo tackles, 2½ sacks, and two forced fumbles during Super Bowl 50, but it does not specify how many solo tackles he made at any other games or events.",0.5216,False,39.633,3111.508,3151.141,,squad,mistral,8.01,175.354
raptor_2l,How many solo tackles did Von Miller make at Super Bowl 50?,five solo tackles, Five solo tackles,0.7654,False,11.343,777.631,788.975,,squad,mistral,8.01,175.354
hcpc_v2,Who was limited by Denver's defense?,Newton was limited by Denver's defense," The text does not explicitly state who was limited by Denver's defense other than the Panthers offense. However, it is implied that the Panthers offense struggled to move the ball and score points due to Denver's strong defensive performance.",0.6391,False,54.996,2563.963,2618.96,,squad,mistral,8.01,175.354
crag,Who was limited by Denver's defense?,Newton was limited by Denver's defense," I cannot find information in the provided context about who was limited by Denver's defense. The context only mentions Carolina's defense limiting Denver, but not vice versa.",0.4286,True,29.743,1675.535,1705.278,,squad,mistral,8.01,175.354
raptor_2l,Who was limited by Denver's defense?,Newton was limited by Denver's defense," In the provided context, it is stated that Cam Newton of the Carolina Panthers was limited by the Denver Broncos' defense during Super Bowl 50.",0.8227,False,7.721,1975.516,1983.237,,squad,mistral,8.01,175.354
hcpc_v2,How many times was Cam Newton sacked?,seven," The context mentions two instances where Cam Newton was sacked: once by Von Miller in the first quarter, and once by DeMarcus Ware as time expired in the first half. So, Cam Newton was sacked 2 times according to the provided context.",0.7841,False,58.713,3087.719,3146.432,,squad,mistral,8.01,175.354
crag,How many times was Cam Newton sacked?,seven," The context does not provide information on how many times Cam Newton was sacked, only that he was sacked once and had the ball knocked out during that play.",0.59,False,30.387,1601.079,1631.466,,squad,mistral,8.01,175.354
raptor_2l,How many times was Cam Newton sacked?,seven," In the provided context, it is mentioned that Cam Newton was sacked three times during Super Bowl 50. The first sack occurred with 11 seconds left in the first half, as stated in the second passage. However, the number of sacks he faced during the entire 2015 NFL season is not specified in the context.",0.7249,False,7.694,3867.107,3874.8,,squad,mistral,8.01,175.354
hcpc_v2,Who won the Super Bowl MVP?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,30.744,1052.632,1083.376,,squad,mistral,8.01,175.354
crag,Who won the Super Bowl MVP?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,44.45,663.64,708.09,,squad,mistral,8.01,175.354
raptor_2l,Who won the Super Bowl MVP?,Von Miller, Von Miller,1.0,False,8.139,536.208,544.347,,squad,mistral,8.01,175.354
hcpc_v2,How many turnovers did Cam Newton have?,three, One turnover (fumble) was recorded for Cam Newton in the provided context.,0.7215,False,63.54,1570.897,1634.437,,squad,mistral,8.01,175.354
crag,How many turnovers did Cam Newton have?,three, 10 interceptions,0.7278,False,34.949,574.198,609.147,,squad,mistral,8.01,175.354
raptor_2l,How many turnovers did Cam Newton have?,three, Cam Newton had three turnovers in Super Bowl 50.,0.7013,False,8.153,1484.496,1492.649,,squad,mistral,8.01,175.354
hcpc_v2,How many fumbles did Von Miller force?,two, Von Miller forced 2 fumbles according to the provided context.,0.8232,False,38.146,1272.578,1310.724,,squad,mistral,8.01,175.354
crag,How many fumbles did Von Miller force?,two, 2,1.0,False,32.213,209.23,241.443,,squad,mistral,8.01,175.354
raptor_2l,How many fumbles did Von Miller force?,two, I cannot find this information in the provided context regarding how many fumbles Von Miller forced during the 2015 NFL season or specifically in Super Bowl 50.,0.4624,True,7.979,2320.051,2328.03,,squad,mistral,8.01,175.354
hcpc_v2,Who was given the esteemed status of MVP for Super Bowl 50?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,52.784,1043.865,1096.649,,squad,mistral,8.01,175.354
crag,Who was given the esteemed status of MVP for Super Bowl 50?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,36.917,627.874,664.791,,squad,mistral,8.01,175.354
raptor_2l,Who was given the esteemed status of MVP for Super Bowl 50?,Von Miller, Von Miller,1.0,False,7.8,532.483,540.282,,squad,mistral,8.01,175.354
hcpc_v2,What position does Von Miller play for the Denver Broncos?,linebacker, Von Miller plays as a linebacker for the Denver Broncos.,0.6797,False,64.285,1392.193,1456.477,,squad,mistral,8.01,175.354
crag,What position does Von Miller play for the Denver Broncos?,linebacker, Linebacker,1.0,False,31.428,250.801,282.229,,squad,mistral,8.01,175.354
raptor_2l,What position does Von Miller play for the Denver Broncos?,linebacker, Von Miller plays as a linebacker for the Denver Broncos.,0.6797,False,8.006,1430.661,1438.668,,squad,mistral,8.01,175.354
hcpc_v2,What was the number of solo tackles that Von Miller had in Super Bowl 50?,5," I cannot find this information in the provided context. The context only mentions that Von Miller was named Super Bowl MVP and recorded five solo tackles, 2½ sacks, and two forced fumbles during Super Bowl 50, but it does not specify which of those were solo tackles in Super Bowl 50.",0.6844,False,34.983,3290.368,3325.35,,squad,mistral,8.01,175.354
crag,What was the number of solo tackles that Von Miller had in Super Bowl 50?,5," I cannot find this information in the provided context. The context only mentions that Von Miller had five solo tackles during Super Bowl 50, but it does not specify whether these were his total solo tackles or just those from the game.",0.5583,False,38.848,2308.869,2347.716,,squad,mistral,8.01,175.354
raptor_2l,What was the number of solo tackles that Von Miller had in Super Bowl 50?,5, 5,1.0,False,7.743,717.352,725.095,,squad,mistral,8.01,175.354
hcpc_v2,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,2," Von Miller had 2 forced fumbles during Super Bowl 50, as he was credited with two forced fumbles in the provided context.",0.8988,False,52.545,1737.147,1789.692,,squad,mistral,8.01,175.354
crag,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,2, 2 forced fumbles,0.714,False,31.171,337.17,368.34,,squad,mistral,8.01,175.354
raptor_2l,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,2, Von Miller had two forced fumbles during Super Bowl 50.,0.5297,False,7.737,1247.878,1255.614,,squad,mistral,8.01,175.354
hcpc_v2,Who won the MVP for the Super Bowl?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,31.734,1032.942,1064.675,,squad,mistral,8.01,175.354
crag,Who won the MVP for the Super Bowl?,Von Miller, Denver linebacker Von Miller was named Super Bowl MVP.,0.7368,False,46.271,632.303,678.574,,squad,mistral,8.01,175.354
raptor_2l,Who won the MVP for the Super Bowl?,Von Miller, Von Miller,1.0,False,7.663,509.117,516.78,,squad,mistral,8.01,175.354
hcpc_v2,How many tackles did Von Miller get during the game?,5, Von Miller had six total tackles during the game.,0.7801,False,63.558,1129.673,1193.23,,squad,mistral,8.01,175.354
crag,How many tackles did Von Miller get during the game?,5, Six total tackles (five solo) according to the provided context.,0.8602,False,41.909,779.102,821.011,,squad,mistral,8.01,175.354
raptor_2l,How many tackles did Von Miller get during the game?,5," I cannot find this information in the provided context. The context only mentions tackles for several players from the Carolina Panthers, but not for Von Miller of the Denver Broncos.",0.5638,False,8.45,2290.793,2299.243,,squad,mistral,8.01,175.354
hcpc_v2,How many times was Cam Newton sacked in Super Bowl 50?,seven, Seven times,0.8119,False,58.064,693.023,751.087,,squad,mistral,8.01,175.354
crag,How many times was Cam Newton sacked in Super Bowl 50?,seven, Seven times,0.8119,False,40.353,337.884,378.237,,squad,mistral,8.01,175.354
raptor_2l,How many times was Cam Newton sacked in Super Bowl 50?,seven, Seven times,0.8119,False,8.09,737.355,745.445,,squad,mistral,8.01,175.354
hcpc_v2,How many times did the Denver defense force Newton into turnovers?,three," The Denver defense forced Newton into three turnovers. Two of these were fumbles (one of which was recovered for a touchdown by Denver), and one was an interception.",0.6599,False,65.408,2121.193,2186.601,,squad,mistral,8.01,175.354
crag,How many times did the Denver defense force Newton into turnovers?,three," The Denver defense forced Newton into three turnovers, according to the provided context.",0.7522,False,41.717,894.796,936.513,,squad,mistral,8.01,175.354
raptor_2l,How many times did the Denver defense force Newton into turnovers?,three, The Denver defense forced Newton into three turnovers.,0.7482,False,8.611,1202.217,1210.828,,squad,mistral,8.01,175.354
hcpc_v2,Which Newton turnover resulted in seven points for Denver?,a fumble," The Newton turnover that resulted in seven points for Denver was when he fumbled the ball, which was recovered by T.J. Ward for a touchdown during Super Bowl 50.",0.6436,False,39.103,1978.198,2017.301,,squad,mistral,8.01,175.354
crag,Which Newton turnover resulted in seven points for Denver?,a fumble," I cannot find this specific information about a Newton turnover resulting in seven points for Denver in the provided context. However, it is mentioned that Newton had three turnovers, but only one of them (an interception) is explicitly described. The other two are not detailed, so it's unclear if any of them directly led to points for Denver. For more accurate information, you may want to refer to the context provided in the second paragraph.",0.629,False,42.011,3929.771,3971.783,,squad,mistral,8.01,175.354
raptor_2l,Which Newton turnover resulted in seven points for Denver?,a fumble," The Newton turnover that resulted in seven points for Denver was when he fumbled the ball after being stripped by Miller, which was recovered by Ward and returned five yards to the Panthers 4-yard line. This led to a touchdown run by Anderson and a successful 2-point conversion, giving Denver a 24–10 lead with 3:08 left in the game.",0.6771,False,7.279,4280.703,4287.982,,squad,mistral,8.01,175.354
hcpc_v2,Who was the Most Valuable Player of Super Bowl 50?,Von Miller, I cannot find this information in the provided context. The context does not mention who the MVP of Super Bowl 50 was.,0.7137,False,55.554,1598.67,1654.223,,squad,mistral,8.01,175.354
crag,Who was the Most Valuable Player of Super Bowl 50?,Von Miller," I cannot find this information in the provided context. The context only mentions MVPs from Super Bowls up to XLI, but not Super Bowl 50.",0.6,False,36.486,1576.302,1612.788,,squad,mistral,8.01,175.354
raptor_2l,Who was the Most Valuable Player of Super Bowl 50?,Von Miller, Von Miller,1.0,False,8.576,646.888,655.464,,squad,mistral,8.01,175.354
hcpc_v2,What position does Von Miller play?,linebacker," I cannot find this information in the provided context. The context only mentions players from Carolina and Denver's offense and defense, but it doesn't specify the position of Von Miller.",0.4422,True,57.592,2052.382,2109.974,,squad,mistral,8.01,175.354
crag,What position does Von Miller play?,linebacker," I cannot find this information in the provided context. The context only mentions players from Carolina and Denver's offense and defense, but it doesn't specify the position of Von Miller.",0.4422,True,19.349,1615.945,1635.294,,squad,mistral,8.01,175.354
raptor_2l,What position does Von Miller play?,linebacker, Von Miller plays as a Linebacker.,0.6616,False,8.677,810.13,818.806,,squad,mistral,8.01,175.354
hcpc_v2,How many times was the Panthers' quarterback sacked?,seven," The Panthers' quarterback Cam Newton was sacked twice in the provided context. Once by DeMarcus Ware as time expired in the first half, and another time by Von Miller during a play where the ball was recovered for a touchdown by Malik Jackson.",0.611,False,58.839,3021.012,3079.851,,squad,mistral,8.01,175.354
crag,How many times was the Panthers' quarterback sacked?,seven," The context does not specify how many times Cam Newton, the Panthers' quarterback, was sacked in total. However, it mentions that Von Miller sacked him once and recovered the fumble for a touchdown.",0.731,False,31.858,2114.394,2146.253,,squad,mistral,8.01,175.354
raptor_2l,How many times was the Panthers' quarterback sacked?,seven," The context does not provide specific information about how many times Cam Newton, the Panthers' quarterback, was sacked during the entire 2015 NFL season. However, it is mentioned that he was sacked by DeMarcus Ware as time expired in the first half of the Super Bowl 50 game.",0.6025,False,7.565,3720.988,3728.552,,squad,mistral,8.01,175.354
hcpc_v2,How many times did the Broncos cause turnovers in the game?,three, The context mentions that Denver forced Newton into three turnovers in Super Bowl 50.,0.9901,False,59.635,1373.703,1433.339,,squad,mistral,8.01,175.354
crag,How many times did the Broncos cause turnovers in the game?,three," The context states that Denver's defense forced Newton into three turnovers. So, they caused three turnovers in the game.",0.8892,False,29.266,1165.924,1195.19,,squad,mistral,8.01,175.354
raptor_2l,How many times did the Broncos cause turnovers in the game?,three, The Broncos caused three turnovers in the game.,0.8296,False,7.786,1162.934,1170.719,,squad,mistral,8.01,175.354
hcpc_v2,What Denver player caused two fumbles for the Panthers?,Von Miller, Von Miller caused two fumbles for the Panthers in the provided context.,0.9397,False,57.895,1377.758,1435.653,,squad,mistral,8.01,175.354
crag,What Denver player caused two fumbles for the Panthers?,Von Miller," I cannot find this information in the provided context. The context mentions that Mike Tolbert from the Panthers lost a fumble, but it does not specify who caused it. Similarly, it mentions Kony Ealy intercepted a pass, but there is no mention of causing a fumble for the Denver team.",0.513,False,30.966,2857.657,2888.623,,squad,mistral,8.01,175.354
raptor_2l,What Denver player caused two fumbles for the Panthers?,Von Miller," Von Miller caused one fumble for the Panthers by knocking the ball out of Cam Newton's hands while sacking him, and recovering it in the end zone for a touchdown. However, the context does not provide information about another fumble caused by Miller during that game.",0.5501,False,7.408,3111.857,3119.265,,squad,mistral,8.01,175.354
hcpc_v2,How many tackles did Von Miller accomlish by himself in the game?,five, I cannot find this information in the provided context. The context does not specify how many solo tackles Von Miller had during the game.,0.6876,False,60.107,1834.062,1894.169,,squad,mistral,8.01,175.354
crag,How many tackles did Von Miller accomlish by himself in the game?,five, The context states that Miller had 5 solo tackles.,0.9943,False,36.823,624.341,661.164,,squad,mistral,8.01,175.354
raptor_2l,How many tackles did Von Miller accomlish by himself in the game?,five, I cannot find this information in the provided context. The context does not specify how many solo tackles Von Miller had during the game.,0.6876,False,8.062,1925.896,1933.958,,squad,mistral,8.01,175.354
hcpc_v2,Which network broadcasted Super Bowl 50 in the U.S.?,CBS, CBS,1.0,False,34.145,619.956,654.102,,squad,mistral,8.01,175.354
crag,Which network broadcasted Super Bowl 50 in the U.S.?,CBS, CBS,1.0,False,51.502,432.744,484.245,,squad,mistral,8.01,175.354
raptor_2l,Which network broadcasted Super Bowl 50 in the U.S.?,CBS, CBS,1.0,False,8.504,955.284,963.788,,squad,mistral,8.01,175.354
hcpc_v2,What was the average cost for a 30 second commercial during Super Bowl 50?,$5 million, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,0.6206,False,59.969,1521.646,1581.615,,squad,mistral,8.01,175.354
crag,What was the average cost for a 30 second commercial during Super Bowl 50?,$5 million, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,0.6206,False,42.963,1127.935,1170.897,,squad,mistral,8.01,175.354
raptor_2l,What was the average cost for a 30 second commercial during Super Bowl 50?,$5 million, The average cost for a 30-second commercial during Super Bowl 50 was $5 million.,0.6206,False,8.723,1722.707,1731.43,,squad,mistral,8.01,175.354
hcpc_v2,Which group headlined the Super Bowl 50 halftime show?,Coldplay, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,0.9676,False,35.236,1214.54,1249.777,,squad,mistral,8.01,175.354
crag,Which group headlined the Super Bowl 50 halftime show?,Coldplay, The British rock group Coldplay headlined the Super Bowl 50 halftime show.,0.9676,False,51.555,1160.466,1212.022,,squad,mistral,8.01,175.354
raptor_2l,Which group headlined the Super Bowl 50 halftime show?,Coldplay, Coldplay,1.0,False,7.849,850.759,858.608,,squad,mistral,8.01,175.354
hcpc_v2,Which performers joined the headliner during the Super Bowl 50 halftime show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars joined Coldplay during the Super Bowl 50 halftime show.,0.9434,False,54.397,1107.439,1161.835,,squad,mistral,8.01,175.354
crag,Which performers joined the headliner during the Super Bowl 50 halftime show?,Beyoncé and Bruno Mars," Beyoncé and Bruno Mars joined Coldplay during the Super Bowl 50 halftime show. Mark Ronson was also a performer, but it's not explicitly stated that he performed alongside the other three.",0.7684,False,38.869,2130.408,2169.276,,squad,mistral,8.01,175.354
raptor_2l,Which performers joined the headliner during the Super Bowl 50 halftime show?,Beyoncé and Bruno Mars, Beyoncé and Bruno Mars joined Coldplay during the Super Bowl 50 halftime show.,0.9434,False,8.673,1655.521,1664.194,,squad,mistral,8.01,175.354
hcpc_v2,At which Super Bowl did Beyonce headline the halftime show?,Super Bowl XLVII," Super Bowl XLVII (which occurred in 2013, according to another question's answer)",0.7363,False,51.744,1408.07,1459.814,,squad,mistral,8.01,175.354
crag,At which Super Bowl did Beyonce headline the halftime show?,Super Bowl XLVII, Super Bowl XLVII,0.6197,False,38.37,542.5,580.87,,squad,mistral,8.01,175.354
raptor_2l,At which Super Bowl did Beyonce headline the halftime show?,Super Bowl XLVII," Super Bowl XLVII (which was held in February 2013) is the Super Bowl where Beyoncé headlined the halftime show, according to the provided context. However, it's important to note that she also made an appearance at Super Bowl 50 (February 7, 2016), but she did not headline the halftime show for that event.",0.3852,True,8.394,4430.767,4439.162,,squad,mistral,8.01,175.354
hcpc_v2,Who was the broadcaster for Super Bowl 50 in the United States?,CBS, The broadcaster for Super Bowl 50 in the United States was CBS.,0.8206,False,33.092,1192.167,1225.259,,squad,mistral,8.01,175.354
crag,Who was the broadcaster for Super Bowl 50 in the United States?,CBS, CBS was the broadcaster for Super Bowl 50 in the United States.,0.8447,False,40.055,987.691,1027.746,,squad,mistral,8.01,175.354
raptor_2l,Who was the broadcaster for Super Bowl 50 in the United States?,CBS, CBS was the broadcaster for Super Bowl 50 in the United States.,0.8447,False,8.806,1548.743,1557.549,,squad,mistral,8.01,175.354
hcpc_v2,What was the average cost of a 30-second commercial?,$5 million, The average cost of a 30-second commercial during Super Bowl 50 was $5 million.,0.6346,False,58.171,1398.701,1456.872,,squad,mistral,8.01,175.354
crag,What was the average cost of a 30-second commercial?,$5 million," The average cost of a 30-second commercial during Super Bowl 50, as stated in the context, was $5 million.",0.6802,False,37.743,1400.163,1437.906,,squad,mistral,8.01,175.354
raptor_2l,What was the average cost of a 30-second commercial?,$5 million, The average cost of a 30-second commercial during Super Bowl 50 was $5 million.,0.6346,False,7.545,1726.583,1734.127,,squad,mistral,8.01,175.354
hcpc_v2,What halftime performer previously headlined Super Bowl XLVII?,Beyoncé, Beyoncé,1.0,False,31.665,627.676,659.341,,squad,mistral,8.01,175.354
crag,What halftime performer previously headlined Super Bowl XLVII?,Beyoncé, Beyoncé,1.0,False,47.537,543.663,591.2,,squad,mistral,8.01,175.354
raptor_2l,What halftime performer previously headlined Super Bowl XLVII?,Beyoncé, Beyoncé,1.0,False,8.938,933.541,942.479,,squad,mistral,8.01,175.354
hcpc_v2,What halftime performer previously headlined Super Bowl XLVIII?,Bruno Mars, Bruno Mars,1.0,False,32.381,322.35,354.731,,squad,mistral,8.01,175.354
crag,What halftime performer previously headlined Super Bowl XLVIII?,Bruno Mars, Bruno Mars,1.0,False,47.854,507.474,555.328,,squad,mistral,8.01,175.354
raptor_2l,What halftime performer previously headlined Super Bowl XLVIII?,Bruno Mars," Bruno Mars, who headlined the Super Bowl XLVIII halftime show.",0.8951,False,8.994,1555.118,1564.112,,squad,mistral,8.01,175.354
hcpc_v2,Who was the main performer at this year's halftime show?,Coldplay, The main performer at the Super Bowl 50 halftime show was Coldplay.,0.718,False,52.071,1042.023,1094.094,,squad,mistral,8.01,175.354
crag,Who was the main performer at this year's halftime show?,Coldplay, The main performer at the Super Bowl 50 halftime show was Coldplay.,0.718,False,38.071,1062.481,1100.553,,squad,mistral,8.01,175.354
raptor_2l,Who was the main performer at this year's halftime show?,Coldplay, Coldplay was the main performer at the Super Bowl 50 halftime show.,0.7873,False,7.851,1586.163,1594.013,,squad,mistral,8.01,175.354
hcpc_v2,Which network broadcasted the 50th Super Bowl game? ,CBS, The 50th Super Bowl game was televised by CBS.,0.8375,False,35.921,1126.342,1162.263,,squad,mistral,8.01,175.354
