source_folder,relative_path,size_bytes,sha256,exclusion_reason
moved_from_repo,scripts/kaggle_phase7.py,11698,8bcbf84652f1932a673078bb65f818b70a04f28c7b5d16fe9d3174dd2c7b5579,personal author identity in publication copy
moved_from_repo,scripts/kaggle_session1_background.sh,1179,d5829e7681ed5cf3836132b344cb5f05d20df5909cebbd071989411486f4843b,personal author identity in publication copy
moved_from_repo,scripts/kaggle_session1_fresh.sh,4833,08070be61153444139b53c349d118d854a2e83cf2c5750c766fe44cd580d16ac,personal author identity in publication copy
moved_from_repo,scripts/push_to_hf_datasets.py,8180,3653af7430d5768e4dc67abb47aafc7f910719c48c1b403ebfae3f0a9bbbb546,personal author identity in publication copy
moved_from_repo,submission/paper_metadata.yml,3318,ce3dcecd896c324260f51249ae366cc3c2389c0a42a33629a48af6b6652254d4,personal author identity in publication copy
rag-hallucination-detection_main,.DS_Store,26628,edc0811435bd4066def63867e0f8c1901d006a68df04fd836a98a05d59e51d11,operating-system metadata
rag-hallucination-detection_main,.git/COMMIT_EDITMSG,37,30a463e22a33a234975fe92a980d68220d3d8b78d4495472fde27efe119ce3c2,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/FETCH_HEAD,120,2f5305e556a43316fa3c96172acf9aef98293ac3593f805d6dcf3c1f89dafaaf,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/HEAD,21,28d25bf82af4c0e2b72f50959b2beb859e3e60b9630a5e8c603dad4ddb2b6e80,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/ORIG_HEAD,41,e0672ea4d8526b007a805c6d86db294c9a8e35181abd21e02f2325a26e5e089c,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/config,457,52dc4f33da575e4610fa1dc061dfdf22c56656c9753445922ec5e14c96c3d183,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/description,73,85ab6c163d43a17ea9cf7788308bca1466f1b0a8d1cc92e26e9bf63da4062aee,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/applypatch-msg.sample,478,0223497a0b8b033aa58a3a521b8629869386cf7ab0e2f101963d328aa62193f7,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/commit-msg.sample,896,1f74d5e9292979b573ebd59741d46cb93ff391acdd083d340b94370753d92437,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/fsmonitor-watchman.sample,4726,e0549964e93897b519bd8e333c037e51fff0f88ba13e086a331592bf801fa1d0,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/post-update.sample,189,81765af2daef323061dcbc5e61fc16481cb74b3bac9ad8a174b186523586f6c5,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/pre-applypatch.sample,424,e15c5b469ea3e0a695bea6f2c82bcf8e62821074939ddd85b77e0007ff165475,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/pre-commit.sample,1649,57185b7b9f05239d7ab52db045f5b89eb31348d7b2177eab214f5eb872e1971b,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/pre-merge-commit.sample,416,d3825a70337940ebbd0a5c072984e13245920cdf8898bd225c8d27a6dfc9cb53,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/pre-push.sample,1374,ecce9c7e04d3f5dd9d8ada81753dd1d549a9634b26770042b58dda00217d086a,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/pre-rebase.sample,4898,4febce867790052338076f4e66cc47efb14879d18097d1d61c8261859eaaa7b3,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/pre-receive.sample,544,a4c3d2b9c7bb3fd8d1441c31bd4ee71a595d66b44fcf49ddb310252320169989,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/prepare-commit-msg.sample,1492,e9ddcaa4189fddd25ed97fc8c789eca7b6ca16390b2392ae3276f0c8e1aa4619,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/push-to-checkout.sample,2783,a53d0741798b287c6dd7afa64aee473f305e65d3f49463bb9d7408ec3b12bf5f,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/sendemail-validate.sample,2308,44ebfc923dc5466bc009602f0ecf067b9c65459abfe8868ddc49b78e6ced7a92,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/hooks/update.sample,3650,8d5f2fa83e103cf08b57eaa67521df9194f45cbdbcb37da52ad586097a14d106,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/index,22783,beff857295abf40c12f2a20409bd3e7f90aafa17b8dbc9954ab6c34d1d832112,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/info/exclude,240,6671fe83b7a07c8932ee89164d1f2793b2318058eb8b98dc5c06ee0a5a3b0ec1,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/info/refs,260,a61e43056097e3a2b9ce3183204fc8584ba145798474bab786bda99d939a7e63,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/logs/HEAD,534,6be308f94e0e127a5c6d298a0be50e74828359beb5dbfbb3c9ddbf8a4eb2bdcc,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/logs/refs/heads/main,364,c55f655841d6ab715319a02fa1ce148b036acdb6677c00f923a56137be2a4eaa,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/logs/refs/remotes/origin/HEAD,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/logs/refs/remotes/origin/main,312,158a3389d069f5175570a16871e0ce910b3361cb99df82c66fe555d3992f5d35,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/05/5807719b2e94b3a85742fa8537055e74032af1,50,323b4ebd3d92bddcf1e6ed07cb70548bc85f3b682ba181931bb6c4aa53a39863,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/09/483789e1485a2382ac4134cd2bd290be46b0ba,828,ca00f00a3b5ba95a10035a11b91e3f8b2673d8d891d5d8bade82f331714795f2,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/25/057a74f2b55cfc5687c95a773cb4b7a1461a44,849,4f36343f3b50a99e18bb755a476bc95df00fb9b26ab6b5920d08432b0066f83d,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/2a/91086779552b7f3db0191abbb6d4d5a8612066,630,0700047f14de251383d655e040a10565e5a4bc8f78890fd4ed53b8624c2a02c9,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/42/b5a683671695b668d22ee87b5ea1f05d80161c,755,484f6b026f0b70dbc45892ecf19c6192f6778b8e409d5d3adf99261f8eb3e545,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/59/e94a5418a296acda1892e9165fd43096292f58,187,b3c9990fb7ca891f92d93aa4ec942c7ed26bb2e4578f77a2f59e5c4bdb91bea0,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/95/625151f00bdd2d0c88bb71503ad1ff4cd2343f,63,00896f988cbb5011b05e906826357e9475509f9add49049b1ac5c59bbaa0e7fd,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/f4/e07d496353e77874c592c10dae5a1bcf9b7052,117,225c249ab404f441b1cc39d6425fa4a9049384260e866457657d1c7b02cdd6e2,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/info/commit-graph,1352,d8139967e4419a0d8283dd7521f3ad8e186beab41305aa8387789b288e6c2813,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/info/packs,54,adb8bb3b002dd63a6bacd95d434ce3481b5370b62fb6df83d9fafca0db558fc4,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/pack/pack-9bf379cb20c346ce18583f835c022ab4630afa7c.idx,47076,733f6629b2bb87dbcfef1451ca43aace11fa7b027598c0101167cd041319a0e0,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/pack/pack-9bf379cb20c346ce18583f835c022ab4630afa7c.pack,47723955,ef6017edd0b0e5d2f1714a45fd4bf72d6d4927a47215774aaff110911e299b74,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/pack/pack-9bf379cb20c346ce18583f835c022ab4630afa7c.rev,6624,91e8e12e820304f2bf344f4d9cf7d831a4d89bda0ae846a16f2847051d6b85f1,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/pack/pack-f1013b1f413e66764f92b441586dad21ad842ca5.idx,1640780,eabee32b5f8e2ba14d0c37ce5cec243fd9df556c93e974d291069685bbacd99c,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/pack/pack-f1013b1f413e66764f92b441586dad21ad842ca5.pack,386115565,a7322016dd817944a0b6608ddd7c00832865dec0b18912c2328afa7112257516,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/objects/pack/pack-f1013b1f413e66764f92b441586dad21ad842ca5.rev,234296,3723f7284ffe1c1b38af605fc3fcb3c259e57baff8b14dfb48c3d258a5608a65,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/packed-refs,240,6a4aae5534542f5109b78669cf8e7522494d21ab757e6765d869211c73a06050,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/refs/heads/main,41,549a1b0bc0713c87b108dd592bf477ac1fd09f1e2d088d899bd88706d615f9d4,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/refs/remotes/origin/HEAD,30,2bb6a24aa0fc6c484100f5d51a29bbad841cd2c755f5d93faa204e5dbb4eb2b4,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,.git/refs/remotes/origin/main,41,549a1b0bc0713c87b108dd592bf477ac1fd09f1e2d088d899bd88706d615f9d4,nested Git metadata; textual provenance exported separately
rag-hallucination-detection_main,Controlled_RAG___Saket/.DS_Store,6148,ae33f2b882ae4eab445731de80d7e3e4b267204fe53ccf4a952d8c860bb172f7,operating-system metadata
rag-hallucination-detection_main,Controlled_RAG___Saket/neurips_2026.log,33964,164615d956a34055ce3d2df14684bf7910d1040cedbea4229f444907647264ee,absolute home path contains a personal identifier
