logical_relative_path,snapshot_count,distinct_hashes,versions
results/ablation_chunk256_k5_cot.csv,3,1,cleanup_prior_reviewer_snapshot:5fde216f5d66:6329:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk256_k5_cot.csv;cleanup_root_before:5fde216f5d66:6329:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk256_k5_cot.csv;cleanup_nested_reviewer_artifact:5fde216f5d66:6329:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk256_k5_cot.csv
results/ablation_chunk256_k5_cot_scores.csv,3,1,cleanup_prior_reviewer_snapshot:0482a8cbb119:103:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk256_k5_cot_scores.csv;cleanup_root_before:0482a8cbb119:103:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk256_k5_cot_scores.csv;cleanup_nested_reviewer_artifact:0482a8cbb119:103:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk256_k5_cot_scores.csv
results/ablation_chunk256_k5_strict.csv,3,1,cleanup_prior_reviewer_snapshot:8f59d6cf0d4f:6447:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk256_k5_strict.csv;cleanup_root_before:8f59d6cf0d4f:6447:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk256_k5_strict.csv;cleanup_nested_reviewer_artifact:8f59d6cf0d4f:6447:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk256_k5_strict.csv
results/ablation_chunk256_k5_strict_scores.csv,3,1,cleanup_prior_reviewer_snapshot:d29717892cc4:106:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk256_k5_strict_scores.csv;cleanup_root_before:d29717892cc4:106:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk256_k5_strict_scores.csv;cleanup_nested_reviewer_artifact:d29717892cc4:106:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk256_k5_strict_scores.csv
results/ablation_chunk512_k3_cot.csv,3,1,cleanup_prior_reviewer_snapshot:664f4e949727:5141:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k3_cot.csv;cleanup_root_before:664f4e949727:5141:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k3_cot.csv;cleanup_nested_reviewer_artifact:664f4e949727:5141:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k3_cot.csv
results/ablation_chunk512_k3_cot_scores.csv,3,1,cleanup_prior_reviewer_snapshot:3a5773e593db:103:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k3_cot_scores.csv;cleanup_root_before:3a5773e593db:103:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k3_cot_scores.csv;cleanup_nested_reviewer_artifact:3a5773e593db:103:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k3_cot_scores.csv
results/ablation_chunk512_k3_strict.csv,3,1,cleanup_prior_reviewer_snapshot:16b4afbb4a71:5170:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k3_strict.csv;cleanup_root_before:16b4afbb4a71:5170:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k3_strict.csv;cleanup_nested_reviewer_artifact:16b4afbb4a71:5170:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k3_strict.csv
results/ablation_chunk512_k3_strict_scores.csv,3,1,cleanup_prior_reviewer_snapshot:628a1e91d51c:106:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k3_strict_scores.csv;cleanup_root_before:628a1e91d51c:106:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k3_strict_scores.csv;cleanup_nested_reviewer_artifact:628a1e91d51c:106:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k3_strict_scores.csv
results/ablation_chunk512_k5_cot.csv,3,1,cleanup_prior_reviewer_snapshot:8b5b37f0552d:4982:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k5_cot.csv;cleanup_root_before:8b5b37f0552d:4982:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k5_cot.csv;cleanup_nested_reviewer_artifact:8b5b37f0552d:4982:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k5_cot.csv
results/ablation_chunk512_k5_cot_scores.csv,3,1,cleanup_prior_reviewer_snapshot:3b2765a5f789:106:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k5_cot_scores.csv;cleanup_root_before:3b2765a5f789:106:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k5_cot_scores.csv;cleanup_nested_reviewer_artifact:3b2765a5f789:106:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k5_cot_scores.csv
results/ablation_chunk512_k5_strict.csv,3,1,cleanup_prior_reviewer_snapshot:920fff399240:5053:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k5_strict.csv;cleanup_root_before:920fff399240:5053:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k5_strict.csv;cleanup_nested_reviewer_artifact:920fff399240:5053:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k5_strict.csv
results/ablation_chunk512_k5_strict_scores.csv,3,1,cleanup_prior_reviewer_snapshot:b292e258204e:109:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_chunk512_k5_strict_scores.csv;cleanup_root_before:b292e258204e:109:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_chunk512_k5_strict_scores.csv;cleanup_nested_reviewer_artifact:b292e258204e:109:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_chunk512_k5_strict_scores.csv
results/ablation_summary.csv,3,1,cleanup_prior_reviewer_snapshot:598ad95a7abe:407:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_summary.csv;cleanup_root_before:598ad95a7abe:407:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_summary.csv;cleanup_nested_reviewer_artifact:598ad95a7abe:407:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_summary.csv
results/ablation_summary.json,3,1,cleanup_prior_reviewer_snapshot:2ba7b32942f8:1974:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ablation_summary.json;cleanup_root_before:2ba7b32942f8:1974:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ablation_summary.json;cleanup_nested_reviewer_artifact:2ba7b32942f8:1974:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ablation_summary.json
results/adaptive/adaptive_vs_fixed_comparison.csv,3,1,cleanup_prior_reviewer_snapshot:80c7067a485f:1457:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/adaptive_vs_fixed_comparison.csv;cleanup_root_before:80c7067a485f:1457:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/adaptive_vs_fixed_comparison.csv;cleanup_nested_reviewer_artifact:80c7067a485f:1457:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/adaptive_vs_fixed_comparison.csv
results/adaptive/pubmedqa_dynamic.csv,3,1,cleanup_prior_reviewer_snapshot:6b819d975c7f:27626:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/pubmedqa_dynamic.csv;cleanup_root_before:6b819d975c7f:27626:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/pubmedqa_dynamic.csv;cleanup_nested_reviewer_artifact:6b819d975c7f:27626:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/pubmedqa_dynamic.csv
results/adaptive/pubmedqa_fixed_1024.csv,3,1,cleanup_prior_reviewer_snapshot:747d6bc93323:27968:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/pubmedqa_fixed_1024.csv;cleanup_root_before:747d6bc93323:27968:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/pubmedqa_fixed_1024.csv;cleanup_nested_reviewer_artifact:747d6bc93323:27968:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/pubmedqa_fixed_1024.csv
results/adaptive/pubmedqa_fixed_256.csv,3,1,cleanup_prior_reviewer_snapshot:f3094eee555d:23361:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/pubmedqa_fixed_256.csv;cleanup_root_before:f3094eee555d:23361:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/pubmedqa_fixed_256.csv;cleanup_nested_reviewer_artifact:f3094eee555d:23361:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/pubmedqa_fixed_256.csv
results/adaptive/pubmedqa_fixed_512.csv,3,1,cleanup_prior_reviewer_snapshot:53d5bf99c52d:27867:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/pubmedqa_fixed_512.csv;cleanup_root_before:53d5bf99c52d:27867:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/pubmedqa_fixed_512.csv;cleanup_nested_reviewer_artifact:53d5bf99c52d:27867:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/pubmedqa_fixed_512.csv
results/adaptive/pubmedqa_semantic_loose.csv,3,1,cleanup_prior_reviewer_snapshot:bcb5ea80b63c:28998:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/pubmedqa_semantic_loose.csv;cleanup_root_before:bcb5ea80b63c:28998:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/pubmedqa_semantic_loose.csv;cleanup_nested_reviewer_artifact:bcb5ea80b63c:28998:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/pubmedqa_semantic_loose.csv
results/adaptive/pubmedqa_semantic_tight.csv,3,1,cleanup_prior_reviewer_snapshot:937b78e9f1ea:27173:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/pubmedqa_semantic_tight.csv;cleanup_root_before:937b78e9f1ea:27173:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/pubmedqa_semantic_tight.csv;cleanup_nested_reviewer_artifact:937b78e9f1ea:27173:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/pubmedqa_semantic_tight.csv
results/adaptive/squad_dynamic.csv,3,1,cleanup_prior_reviewer_snapshot:9dc7aa44995e:7856:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/squad_dynamic.csv;cleanup_root_before:9dc7aa44995e:7856:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/squad_dynamic.csv;cleanup_nested_reviewer_artifact:9dc7aa44995e:7856:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/squad_dynamic.csv
results/adaptive/squad_fixed_1024.csv,3,1,cleanup_prior_reviewer_snapshot:5e40c50caffc:7661:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/squad_fixed_1024.csv;cleanup_root_before:5e40c50caffc:7661:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/squad_fixed_1024.csv;cleanup_nested_reviewer_artifact:5e40c50caffc:7661:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/squad_fixed_1024.csv
results/adaptive/squad_fixed_256.csv,3,1,cleanup_prior_reviewer_snapshot:50c7cf3a6be9:10969:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/squad_fixed_256.csv;cleanup_root_before:50c7cf3a6be9:10969:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/squad_fixed_256.csv;cleanup_nested_reviewer_artifact:50c7cf3a6be9:10969:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/squad_fixed_256.csv
results/adaptive/squad_fixed_512.csv,3,1,cleanup_prior_reviewer_snapshot:1f813c54741b:7684:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/squad_fixed_512.csv;cleanup_root_before:1f813c54741b:7684:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/squad_fixed_512.csv;cleanup_nested_reviewer_artifact:1f813c54741b:7684:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/squad_fixed_512.csv
results/adaptive/squad_semantic_loose.csv,3,1,cleanup_prior_reviewer_snapshot:644ee92416c7:7289:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/squad_semantic_loose.csv;cleanup_root_before:644ee92416c7:7289:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/squad_semantic_loose.csv;cleanup_nested_reviewer_artifact:644ee92416c7:7289:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/squad_semantic_loose.csv
results/adaptive/squad_semantic_tight.csv,3,1,cleanup_prior_reviewer_snapshot:a437cbcfd90d:7671:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/squad_semantic_tight.csv;cleanup_root_before:a437cbcfd90d:7671:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/squad_semantic_tight.csv;cleanup_nested_reviewer_artifact:a437cbcfd90d:7671:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/squad_semantic_tight.csv
results/adaptive/summary.csv,3,1,cleanup_prior_reviewer_snapshot:9cf11e12b6fd:1457:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/summary.csv;cleanup_root_before:9cf11e12b6fd:1457:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/summary.csv;cleanup_nested_reviewer_artifact:9cf11e12b6fd:1457:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/summary.csv
results/adaptive/summary.json,3,1,cleanup_prior_reviewer_snapshot:ef33f068551f:5091:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/adaptive/summary.json;cleanup_root_before:ef33f068551f:5091:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/adaptive/summary.json;cleanup_nested_reviewer_artifact:ef33f068551f:5091:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/adaptive/summary.json
results/all_results_summary.csv,3,1,cleanup_prior_reviewer_snapshot:3467621b0233:2935:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/all_results_summary.csv;cleanup_root_before:3467621b0233:2935:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/all_results_summary.csv;cleanup_nested_reviewer_artifact:3467621b0233:2935:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/all_results_summary.csv
results/all_results_summary.md,3,1,cleanup_prior_reviewer_snapshot:13a0259b2392:7960:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/all_results_summary.md;cleanup_root_before:13a0259b2392:7960:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/all_results_summary.md;cleanup_nested_reviewer_artifact:13a0259b2392:7960:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/all_results_summary.md
results/ccs_calibration/quintile_table.csv,3,1,cleanup_prior_reviewer_snapshot:2f3c7e3e655a:189:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/ccs_calibration/quintile_table.csv;cleanup_root_before:2f3c7e3e655a:189:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/ccs_calibration/quintile_table.csv;cleanup_nested_reviewer_artifact:2f3c7e3e655a:189:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/ccs_calibration/quintile_table.csv
results/coherence_analysis/condition_summary.csv,3,1,cleanup_prior_reviewer_snapshot:b284bf977db8:500:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/coherence_analysis/condition_summary.csv;cleanup_root_before:b284bf977db8:500:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/coherence_analysis/condition_summary.csv;cleanup_nested_reviewer_artifact:b284bf977db8:500:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/coherence_analysis/condition_summary.csv
results/coherence_analysis/correlations.csv,3,1,cleanup_prior_reviewer_snapshot:abf1c788151a:1399:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/coherence_analysis/correlations.csv;cleanup_root_before:abf1c788151a:1399:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/coherence_analysis/correlations.csv;cleanup_nested_reviewer_artifact:abf1c788151a:1399:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/coherence_analysis/correlations.csv
results/coherence_analysis/summary.md,3,1,cleanup_prior_reviewer_snapshot:2a414afe9b4d:2581:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/coherence_analysis/summary.md;cleanup_root_before:2a414afe9b4d:2581:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/coherence_analysis/summary.md;cleanup_nested_reviewer_artifact:2a414afe9b4d:2581:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/coherence_analysis/summary.md
results/coherence_heatmap/example_metadata.json,3,1,cleanup_prior_reviewer_snapshot:1829afb91b29:382:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/coherence_heatmap/example_metadata.json;cleanup_root_before:1829afb91b29:382:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/coherence_heatmap/example_metadata.json;cleanup_nested_reviewer_artifact:1829afb91b29:382:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/coherence_heatmap/example_metadata.json
results/confidence_calibration/correlations.csv,3,1,cleanup_prior_reviewer_snapshot:a66413ffe0c8:168:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/confidence_calibration/correlations.csv;cleanup_root_before:a66413ffe0c8:168:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/confidence_calibration/correlations.csv;cleanup_nested_reviewer_artifact:a66413ffe0c8:168:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/confidence_calibration/correlations.csv
results/confidence_calibration/quintile_table.csv,3,1,cleanup_prior_reviewer_snapshot:1d450022f827:205:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/confidence_calibration/quintile_table.csv;cleanup_root_before:1d450022f827:205:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/confidence_calibration/quintile_table.csv;cleanup_nested_reviewer_artifact:1d450022f827:205:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/confidence_calibration/quintile_table.csv
results/confidence_calibration/summary.md,3,1,cleanup_prior_reviewer_snapshot:f2d33fabfe7f:1390:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/confidence_calibration/summary.md;cleanup_root_before:f2d33fabfe7f:1390:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/confidence_calibration/summary.md;cleanup_nested_reviewer_artifact:f2d33fabfe7f:1390:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/confidence_calibration/summary.md
results/crossencoder_sensitivity/completed_tuples.json,3,1,cleanup_prior_reviewer_snapshot:2c63b6873bce:315:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/crossencoder_sensitivity/completed_tuples.json;cleanup_root_before:2c63b6873bce:315:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/crossencoder_sensitivity/completed_tuples.json;cleanup_nested_reviewer_artifact:2c63b6873bce:315:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/crossencoder_sensitivity/completed_tuples.json
results/crossencoder_sensitivity/paradox_by_ce.csv,3,1,cleanup_prior_reviewer_snapshot:66193f33dc1e:514:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/crossencoder_sensitivity/paradox_by_ce.csv;cleanup_root_before:66193f33dc1e:514:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/crossencoder_sensitivity/paradox_by_ce.csv;cleanup_nested_reviewer_artifact:66193f33dc1e:514:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/crossencoder_sensitivity/paradox_by_ce.csv
results/crossencoder_sensitivity/summary.csv,3,1,cleanup_prior_reviewer_snapshot:09ae6f79a6d4:1480:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/crossencoder_sensitivity/summary.csv;cleanup_root_before:09ae6f79a6d4:1480:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/crossencoder_sensitivity/summary.csv;cleanup_nested_reviewer_artifact:09ae6f79a6d4:1480:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/crossencoder_sensitivity/summary.csv
results/crossencoder_sensitivity/summary.md,3,1,cleanup_prior_reviewer_snapshot:de3454cf7ad8:1049:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/crossencoder_sensitivity/summary.md;cleanup_root_before:de3454cf7ad8:1049:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/crossencoder_sensitivity/summary.md;cleanup_nested_reviewer_artifact:de3454cf7ad8:1049:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/crossencoder_sensitivity/summary.md
results/deployment_figure/deployment_table.md,3,1,cleanup_prior_reviewer_snapshot:97348edca522:1840:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/deployment_figure/deployment_table.md;cleanup_root_before:97348edca522:1840:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/deployment_figure/deployment_table.md;cleanup_nested_reviewer_artifact:97348edca522:1840:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/deployment_figure/deployment_table.md
results/deployment_figure/latency_vs_faith.png,3,1,cleanup_prior_reviewer_snapshot:0ede072fc916:104646:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/deployment_figure/latency_vs_faith.png;cleanup_root_before:0ede072fc916:104646:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/deployment_figure/latency_vs_faith.png;cleanup_nested_reviewer_artifact:0ede072fc916:104646:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/deployment_figure/latency_vs_faith.png
results/deployment_figure/pareto_summary.csv,3,1,cleanup_prior_reviewer_snapshot:9ea264c75153:881:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/deployment_figure/pareto_summary.csv;cleanup_root_before:9ea264c75153:881:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/deployment_figure/pareto_summary.csv;cleanup_nested_reviewer_artifact:9ea264c75153:881:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/deployment_figure/pareto_summary.csv
results/disentanglement/quartile_table.csv,3,1,cleanup_prior_reviewer_snapshot:69a5f43c221f:794:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/disentanglement/quartile_table.csv;cleanup_root_before:69a5f43c221f:794:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/disentanglement/quartile_table.csv;cleanup_nested_reviewer_artifact:69a5f43c221f:794:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/disentanglement/quartile_table.csv
results/embedding_clusters/projection_table.csv,3,1,cleanup_prior_reviewer_snapshot:9cbcad5669b0:34321:cleanup_20260506_final_code_artifact_cleanup/prior_reviewer_artifact_snapshot/results/embedding_clusters/projection_table.csv;cleanup_root_before:9cbcad5669b0:34321:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/results/embedding_clusters/projection_table.csv;cleanup_nested_reviewer_artifact:9cbcad5669b0:34321:cleanup_20260506_final_code_artifact_cleanup/root_before_cleanup/submission_package/neurips2026_reviewer_artifact_anonymous/results/embedding_clusters/projection_table.csv
