question,ground_truth,answer,condition,faithfulness_score,is_hallucination,mean_retrieval_similarity,refined,ccs,latency_s,dataset,model
Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,"Higher MCVs and AST/ALT ratios in ASH reflect the severity of underlying liver disease and do not differentiate NASH from ASH. Instead, these biomarkers might prove useful in guiding selection of patients for liver biopsy and in targeting therapy.","Yes. In the study, routine laboratory parameters proved helpful in distinguishing non‑alcoholic steatohepatitis (NASH) from alcoholic steatohepatitis (ASH). Specifically:

* An AST/ALT ratio > 1 was far more common in ASH (54 % vs. 21 % in NASH).  
* An elevated mean corpuscular volume (MCV) was seen in 53 % of ASH patients but in none of the NASH patients.  
* Multivariate analysis showed that MCV, the AST/ALT ratio, and sex were significant predictors of ASH, yielding an area under the ROC curve of 0.92.

Thus, routine lab markers such as MCV and the AST/ALT ratio (along with patient sex) are useful for differentiating NASH from ASH.",hcpc_v2,0.4392,True,0.4614,True,0.3454,7.45,pubmedqa,gpt-oss-120b
Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?,"No change occurred upon instituting simple, at-the-visit family history prompts geared to improve PCPs' ability to identify patients at high risk for 6 common conditions. The results are both surprising and disappointing. Further studies should examine physicians' perception of the utility of prompts for family history risk.","The study found that, although primary‑care physicians did respond to the electronic prompts in various ways (reviewing the family history in 53.5 % of visits, discussing it in 22.9 %, not addressing it in 22.3 %, and ordering tests/referrals in only 0.7 % of visits), the prompts did **not** lead to measurable improvements. There was no significant change in documentation of familial‑risk status on problem‑summary lists, nor was there an increase in screening or referral interventions for any of the six diseases examined. Thus, prompting primary‑care providers about increased patient risk based on family history did not work in this trial.",baseline,0.4503,True,0.5966,False,-1.0,4.8,pubmedqa,gpt-oss-120b
Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?,"No change occurred upon instituting simple, at-the-visit family history prompts geared to improve PCPs' ability to identify patients at high risk for 6 common conditions. The results are both surprising and disappointing. Further studies should examine physicians' perception of the utility of prompts for family history risk.","The study found that automated, at‑the‑visit prompts did change primary‑care physicians’ behavior, but the effect was modest.  

* Of the 695 visits in which a prompt was documented, physicians **reviewed the family‑history information in 53.5 % of visits** (372/695).  
* They **discussed the family history with the patient in an additional 22.9 % of visits** (159/695).  
* In 22.3 % of visits (155/695) the prompt was **not addressed**.  
* Only **0.7 % of visits** (5/695) resulted in the physician both reviewing the family history **and ordering tests or referrals**.

Thus, prompting led most physicians to at least look at or talk about the patient’s familial risk, but it rarely translated into concrete follow‑up actions such as ordering screening tests.",hcpc_v1,0.5599,False,0.5793,False,-1.0,4.05,pubmedqa,gpt-oss-120b
Prompting Primary Care Providers about Increased Patient Risk As a Result of Family History: Does It Work?,"No change occurred upon instituting simple, at-the-visit family history prompts geared to improve PCPs' ability to identify patients at high risk for 6 common conditions. The results are both surprising and disappointing. Further studies should examine physicians' perception of the utility of prompts for family history risk.","The study found that, although primary‑care physicians did respond to the electronic prompts in a variety of ways (reviewing the family history in 53.5 % of visits, discussing it in 22.9 %, not addressing it in 22.3 %, and ordering tests/referrals in only 0.7 %), the prompts did **not** lead to measurable improvements. There was no significant change in documentation of familial‑risk status on problem‑summary lists, nor any increase in screening or referral interventions for any of the six diseases examined. Thus, prompting primary‑care providers about increased patient risk based on family history did not work in this trial.",hcpc_v2,0.4603,True,0.5972,True,0.3458,6.89,pubmedqa,gpt-oss-120b
Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,"Yes. According to the study, emergency ultrasound (EUS) fellowship programs do affect emergency medicine residents’ ultrasound education. Residents at programs with EUS fellowships performed more ultrasound scans than those at programs without fellowships (P = .04) and showed significant differences in the range of bedside ultrasound applications and the barriers they faced (both P < .05).",baseline,0.6856,False,0.5411,False,-1.0,3.76,pubmedqa,gpt-oss-120b
Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,"Yes. The study found significant differences in most bedside ultrasound applications between residency programs that have emergency ultrasound fellowships and those that do not (P < .05), indicating that fellowship programs do impact emergency medicine residents’ ultrasound education.",hcpc_v1,0.5573,False,0.5521,False,-1.0,3.94,pubmedqa,gpt-oss-120b
Do emergency ultrasound fellowship programs impact emergency medicine residents' ultrasound education?,Emergency US fellowship programs had a positive impact on residents' US educational experiences. Emergency medicine residents performed more scans overall and also used bedside US for more advanced applications in programs with EUS fellowships.,"Yes. According to the study, emergency ultrasound (EUS) fellowship programs do impact emergency medicine residents’ ultrasound education. Residents in programs that have EUS fellowships reported performing more ultrasound scans than those in programs without fellowships (P = .04) and showed significant differences in the range of bedside ultrasound applications and the barriers they faced (both P < .05).",hcpc_v2,0.7139,False,0.5398,True,0.2159,4.62,pubmedqa,gpt-oss-120b
Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,Opioid PCT is a feasible and acceptable therapeutic method to reduce refractory breathlessness in palliative care patients.,"The study described in the provided context investigated intravenous opioid patient‑controlled therapy (PCT) as a novel way to treat refractory breathlessness in palliative‑care patients with advanced disease. In this pilot observational trial, 18 in‑patients (median age 57.5 years, 77.8 % female) used opioid PCT for up to three days. The results showed:

* A statistically significant reduction in self‑reported breathlessness on a numeric rating scale (baseline median 5 → Day 1 median 4, Day 2 median 4; both P < 0.01).  
* Physiological parameters (vital signs, Richmond Agitation‑Sedation Scale, Palliative Performance Scale) remained stable throughout the study period.  
* Daily morphine‑equivalent doses were modest (median ≈ 20 mg on Day 1, decreasing thereafter).  
* Patient acceptance was high; on Day 3, all 12 patients who responded confirmed that the PCT mode provided relief of breathlessness.

Thus, within the limits of this small pilot, intravenous opioid PCT appears to be an effective, feasible, and well‑accepted therapeutic concept for controlling breathlessness in palliative‑care patients.",baseline,0.523,False,0.5372,False,-1.0,7.14,pubmedqa,gpt-oss-120b
Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,Opioid PCT is a feasible and acceptable therapeutic method to reduce refractory breathlessness in palliative care patients.,"The pilot observational study described in the provided context investigated intravenous opioid patient‑controlled therapy (PCT) as a treatment for refractory breathlessness in patients with advanced disease. Eighteen in‑patients (median age 57.5 years, 77.8 % female) received opioid PCT, with a median morphine‑equivalent dose of 20.3 mg on Day 1 (range 5.0–49.6 mg) and 13.0 mg on Day 2. The study measured breathlessness using a self‑reported numeric rating scale and also examined feasibility and patient acceptance of the PCT approach. Although detailed efficacy outcomes are not given in the excerpt, the investigation itself indicates that intravenous opioid PCT is being evaluated as a new therapeutic concept for controlling breathlessness in palliative‑care patients.",hcpc_v1,0.4997,True,0.5627,False,-1.0,5.46,pubmedqa,gpt-oss-120b
Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?,Opioid PCT is a feasible and acceptable therapeutic method to reduce refractory breathlessness in palliative care patients.,"Yes. The study described a pilot observational trial that evaluated intravenous opioid patient‑controlled therapy (PCT) as a novel approach for managing refractory breathlessness in palliative‑care patients with advanced disease. The results suggest that opioid PCT can effectively reduce breathlessness, is feasible, and is well accepted by patients, indicating that it represents a new therapeutic concept for opioid administration in this setting.",hcpc_v2,0.4585,True,0.5367,True,0.4223,7.96,pubmedqa,gpt-oss-120b
Is there still a need for living-related liver transplantation in children?,"The short- and long-term outcomes after LRT and SLT did not differ significantly. To avoid the risk for the donor in LRT, SLT represents the first-line therapy in pediatric liver transplantation in countries where cadaveric organs are available. LRT provides a solution for urgent cases in which a cadaveric graft cannot be found in time or if the choice of the optimal time point for transplantation is vital.","The provided context notes that the combination of split‑liver transplantation (SLT) and living‑related liver transplantation (LRT) has eliminated deaths on the waiting list, which “raises the question whether living donor liver transplantation is still necessary.” However, the text does not give a definitive conclusion about the continued need for LRT in children. It only highlights that the issue is being questioned, without stating a final answer.",baseline,0.4618,True,0.4627,False,-1.0,8.14,pubmedqa,gpt-oss-120b
Is there still a need for living-related liver transplantation in children?,"The short- and long-term outcomes after LRT and SLT did not differ significantly. To avoid the risk for the donor in LRT, SLT represents the first-line therapy in pediatric liver transplantation in countries where cadaveric organs are available. LRT provides a solution for urgent cases in which a cadaveric graft cannot be found in time or if the choice of the optimal time point for transplantation is vital.","The context notes that the combination of split‑liver transplantation (SLT) and reduced‑size liver transplantation (LRT) has eliminated deaths on the waiting list, which “raises the question whether living donor liver transplantation is still necessary.” In other words, the need for living‑related liver transplantation in children is now being questioned because the newer approaches have removed waiting‑list mortality.",hcpc_v1,0.2914,True,0.4706,False,-1.0,2.67,pubmedqa,gpt-oss-120b
Is there still a need for living-related liver transplantation in children?,"The short- and long-term outcomes after LRT and SLT did not differ significantly. To avoid the risk for the donor in LRT, SLT represents the first-line therapy in pediatric liver transplantation in countries where cadaveric organs are available. LRT provides a solution for urgent cases in which a cadaveric graft cannot be found in time or if the choice of the optimal time point for transplantation is vital.","The provided context notes that the combination of split‑liver transplantation (SLT) and living‑related liver transplantation (LRT) has eliminated deaths on the waiting list, which “raises the question whether living donor liver transplantation is still necessary.” However, the text does not give a definitive conclusion about the continued need for LRT, especially in children. Therefore, based on the information given, a clear answer cannot be provided. 

**I cannot find this information in the provided context.**",hcpc_v2,0.4939,True,0.4627,True,0.3454,7.2,pubmedqa,gpt-oss-120b
Do patterns of knowledge and attitudes exist among unvaccinated seniors?,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,"Yes. The study identified four distinct patterns of knowledge and attitudes among unvaccinated seniors > 65 years old:

1. **Potentials** (45 %): Would receive the influenza vaccine to prevent disease.  
2. **Fearful Uninformeds** (9 %): Uncertain whether the influenza vaccine can cause illness.  
3. **Doubters** (27 %): Uncertain about the vaccine’s efficacy.  
4. **Misinformeds** (19 %): Believe the influenza vaccine causes illness.",baseline,0.5563,False,0.4733,False,-1.0,4.78,pubmedqa,gpt-oss-120b
Do patterns of knowledge and attitudes exist among unvaccinated seniors?,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,"Yes. The study identified distinct patterns of knowledge and attitudes among unvaccinated seniors, grouping them into four clusters: Potentials (45 %); Fearful Uninformeds (9 %); Doubters (27 %); and Misinformeds (19 %).",hcpc_v1,0.189,True,0.4895,False,-1.0,3.79,pubmedqa,gpt-oss-120b
Do patterns of knowledge and attitudes exist among unvaccinated seniors?,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,"Yes. The study identified four distinct patterns of knowledge and attitudes among unvaccinated seniors > 65 years old:

1. **Potentials** (45 %): Would receive the influenza vaccine to prevent disease.  
2. **Fearful Uninformeds** (9 %): Uncertain whether the influenza vaccine can cause illness.  
3. **Doubters** (27 %): Uncertain about the vaccine’s efficacy.  
4. **Misinformeds** (19 %): Believe the influenza vaccine causes illness.",hcpc_v2,0.5563,False,0.4733,True,0.344,7.28,pubmedqa,gpt-oss-120b
Is there a model to teach and practice retroperitoneoscopic nephrectomy?,RPN in a porcine model is feasible and could be very useful for teaching and practicing retroperitoneoscopy.,"Yes. The study developed a training model for retroperitoneoscopic nephrectomy using a porcine (piglet) model, in which fifteen piglets underwent standard retroperitoneoscopic nephrectomies to establish the procedure and an experimental learning curve.",baseline,0.6629,False,0.5035,False,-1.0,5.85,pubmedqa,gpt-oss-120b
Is there a model to teach and practice retroperitoneoscopic nephrectomy?,RPN in a porcine model is feasible and could be very useful for teaching and practicing retroperitoneoscopy.,Yes. The study developed a standard retroperitoneoscopic nephrectomy (RPN) training model using a porcine (piglet) model.,hcpc_v1,0.5062,False,0.5595,False,-1.0,2.06,pubmedqa,gpt-oss-120b
Is there a model to teach and practice retroperitoneoscopic nephrectomy?,RPN in a porcine model is feasible and could be very useful for teaching and practicing retroperitoneoscopy.,"Yes. The study developed a training model for retroperitoneoscopic nephrectomy using a porcine (piglet) model, performing standard retroperitoneoscopic nephrectomies with three ports to simulate the entire procedure.",hcpc_v2,0.6197,False,0.5031,True,0.2939,5.44,pubmedqa,gpt-oss-120b
Cardiovascular risk in a rural adult West African population: is resting heart rate also relevant?,Significant associations were observed between RHR and several established cardiovascular risk factors. Prospective studies are needed in sub-Saharan African populations to establish the potential value of RHR in cardiovascular risk assessment.,"Yes. In this rural Ghanaian adult population, an elevated resting heart rate (> 90 bpm) was found in 19 % of participants and was significantly associated with age, waist circumference, and blood pressure. Moreover, individuals with an elevated resting heart rate had almost twice the odds (OR 1.94, 95 % CI 1.15‑3.26, p = 0.013) of having casual high blood pressure, independent of other established cardiovascular‑disease risk factors. These findings indicate that resting heart rate is a relevant marker of cardiovascular risk in this setting.",baseline,0.5665,False,0.5505,False,-1.0,4.87,pubmedqa,gpt-oss-120b
Cardiovascular risk in a rural adult West African population: is resting heart rate also relevant?,Significant associations were observed between RHR and several established cardiovascular risk factors. Prospective studies are needed in sub-Saharan African populations to establish the potential value of RHR in cardiovascular risk assessment.,"Yes. In this rural Ghanaian adult population, an elevated resting heart rate (> 90 bpm) was found in 19 % of participants and was significantly associated with other cardiovascular risk factors such as older age, larger waist circumference, and higher blood pressure. This indicates that resting heart rate is a relevant marker of cardiovascular risk in this setting.",hcpc_v1,0.7341,False,0.5742,False,-1.0,4.83,pubmedqa,gpt-oss-120b
Cardiovascular risk in a rural adult West African population: is resting heart rate also relevant?,Significant associations were observed between RHR and several established cardiovascular risk factors. Prospective studies are needed in sub-Saharan African populations to establish the potential value of RHR in cardiovascular risk assessment.,"Yes. In this rural Ghanaian adult population, an elevated resting heart rate (> 90 bpm) was found in 19 % of participants and was significantly associated with age, waist circumference, and blood pressure. Moreover, individuals with an elevated resting heart rate had almost twice the odds (OR 1.94, 95 % CI 1.15‑3.26, p = 0.013) of having casual high blood pressure, even after adjusting for other established cardiovascular disease risk factors. These findings indicate that resting heart rate is a relevant marker of cardiovascular risk in this setting.",hcpc_v2,0.5777,False,0.5492,True,0.3774,5.2,pubmedqa,gpt-oss-120b
Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,"Based on the data presented in the study, the surge capacity and injury‑severity distribution of terrorism‑related multiple‑casualty incidents in Israel can indeed be predicted more accurately than the current “20 % of bed capacity” guideline suggests.

* **Typical casualty load:**  
  * The mean number of casualties arriving at a single hospital was **20.8 ± 13.3** (range 4–56, median 16.5).  
  * In **95 %** of the HMCI events the total casualty load was **≤ 52** patients.

* **Severity of injuries:**  
  * Of the 1,292 total casualties, **1,022 (79.2 %)** did **not** require immediate medical treatment, as determined by severity scores and ED discharge status.  
  * Consequently, only about **20 %** of casualties needed urgent care, which is roughly half of the “half of the casualties are expected to require immediate treatment” assumption underlying the current readiness guideline.

These findings indicate that the actual surge (average ≈ 21 patients, with an upper‑bound of ≈ 52 for 95 % of events) and the proportion of severely injured patients (≈ 20 %) can be forecasted from historical epidemiology. Therefore, the existing readiness guideline (20 % of bed capacity with 50 % of those needing immediate care) could be refined to reflect the observed lower severity distribution and more precise surge‑size expectations.",baseline,0.5278,False,0.557,False,-1.0,6.5,pubmedqa,gpt-oss-120b
Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,I cannot find this information in the provided context.,hcpc_v1,0.5531,False,0.5462,False,-1.0,4.5,pubmedqa,gpt-oss-120b
Israeli hospital preparedness for terrorism-related multiple casualty incidents: can the surge capacity and injury severity distribution be better predicted?,Hospital preparedness can be better defined by a fixed number of casualties rather than a percentile of its bed capacity. Only 20% of the arriving casualties will require immediate medical treatment. Implementation of this concept may improve the utilisation of national emergency health resources both in the preparation phase and on real time.,"The study’s own epidemiologic data suggest that surge‑capacity needs and injury‑severity patterns can indeed be forecast more accurately than by relying solely on the generic “20 % of beds” rule.

**Key points from the provided context**

| Metric | Finding |
|--------|----------|
| **Typical casualty load per HMCI** | Mean = 20.8 ± 13.3 (range 4–56; median 16.5) |
| **Upper‑bound of most incidents** | 95 % of HMCIs had ≤ 52 casualties |
| **Proportion requiring immediate treatment** | Only 20.8 % (≈ 270 of 1 292) needed immediate care; 79.2 % did **not** |
| **Guideline used for preparedness** | 20 % of each hospital’s bed capacity, with half of those beds expected to treat immediate‑care patients |

**Implications for prediction**

1. **Surge‑capacity sizing** – Because 95 % of incidents involve ≤ 52 casualties, hospitals can plan a “worst‑case” surge that comfortably fits within that ceiling rather than the broader 20 % bed‑",hcpc_v2,0.4554,True,0.5639,True,0.366,10.82,pubmedqa,gpt-oss-120b
Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,"Peak inspiratory pressure, PEEP, and ventilation index values could distinguish survivors from nonsurvivors by day 3. This may assist in early application of supportive nonconventional therapies in children with malignancy and ARDS.","Yes. In the retrospective study of 17 children with malignancy who developed ARDS, several early respiratory variables were found to predict mortality. By the third day of mechanical ventilation, peak inspiratory pressure, positive end‑expiratory pressure (PEEP), and the ventilation index already distinguished survivors from non‑survivors. Later, from about day 8 onward, measures of oxygenation efficiency—specifically the PaO₂/FiO₂ ratio and the alveolar‑arterial oxygen gradient (P(A‑a)O₂)—were significantly related to outcome.",baseline,0.6854,False,0.5796,False,-1.0,1.92,pubmedqa,gpt-oss-120b
Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,"Peak inspiratory pressure, PEEP, and ventilation index values could distinguish survivors from nonsurvivors by day 3. This may assist in early application of supportive nonconventional therapies in children with malignancy and ARDS.","The study was specifically designed to identify early respiratory predictors of mortality in children with hemato‑oncology malignancies who develop ARDS, indicating that outcome can potentially be predicted by assessing early respiratory variables.",hcpc_v1,0.9943,False,0.5889,False,-1.0,3.07,pubmedqa,gpt-oss-120b
Acute respiratory distress syndrome in children with malignancy--can we predict outcome?,"Peak inspiratory pressure, PEEP, and ventilation index values could distinguish survivors from nonsurvivors by day 3. This may assist in early application of supportive nonconventional therapies in children with malignancy and ARDS.","Yes. In the retrospective study of 17 children with malignancy who developed ARDS, several early respiratory variables were found to predict mortality:

* **By day 3 of mechanical ventilation** the **peak inspiratory pressure**, **positive end‑expiratory pressure (PEEP)**, and the **ventilation index** already distinguished survivors from non‑survivors.  

* **From day 8 onward**, measures of oxygenation efficiency—specifically the **PaO₂/FiO₂ ratio** and the **alveolar‑arterial oxygen gradient (P(A‑a)O₂)**—showed a significant relationship with outcome.

Thus, early changes in ventilatory pressures and the ventilation index, followed later by oxygenation indices, can be used to predict outcome in children with malignancy who develop ARDS.",hcpc_v2,0.6553,False,0.5813,True,0.4223,8.71,pubmedqa,gpt-oss-120b
Secondhand smoke risk in infants discharged from an NICU: potential for significant health disparities?,"The most disadvantaged families were least likely to have protective health behaviors in place to reduce SHSe and, consequently, are most at-risk for tobacco exposure and subsequent tobacco-related health disparities. Innovative SHSe interventions for this vulnerable population are sorely needed.","The study’s findings indicate that significant health disparities do exist in secondhand‑smoke exposure (SHSe) among infants discharged from the NICU:

* **Prevalence of household smoking:** 26 % of families with a high‑risk infant reported a smoker in the home.  
* **Socio‑economic disparity:** Only 27.8 % of families earning less than $25,000 per year had a total smoking ban (home + car), compared with almost 60 % of families with higher incomes (p < .01).  
* **Racial/ethnic disparity:** African‑American and Caucasian families were less likely to have a smoking ban than Hispanic families (p < .05).  
* **Mental‑health link:** Mothers who reported no household smoking ban were more depressed than those who did have a ban (p < .02).

These data suggest that infants from lower‑income households and from African‑American or Caucasian families are at greater risk of SHSe after NICU discharge, reflecting notable health disparities.",baseline,0.4184,True,0.513,False,-1.0,2.07,pubmedqa,gpt-oss-120b
Secondhand smoke risk in infants discharged from an NICU: potential for significant health disparities?,"The most disadvantaged families were least likely to have protective health behaviors in place to reduce SHSe and, consequently, are most at-risk for tobacco exposure and subsequent tobacco-related health disparities. Innovative SHSe interventions for this vulnerable population are sorely needed.","The data indicate that secondhand‑smoke exposure (SHSe) among infants discharged from the NICU is linked to socioeconomic disparities. Although only about one‑quarter (26 %) of families with a high‑risk infant reported a household smoker, families with lower incomes were far less likely to have comprehensive smoking bans. Only 27.8 % of families earning less than $25,000 per year reported a total ban on smoking in both the home and the car, compared with nearly 60 % of families with higher incomes (p < .01). This suggests that infants from lower‑income households are at greater risk of SHSe, highlighting a potential for significant health disparities in this vulnerable population.",hcpc_v1,0.4184,True,0.5185,False,-1.0,6.12,pubmedqa,gpt-oss-120b
Secondhand smoke risk in infants discharged from an NICU: potential for significant health disparities?,"The most disadvantaged families were least likely to have protective health behaviors in place to reduce SHSe and, consequently, are most at-risk for tobacco exposure and subsequent tobacco-related health disparities. Innovative SHSe interventions for this vulnerable population are sorely needed.","The study’s findings indicate that secondhand‑smoke exposure (SHSe) for high‑risk infants discharged from the NICU is linked to clear health‑disparity patterns:

* **Socio‑economic disparity:** 27.8 % of families earning less than $25,000 per year reported a total home‑and‑car smoking ban, compared with almost 60 % of families with higher incomes (p < .01). Thus, lower‑income families are far less likely to implement complete smoking bans.

* **Racial/ethnic disparity:** African‑American and Caucasian families were less likely to have a smoking ban than Hispanic families (p < .05).

* **Mental‑health disparity:** Mothers without a household smoking ban showed higher levels of depression than those with a ban (p < .02), suggesting that mental‑health status may also influence SHSe risk.

Together, these results suggest that infants discharged from the NICU face a higher risk of SHSe when they come from lower‑income, non‑Hispanic families and when caregivers experience depression, highlighting significant health‑disparity concerns.",hcpc_v2,0.4501,True,0.513,True,0.1215,6.09,pubmedqa,gpt-oss-120b
Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,"Currently available nomograms used to predict BCR accurately predict PCSM and other more clinically relevant endpoints. Moreover, not only do they significantly predict PCSM, but do so with generally greater accuracy than BCR.","Yes. According to the study, the postoperative nomograms that were originally developed to predict biochemical recurrence also predicted prostate‑cancer‑specific mortality (PCSM) in a statistically significant way, and they did so more accurately than they predicted BCR (they had higher c‑index values for PCSM than for BCR).",baseline,0.7253,False,0.6278,False,-1.0,7.57,pubmedqa,gpt-oss-120b
Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,"Currently available nomograms used to predict BCR accurately predict PCSM and other more clinically relevant endpoints. Moreover, not only do they significantly predict PCSM, but do so with generally greater accuracy than BCR.","Yes. According to the study, each of the postoperative nomograms was able to predict aggressive biochemical recurrence and prostate cancer‑specific mortality (PCSM) significantly, and they predicted PCSM more accurately than they predicted biochemical recurrence (they had higher c‑index values for PCSM).",hcpc_v1,0.5027,False,0.6251,False,-1.0,4.22,pubmedqa,gpt-oss-120b
Do nomograms designed to predict biochemical recurrence (BCR) do a better job of predicting more clinically relevant prostate cancer outcomes than BCR?,"Currently available nomograms used to predict BCR accurately predict PCSM and other more clinically relevant endpoints. Moreover, not only do they significantly predict PCSM, but do so with generally greater accuracy than BCR.","Yes. According to the study, the postoperative nomograms not only predicted biochemical recurrence (BCR) and aggressive BCR, but they predicted prostate‑cancer‑specific mortality (PCSM) even more accurately—evidenced by higher c‑index values for PCSM than for BCR.",hcpc_v2,0.5946,False,0.626,True,0.3448,5.72,pubmedqa,gpt-oss-120b
Are reports of mechanical dysfunction in chronic oro-facial pain related to somatisation?,"Self-reported mechanical factors associated with chronic oro-facial pain are confounded, in part, by psychological factors and are equally common across other frequently unexplained syndromes. They may represent another feature of somatisation. Therefore the use of extensive invasive therapy such as occlusal adjustments and surgery to change mechanical factors may not be justified in many cases.",Yes. The study found that the mechanical factors most strongly linked to chronic oro‑facial pain—teeth grinding and facial trauma—were also commonly associated with the reporting of other frequently unexplained syndromes. This suggests that reports of mechanical dysfunction in chronic oro‑facial pain are related to somatisation.,baseline,0.5422,False,0.585,False,-1.0,5.69,pubmedqa,gpt-oss-120b
Are reports of mechanical dysfunction in chronic oro-facial pain related to somatisation?,"Self-reported mechanical factors associated with chronic oro-facial pain are confounded, in part, by psychological factors and are equally common across other frequently unexplained syndromes. They may represent another feature of somatisation. Therefore the use of extensive invasive therapy such as occlusal adjustments and surgery to change mechanical factors may not be justified in many cases.","The study found that, after adjusting for psychological factors (which would include somatisation), only two mechanical factors—teeth grinding and facial trauma—remained independently associated with chronic oro‑facial pain. This indicates that the reports of mechanical dysfunction are not solely explained by somatisation.",hcpc_v1,0.437,True,0.6155,False,-1.0,5.03,pubmedqa,gpt-oss-120b
Are reports of mechanical dysfunction in chronic oro-facial pain related to somatisation?,"Self-reported mechanical factors associated with chronic oro-facial pain are confounded, in part, by psychological factors and are equally common across other frequently unexplained syndromes. They may represent another feature of somatisation. Therefore the use of extensive invasive therapy such as occlusal adjustments and surgery to change mechanical factors may not be justified in many cases.","Yes. The study found that the mechanical factors (teeth grinding and facial trauma) that were linked to chronic oro‑facial pain were also commonly associated with the reporting of other frequently unexplained syndromes, indicating that these reports of mechanical dysfunction are related to somatisation.",hcpc_v2,0.4429,True,0.5882,True,0.0699,4.7,pubmedqa,gpt-oss-120b
Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,"The information in the provided context indicates that amblyopia is **not necessarily permanent**. In the study of 465 patients with age‑related macular degeneration, nine of the twelve cases that showed improvement in the eye without macular disease had a history of amblyopia. Their amblyopic eyes improved by an average of **3.3 lines in distance acuity** and **1.9 lines in near acuity** over a 12‑month period, with the improvement occurring between 1 and 12 months after baseline and remaining stable thereafter. This demonstrates that visual loss due to amblyopia can improve over time.",baseline,0.4994,True,0.5044,False,-1.0,7.26,pubmedqa,gpt-oss-120b
Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,"The context notes that visual acuity improvements were observed in several cases, including some eyes with a history of amblyopia. This indicates that amblyopic visual loss is not always permanent.",hcpc_v1,0.4016,True,0.6298,False,-1.0,3.63,pubmedqa,gpt-oss-120b
Amblyopia: is visual loss permanent?,Older people with a history of amblyopia who develop visual loss in the previously normal eye can experience recovery of visual function in the amblyopic eye over a period of time. This recovery in visual function occurs in the wake of visual loss in the fellow eye and the improvement appears to be sustained.,"The information in the provided context indicates that visual loss due to amblyopia is **not necessarily permanent**. In the series of 465 patients with age‑related macular degeneration, nine eyes that had a history of amblyopia showed measurable improvements in visual acuity: on average, distance acuity improved by 3.3 lines and near acuity by 1.9 lines (logMAR) over a 12‑month period, with the gains remaining stable during follow‑up. This demonstrates that amblyopic eyes can regain visual function over time, at least under the conditions described.",hcpc_v2,0.5395,False,0.5044,True,0.6825,6.96,pubmedqa,gpt-oss-120b
Implementation of epidural analgesia for labor: is the standard of effective analgesia reachable in all women?,"Present audit shows that the process of implementation of labor analgesia was quick, successful and safe, notwithstanding the identification of one cluster of women with suboptimal response to epidural analgesia that need to be further studies, overall pregnant womens'adhesion to labor analgesia was satisfactory.",I cannot find this information in the provided context.,baseline,0.5531,False,0.5077,False,-1.0,5.81,pubmedqa,gpt-oss-120b
