dataset,query_index,question,ground_truth,faithfulness_score,is_hallucination,retrieval_latency_ms,generation_latency_ms,total_latency_ms,n_leaves_returned,n_summaries_returned
pubmedqa,53,Processing fluency effects: can the content and presentation of participant information sheets influence recruitment and participation for an antenatal intervention?,Font influenced pregnant women's ratings of intervention complexity.,0.5454,False,9.672,4618.856,4628.529,2,1
pubmedqa,54,Sternal fracture in growing children : A rare and often overlooked fracture?,Isolated sternal fractures in childhood are often due to typical age-related traumatic incidents. Ultrasonography is a useful diagnostic tool for fracture detection and radiography is the method of choice for visualization of the extent of the dislocation.,0.5036,False,8.579,1512.534,1521.113,2,1
pubmedqa,55,Is there a correlation between androgens and sexual desire in women?,"In the present study, FT and androstenedione were statistically significantly correlated with sexual desire in the total cohort of women. ADT-G did not correlate more strongly than circulating androgens with sexual desire and is therefore not superior to measuring circulating androgens by mass spectrometry.",0.6514,False,7.545,4828.717,4836.262,2,1
pubmedqa,56,Does immediate breast reconstruction compromise the delivery of adjuvant chemotherapy?,"We found no evidence that IBR compromised the delivery of adjuvant chemotherapy, although there was a significant incidence of implant infection.",0.5647,False,7.002,2158.641,2165.643,2,1
pubmedqa,57,Human papillomavirus and pterygium. Is the virus a risk factor?,The low presence of HPV DNA in pterygia does not support the hypothesis that HPV is involved in the development of pterygia in Denmark.,0.4279,True,7.422,4306.323,4313.745,2,1
pubmedqa,58,Can PRISM predict length of PICU stay?,"The ANN with its intrinsic ability to detect non-linear correlation, and to relate specific item patterns to LOS, outperformed linear statistics but was still disappointing in estimating individual LOS. It might be speculated that therapeutic intervention modulates the natural course of the disease thus counteracting both disease severity as initially scored by PRISM, and LOS. This being true, the inverse of the correlation between PRISM (or PRISM based LOS estimate) and LOS might be a candidate indicator of quality of care.",0.6793,False,7.598,3688.231,3695.829,2,1
pubmedqa,59,Can predilatation in transcatheter aortic valve implantation be omitted?,TAVI can be performed safely without balloon predilatation and with the same early results as achieved with the standard procedure including balloon predilatation. The reduction in the number of pacing periods required may be beneficial for the patient.,0.2128,True,7.99,3354.508,3362.498,2,1
pubmedqa,60,Autoerotic asphyxiation: secret pleasure--lethal outcome?,"Pediatricians should be alert to the earliest manifestations of AEA. Awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal AEA is strongly encouraged among all primary care professionals who may be able to interrupt the behavior.",0.7156,False,8.648,3412.95,3421.598,2,1
pubmedqa,61,Major depression and alcohol use disorder in adolescence: Does comorbidity lead to poorer outcomes of depression?,"The results of these analyses suggest that marginally higher rates of depression to age 35 amongst the comorbid MD/AUD group were explained by increased exposure to adverse childhood circumstances amongst members of the comorbid group. Adolescent MD/AUD comorbidity is likely to be a risk marker, rather than a causal factor in subsequent MD.",0.6217,False,7.087,5546.169,5553.256,2,1
pubmedqa,62,Cold preparation use in young children after FDA warnings: do concerns still exist?,"Despite current recommendations, cough and cold medicines are still used in children younger than 6 years of age. A significant portion of caregivers report that they are still unaware of public warnings, potential side effects, and interactions with other medications.",0.505,False,7.124,3106.477,3113.601,2,1
pubmedqa,63,Does a 4 diagram manual enable laypersons to operate the Laryngeal Mask Supreme®?,In manikin laypersons could insert LMAS in the correct direction after onsite instruction by a simple manual with a high success rate. This indicates some basic procedural understanding and intellectual transfer in principle. Operating errors (n = 91) were frequently not recognized and corrected (n = 77). Improvements in labeling and the quality of instructional photographs may reduce individual error and may optimize understanding.,0.5924,False,7.607,3772.152,3779.759,2,1
pubmedqa,64,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.",0.5028,False,13.222,2271.914,2285.136,2,1
pubmedqa,65,Should circumcision be performed in childhood?,"Incomplete separation between prepuce and glans penis is normal and common among new-borns, progressing until adolescence to spontaneous separation, at which time it is complete in the majority of boys. Accordingly to the criteria we have sustained for years and present study's findings, circumcision has few indications during childhood, as well as forced prepucial dilation.",0.5059,False,7.689,4393.384,4401.073,2,1
pubmedqa,66,Does a colonoscopy after acute diverticulitis affect its management?,"Our results suggest that colonoscopy does not affect the management of patients with acute diverticulitis nor alter the outcome. The current practice of a routine colonoscopy after acute diverticulitis, diagnosed by typical clinical symptoms and CT needs to be reevaluated.",0.3631,True,13.647,3704.428,3718.075,2,1
pubmedqa,67,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,"IADL disability is a useful addition to the diagnostic process in a memory clinic setting, indicating who is at higher risk of developing dementia at 1- and 2-year follow-up.",0.6724,False,10.635,3701.018,3711.653,2,1
pubmedqa,68,Does the Simultaneous Use of a Neuroendoscope Influence the Incidence of Ventriculoperitoneal Shunt Infection?,"In the present study, the use of an endoscope during VPS procedures did not increase the risk of surgical infection.",0.4398,True,7.298,4754.662,4761.96,2,1
pubmedqa,69,"Body perception: do parents, their children, and their children's physicians perceive body image differently?",Many children underestimated their degree of overweight. Their parents and even their attending physicians shared this misperception. This study demonstrates the need to further educate physicians to recognize obesity and overweight so that they can counsel children and their families.,0.5478,False,7.358,4307.878,4315.237,2,1
pubmedqa,70,Is a specialised training of phonological awareness indicated in every preschool child?,"A specialized training program to improve phonologic awareness as a basis for reading and writing in every kindergarten and preschool child seems to be unnecessary. However, children with temporary hearing deficits benefit from such a program. For all other children general perception training may be sufficient.",0.3494,True,8.271,4785.403,4793.673,2,1
pubmedqa,71,Is there any relationship between streptococcal infection and multiple sclerosis?,"These findings indicate that a relationship between multiple sclerosis and streptococcal infections may exist, but to acquire a better understanding of the role of group A streptococci in the pathogenesis of multiple sclerosis, more studies with animal models are necessary.",0.6608,False,8.057,3413.358,3421.415,2,1
pubmedqa,72,Is the combination with 2-methoxyestradiol able to reduce the dosages of chemotherapeutices in the treatment of human ovarian cancer?,2ME is able to enhance the antiproliferative activity of certain chemotherapeutics at pharmacological relevant concentrations. This estradiol metabolite is currently in a phase II trial in patients with refractary metastatic breast cancer and the tolerability has been shown to be very good. The combination of 2ME with chemotherapeutics may therefore offer a new clinically relevant treatment regimen for hormone-dependent cancer.,0.6356,False,11.978,4119.534,4131.512,2,1
pubmedqa,73,Assessing joint line positions by means of the contralateral knee: a new approach for planning knee revision surgery?,"As a new assessment method, we have suggested to assess the JL by means of radiographs of the contralateral knee. The most precise parameter was found to be the distance between the fibular head and the JL. The level of arthritis, age, gender, visibility of the landmarks, and misalignment did not influence measurement accuracy. This parameter is the first tibia-related landmark for assessing the JL, which advantageously corresponds to the tibia-first technique in revision surgery.",0.5545,False,7.541,1794.495,1802.036,2,1
pubmedqa,74,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,"Patients who received a metal-backed Onlay tibial component obtained better postoperative mechanical alignment compared to those who received all-polyethylene Inlay prostheses. The thicker overall construct of Onlay prostheses appears to be an important determinant of postoperative alignment. Considering their higher survivorship rates and improved postoperative mechanical alignment, Onlay prostheses should be the first option when performing medial UKR.",0.498,True,7.905,3585.348,3593.253,2,1
pubmedqa,75,Is tumour expression of VEGF associated with venous invasion and survival in pT3 renal cell carcinoma?,"Progression of a pT3 tumour into the renal vein and vena cava is not associated with increased tumour expression of VEGF. However, VEGF is an independent prognostic factor in this group of poor prognosis renal tumours.",0.6891,False,9.823,3561.585,3571.409,2,1
pubmedqa,76,Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,"Alcohol and drug use are important contributory factors to injury and poisoning deaths. More research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self-destructive behaviour.",0.463,True,7.006,3071.424,3078.43,2,1
pubmedqa,77,Continuation of pregnancy after antenatal corticosteroid administration: opportunity for rescue?,"Rescue AC may apply to only 18% of cases, and we identified subsets of more likely candidates.",0.5622,False,10.772,5651.339,5662.111,2,1
pubmedqa,78,Does either obesity or OSA severity influence the response of autotitrating CPAP machines in very obese subjects?,"In this population, neither BMI nor neck circumference nor waist circumference is predictive of autoCPAP pressure. Therefore, the previously derived algorithm does not adequately predict the fixed CPAP pressure for subsequent clinical use in these obese individuals. In addition, some subjects without OSA generated high autoCPAP pressures, and thus, the correlation between OSA severity and autoCPAP pressure was only moderate.",0.5757,False,7.856,5500.747,5508.604,2,1
pubmedqa,79,Does the clinical presentation of a prior preterm birth predict risk in a subsequent pregnancy?,Patients with a history of ACD are at an increased risk of having recurrent preterm birth and cervical shortening in a subsequent pregnancy compared with women with prior preterm birth associated PPROM or PTL.,0.8031,False,9.249,3700.741,3709.99,2,1
pubmedqa,80,Is the Distance Worth It?,"Our results indicate that when controlled for patient, tumor, and hospital factors, patients who traveled a long distance to a high-volume center had improved lymph node yield, neoadjuvant chemoradiation receipt, and 30- and 90-day mortality compared with those who traveled a short distance to a low-volume center. They also had improved 5-year survival. See Video Abstract at http://links.lww.com/DCR/A446.",0.4336,True,6.955,6798.456,6805.411,2,1
pubmedqa,81,Aripiprazole: a new risk factor for pathological gambling?,Adverse drug reactions were confronted with other already published case reports. Dopamine partial agonist mechanism of aripiprazole could explain the occurrence of pathological gambling.,0.5025,False,8.038,3893.711,3901.748,2,1
pubmedqa,82,Immune suppression by lysosomotropic amines and cyclosporine on T-cell responses to minor and major histocompatibility antigens: does synergy exist?,Lysosomotropic amines in combination with cyclosporine appear to be synergistic in the suppression of T-cell proliferation to MiHC and MHC. Use of chloroquine in combination with cyclosporine may result in improved control of GVHD.,0.7154,False,8.263,4033.18,4041.444,2,1
pubmedqa,83,Does induction chemotherapy have a role in the management of nasopharyngeal carcinoma?,"While not providing conclusive evidence, this single institution experience suggests that neoadjuvant chemotherapy for Stage IV NPC patients improves both survival and disease control. Recurrence within the irradiated volume was the most prevalent mode of failure and future studies will evaluate regimens to enhance local regional control.",0.5108,False,8.958,4605.535,4614.492,2,1
pubmedqa,84,Treatment of contralateral hydrocele in neonatal testicular torsion: Is less more?,We have demonstrated that approaching a contralateral hydrocele in cases of neonatal testicular torsion solely through a scrotal incision is safe and effective. Inguinal exploration was not performed in our study and our long-term results demonstrate that such an approach would have brought no additional benefit. In avoiding an inguinal approach we did not subject our patients to unnecessary risk of testicular or vasal injury. Contralateral hydrocele is commonly seen in cases of neonatal testicular torsion. In our experience this is a condition of minimal clinical significance and does not warrant formal inguinal exploration for treatment. This conservative management strategy minimizes the potential of contralateral spermatic cord injury in the neonate. The aims of the study were met.,0.3835,True,8.214,4040.419,4048.633,2,1
pubmedqa,85,"Are normally sighted, visually impaired, and blind pedestrians accurate and reliable at making street crossing decisions?","Our data suggested that visually impaired pedestrians can make accurate and reliable street crossing decisions like those of normally sighted pedestrians. When using auditory information only, all subjects significantly overestimated the vehicular gap time. Our finding that blind pedestrians performed significantly worse than either the normally sighted or visually impaired subjects under the hearing only condition suggested that they may benefit from training to improve their detection ability and/or interpretation of vehicular gap times.",0.5276,False,10.362,3184.35,3194.712,2,1
pubmedqa,86,Is it Crohn's disease?,"Granulomatous myelotoxicity and enteritis developed in a 21 year old female within 3 weeks of initiating sulfasalazine for rheumatoid arthritis. Following a short course of corticosteroids, the patient had resolution of her cholestatic hepatitis, rash, eosinophilia, and gastrointestinal symptoms with no residual manifestations at 7 months follow-up. Although severe reactions to sulfasalazine are rare and unpredictable, practicing physicians should be aware of unusual clinical presentations of toxicity when prescribing sulfasalazine.",0.622,False,8.224,3518.869,3527.093,2,1
pubmedqa,87,Is Chaalia/Pan Masala harmful for health?,"The frequency of habits of Chaalia and Pan Masala chewing, by school children in lower socio-economic areas is extremely high. The probable reasons for this high frequency are taste, the widespread use of these substances by family members and friends, low cost and easy availability.",0.6951,False,8.996,2044.932,2053.929,2,1
pubmedqa,88,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,"Cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. Larger studies, using more responsive outcome measures, are however necessary to prove this effect.",0.7432,False,10.465,4364.977,4375.443,2,1
pubmedqa,89,Detailed analysis of sputum and systemic inflammation in asthma phenotypes: are paucigranulocytic asthmatics really non-inflammatory?,"This study demonstrates that a significant eosinophilic inflammation is present across all categories of asthma, and that paucigranulocytic asthma may be seen as a low grade inflammatory disease.",0.3646,True,7.229,5234.231,5241.46,2,1
pubmedqa,90,Is HIV/STD control in Jamaica making a difference?,"HIV/STD control measures appear to have slowed the HIV/AIDS epidemic in Jamaica, however a significant minority of persons continue to have unprotected sex in high risk situations.",0.4796,True,8.166,7446.037,7454.203,2,1
pubmedqa,91,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,We found that 1.6% of S. aureus (all MSSA) from bacteraemic patients were PVL-positive. This low incidence suggests that PVL-positive S. aureus are of no particular significance as causative agents of S. aureus bacteraemia.,0.5248,False,7.877,5597.472,5605.349,2,1
pubmedqa,92,Are even impaired fasting blood glucose levels preoperatively associated with increased mortality after CABG surgery?,The elevated risk of death after CABG surgery known previously to be associated with CDM seems also to be shared by a group of similar size that includes patients with IFG and undiagnosed DM.,0.3911,True,7.736,4204.176,4211.912,2,1
pubmedqa,93,Does positron emission tomography change management in primary rectal cancer?,"Position emission tomography scanning appears to accurately change the stage or appropriately alter the therapy of almost a third of patients with advanced primary rectal cancer. In view of this, we suggest that position emission tomography scanning be considered part of standard workup for such patients, particularly if neoadjuvant chemoradiation is being considered as part of primary management.",0.6239,False,10.881,3285.743,3296.623,2,1
pubmedqa,94,Can you deliver accurate tidal volume by manual resuscitator?,"The tidal volume delivered by a manual resuscitator shows large variations. There were significant differences in the volume delivered by compression methods, but physical characteristics are not a predictor of tidal volume delivery. The manual resuscitator is not a suitable device for accurate ventilation.",0.6467,False,9.294,3957.487,3966.78,2,1
pubmedqa,95,Can increases in the cigarette tax rate be linked to cigarette retail prices?,"Numerous studies have found that taxation is one of the most effective policy instruments for tobacco control. However, these findings come from countries that have market economies where market forces determine prices and influence how cigarette taxes are passed to the consumers in retail prices. China's tobacco industry is not a market economy; therefore, non-market forces and the current Chinese tobacco monopoly system determine cigarette prices. The result is that tax increases do not necessarily get passed on to the retail price.",0.5824,False,10.709,2496.771,2507.48,2,1
pubmedqa,96,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,Histology usually demonstrated moderate to severe inflammation when VLEM were present. VLEM may be a highly specific endoscopic feature of esophagitis in children.,0.6445,False,8.839,5510.653,5519.492,2,1
pubmedqa,97,Does hypoglycaemia increase the risk of cardiovascular events?,"Severe hypoglycaemia is associated with an increased risk for CV outcomes in people at high CV risk and dysglycaemia. Although allocation to insulin glargine vs. standard care was associated with an increased risk of severe and non-severe hypoglycaemia, the relative risk of CV outcomes with hypoglycaemia was lower with insulin glargine-based glucose-lowering therapy than with the standard glycaemic control. Trial Registration (ORIGIN ClinicalTrials.gov number NCT00069784).",0.4862,True,7.27,4243.067,4250.336,2,1
pubmedqa,98,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,Correlation between level of radiographic transition zone on contrast enema and length of aganglionosis remains low. Systematic preoperative biopsy by coelioscopy or ombilical incision is mandatory.,0.5572,False,7.747,2693.506,2701.253,2,1
pubmedqa,99,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,"The current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. However, more research is needed to examine the role of dexamethasone in hospitalized children.",0.1882,True,8.479,2637.712,2646.191,2,1
hotpotqa,0,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,flotilla,0.719,False,20.165,2842.777,2862.942,2,1
hotpotqa,1,When did the park at which Tivolis Koncertsal is located open?,15 August 1843,0.3631,True,15.323,1703.738,1719.061,2,1
hotpotqa,2,What is the shared country of ancestry between Art Laboe and Scout Tufankjian?,Armenian,0.5856,False,18.359,1682.481,1700.84,2,1
hotpotqa,3,The school in which the Wilmslow Show is held is designated as what?,Centre of Excellence,0.7354,False,15.011,1467.448,1482.459,2,1
hotpotqa,4,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Saoirse Ronan,0.519,False,15.098,927.627,942.725,2,1
hotpotqa,5,"What animated movie, starring Danny Devito, featured music written and produced by Kool Kojak?",The Lorax,0.6684,False,11.071,2016.226,2027.297,2,1
hotpotqa,6,"Out of the actors who have played the role of Luc Deveraux in the Universal Soldier franchise, which actor has also starred in the movies Holby City, Doctor Strange, the Bourne Ultimatum and Zero Dark Thirty?",Scott Adkins,0.495,True,11.652,3044.993,3056.645,2,1
hotpotqa,7,Tommy's Honour was a drama film that included the actor who found success with what 2016 BBC miniseries?,War & Peace,0.5229,False,11.142,2021.656,2032.798,2,1
hotpotqa,8,"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",Midnight Oil,0.4497,True,16.415,804.214,820.629,2,1
hotpotqa,9,"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,0.9136,False,14.05,1489.387,1503.438,2,1
hotpotqa,10,Which Captain launched the attack which led to more casualties than any other incident in the war fought between the settlers of the nascent colony of New Netherland and the native Lenape population?,Captain John Underhill,0.6458,False,12.708,3258.734,3271.442,2,1
hotpotqa,11,In which film did Emilio Estevez star in in the same year as Nightmares,The Outsiders,0.3976,True,11.082,1960.144,1971.226,2,1
hotpotqa,12,What was the concept of the business Eric S .Pistorius worked for after being an attorney?,to ensure wide visibility and understanding of cases in a region,0.582,False,12.3,2764.051,2776.351,2,1
hotpotqa,13,Which port city lies approximately 25 km north of the Lingnan Fine Arts Museum?,Keelung,0.7128,False,11.48,1843.512,1854.992,2,1
hotpotqa,14,Has Stefan Edberg won more events than  Édouard Roger-Vasselin?,yes,0.4625,True,15.97,2430.405,2446.375,2,1
hotpotqa,15," Jason Regler, stated that he had the idea for the flashing wristbands during a song built around which instrument ?",an organ,0.4125,True,12.113,2388.422,2400.535,2,1
hotpotqa,16, The Soul of Buddha is a 1918 American silent romance film shot in a borough  that is the western terminus of what?,the George Washington Bridge,0.4631,True,11.671,2638.08,2649.751,2,1
hotpotqa,17,"Which ""Blackzilians"" fighter is currently competing in the Middleweight division of Ultimate Fighting Championship?",Vitor Belfort,0.7272,False,11.428,1780.428,1791.856,2,1
hotpotqa,18,"Were was the Mexican state after which there is Villa Unión, Sinaloa located? ",tip of the Baja California,0.632,False,12.022,1407.862,1419.884,2,1
hotpotqa,19,"What language, traditionally written with the ancient Libyco-Berber script, is closely related to the Tumzabt and Teggargrent languages?",The Tugurt language,0.775,False,13.525,3097.315,3110.84,2,1
hotpotqa,20,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,0.7123,False,11.862,2194.109,2205.971,2,1
hotpotqa,21,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,0.5359,False,15.347,1892.313,1907.66,2,1
hotpotqa,22,Who directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character?,Oliver Parker,0.5826,False,14.86,2541.935,2556.795,2,1
hotpotqa,23,George Gershwin is an American Composer and Judith Weir is a composer from which country?,a British composer,0.5829,False,11.348,1373.836,1385.184,2,1
hotpotqa,24,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,0.7223,False,11.671,2114.028,2125.698,2,1
hotpotqa,25,The Running Man Brothers is a South Korean pop duo. Kim Jong-kook is one member and he is from what country?,South Korea,0.5936,False,12.426,913.262,925.689,2,1
hotpotqa,26,Ruddles Brewery is owned by a pub retailer and brewer based in what city?,Bury St Edmunds,0.7475,False,12.566,1955.477,1968.043,2,1
hotpotqa,27,The creator of the Lisa Simpson character was born in what year?,1954,0.8237,False,11.542,1608.659,1620.201,2,1
hotpotqa,28,Where is the international airport which Eagle Aviation wet lease operations were based in located ,France.,0.7657,False,11.768,1868.965,1880.733,2,1
hotpotqa,29,What occupation was shared by David Yates and Pietro Germi?,director,0.4896,True,12.414,2218.613,2231.027,2,1
hotpotqa,30,Who sang lead vocals on the Oasis hit single which had an acoustic debut in drummer Tony McCarroll's last concert ? ,Noel Gallagher,0.5968,False,16.909,3069.839,3086.748,2,1
hotpotqa,31,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",0.5934,False,14.158,3513.865,3528.024,2,1
hotpotqa,32,Robert Earl Holding owned an oil company that was originally founded by who?,Harry F. Sinclair,0.47,True,11.628,2410.567,2422.195,2,1
hotpotqa,33,"What instrument does Duff McKagan play on Macy Gray's single, Kissed It?",bass,0.9388,False,14.278,1691.349,1705.627,2,1
hotpotqa,34,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt,0.6977,False,12.828,2008.052,2020.88,2,1
hotpotqa,35,In which six Western European territories have Celtic languages or cultural traits survived?,"Brittany, Cornwall, Ireland, Isle of Man, Scotland and Wales.",0.6724,False,10.999,1608.169,1619.168,2,1
hotpotqa,36,Who is known for composing  American Beauty: Original Motion Picture Score and many other film scores?,Thomas Montgomery Newman,0.5279,False,11.567,705.638,717.206,2,1
hotpotqa,37,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake,0.6146,False,11.907,2015.899,2027.807,2,1
hotpotqa,38,"What group did Carlene LeFevre and Rich LeFevre form in Brooklyn, New York City?","the ""First Family of Competitive Eating""",0.7077,False,11.436,2360.522,2371.958,2,1
hotpotqa,39,"Michaël Llodra of France, called ""the best volleyer on tour"", defeated Juan Martín del Potro a professional of what nationality?",Argentinian,1.0,False,19.981,1065.379,1085.36,2,1
hotpotqa,40,What company produced the 1978 movie based on a book written by a radio playwright and children's book author born in 1900?,Walt Disney Productions,0.69,False,15.094,2413.433,2428.526,2,1
hotpotqa,41,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",0.5531,False,11.06,1330.257,1341.316,2,1
hotpotqa,42,"Which canal, Miami Canal or Dundee Canal, also supplies hydro-power and water for manufacturing?",Dundee Canal,0.6977,False,15.65,1776.752,1792.401,2,1
hotpotqa,43,What is the middle name of the singer who recorded Would You Like to Take a Walk? with Louis Armstrong in 1951,Jane,0.5897,False,11.915,2379.337,2391.252,2,1
hotpotqa,44,What was Richard Connell's best known work The Hounds of Zaroff also published as?,The Most Dangerous Game,0.7559,False,14.084,1083.003,1097.087,2,1
hotpotqa,45,The Stone Book series is set in what country? ,North West England,0.6551,False,12.393,1563.964,1576.356,2,1
hotpotqa,46,Are both Jonathan Marray and Wayne Black British?,no,0.5531,False,11.47,937.223,948.693,2,1
hotpotqa,47,Sporobolus and Zea are in the same what?,family,0.7163,False,12.041,1391.029,1403.07,2,1
hotpotqa,48,Are Mick Jagger and Brett Scallions both musicians?,yes,0.531,False,11.523,1612.927,1624.449,2,1
hotpotqa,49,"When did Senator Ted Kennedy helped dedicate a new room at the location to his maternal grandfather, John F. Fitzgerald.",St. Patrick's Day in 1988,0.7106,False,18.941,2163.182,2182.123,2,1
hotpotqa,50,Which 8-year old star of an epistolary novel turned musical by Alice Walker also voiced Frankie Greene in a Disney series?,Diamond White,0.6276,False,12.574,2190.32,2202.894,2,1
hotpotqa,51,"Which music group has the most members, DC Talk, or Manchester Orchestra?",Manchester Orchestra,0.5825,False,14.682,4254.387,4269.069,2,1
hotpotqa,52,Orlando Brown is best known for his role as 3J Winslow in an American sitcom that was a spin-off of what?,Perfect Strangers,0.6462,False,12.629,1851.529,1864.157,2,1
hotpotqa,53,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,0.5657,False,13.034,1993.777,2006.81,2,1
hotpotqa,54,"Where was the air-cooled version of a weapon system used on the HMAS ""Narani"" found?",World War I fighter aircraft.,0.6935,False,15.728,2312.327,2328.056,2,1
hotpotqa,55,"BMW X5 is a mid-size version that was produced alongside which newer model, produced in 2009?",BMW X6,0.5118,False,11.968,2651.603,2663.57,2,1
hotpotqa,56,Did Minersville School District v. Gobitis and Gravel v. United States occur in the same decade?,no,0.5608,False,14.176,2504.703,2518.879,2,1
hotpotqa,57,Yakuza Kiwami is a remake of the first video game in what video game series that is an open world action-adventure beat 'em up video game franchise?,Yakuza,0.7258,False,13.185,2670.518,2683.702,2,1
hotpotqa,58, The 1919 Mississippi gubernatorial election Incumbent Democrat was a master of what?,filibuster,0.7347,False,11.35,1912.388,1923.738,2,1
hotpotqa,59,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",yes,0.7664,False,17.926,1314.566,1332.492,2,1
hotpotqa,60,Mexican Indignados Movement is a response to a war also known as?,Mexican War on Drugs,0.5071,False,13.117,1766.87,1779.987,2,1
hotpotqa,61,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,no,0.5531,False,14.354,1057.418,1071.772,2,1
hotpotqa,62,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",1991 Perfect Storm,0.394,True,13.644,2175.753,2189.397,2,1
hotpotqa,63,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,0.4791,True,13.851,1541.457,1555.309,2,1
hotpotqa,64,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",Robert Louis Fosse,0.5042,False,14.766,3790.531,3805.297,2,1
hotpotqa,65,What bitcoin start up featured Erik Voorhees as Director of Marketing?,BitInstant,0.55,False,13.746,1047.004,1060.75,2,1
hotpotqa,66,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",David Patrick Griffin,0.4665,True,10.139,3145.27,3155.409,2,1
hotpotqa,67,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,Aristotle,0.6296,False,14.457,1959.408,1973.865,2,1
hotpotqa,68,In what basketball position does the brother of Saulius Kuzminskas play?,small forward,0.698,False,9.665,1466.985,1476.65,2,1
hotpotqa,69,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,PlayStation 4,0.4017,True,17.018,1119.463,1136.481,2,1
hotpotqa,70,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,Miracle of the White Stallions,0.4879,True,12.759,3947.725,3960.484,2,1
hotpotqa,71,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome,0.6801,False,12.582,1851.209,1863.791,2,1
hotpotqa,72,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,0.3952,True,11.785,1993.394,2005.179,2,1
hotpotqa,73,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",0.7537,False,11.334,1865.688,1877.022,2,1
hotpotqa,74,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,0.864,False,18.34,1332.62,1350.96,2,1
hotpotqa,75,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,0.729,False,13.196,1096.572,1109.767,2,1
hotpotqa,76,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,0.4685,True,14.206,2215.236,2229.442,2,1
hotpotqa,77,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,0.6031,False,11.637,2163.152,2174.789,2,1
hotpotqa,78,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",0.7259,False,11.516,2009.05,2020.567,2,1
hotpotqa,79,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,0.6188,False,12.904,1851.926,1864.83,2,1
