dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
hotpotqa,0.7,hcpc_v1,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Saoirse Ronan,0.643,False,False,-1.0
hotpotqa,0.7,ccs_gate,Who will Billy Howle be seen opposite in the upcoming British drama film directed by Dominic Cooke?,Saoirse Ronan,0.643,False,True,0.3493
hotpotqa,0.7,baseline,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0.6713,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0.7069,False,False,-1.0
hotpotqa,0.7,ccs_gate,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,0.7756,False,True,0.2227
hotpotqa,0.7,baseline,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site,0.6584,False,False,-1.0
hotpotqa,0.7,hcpc_v1,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site,0.6516,False,False,-1.0
hotpotqa,0.7,ccs_gate,From where was the award which has Matt James as a winner in 2012 has its name derived? ,EN World web site,0.6516,False,True,0.1049
hotpotqa,0.7,baseline,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",0.6244,False,False,-1.0
hotpotqa,0.7,hcpc_v1,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",0.4702,True,False,-1.0
hotpotqa,0.7,ccs_gate,How many students were enrolled in American professional bowler Chris Barnes' high school in the 2010-2011 school year?,"1,840 students",0.4702,True,True,0.4053
hotpotqa,0.7,baseline,Are David O. Russell and Tony Gatlif from the same country?,no,0.6116,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Are David O. Russell and Tony Gatlif from the same country?,no,0.4878,True,False,-1.0
hotpotqa,0.7,ccs_gate,Are David O. Russell and Tony Gatlif from the same country?,no,0.4878,True,True,0.2355
hotpotqa,0.7,baseline,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,0.6238,False,False,-1.0
hotpotqa,0.7,hcpc_v1,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,0.6887,False,False,-1.0
hotpotqa,0.7,ccs_gate,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,0.6887,False,True,0.4664
hotpotqa,0.7,baseline,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0.6374,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0.464,True,False,-1.0
hotpotqa,0.7,ccs_gate,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,0.464,True,True,0.2262
hotpotqa,0.7,baseline,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson,0.5398,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson,0.6436,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Which writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946 ?",Benny Andersson,0.6436,False,True,0.6486
hotpotqa,0.7,baseline,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,0.7571,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,0.5207,False,False,-1.0
hotpotqa,0.7,ccs_gate,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,0.5207,False,True,0.2069
hotpotqa,0.7,baseline,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",0.6912,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",0.697,False,False,-1.0
hotpotqa,0.7,ccs_gate,"St. John's College, Belize offers an education in a tradition in which what three subjects were the core?","Grammar, logic, and rhetoric",0.631,False,True,0.551
hotpotqa,0.7,baseline,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,0.533,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,0.4898,True,False,-1.0
hotpotqa,0.7,ccs_gate,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,0.4898,True,False,0.743
hotpotqa,0.7,baseline,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,0.5569,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,0.6646,False,False,-1.0
hotpotqa,0.7,ccs_gate,Phillip Pullman's book set in a parallel universe featuring a character named Lyra Belacqua was put into audio in what year?,2002,0.6646,False,True,0.6283
hotpotqa,0.7,baseline,"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,0.5753,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,0.7344,False,False,-1.0
hotpotqa,0.7,ccs_gate,"""Tunak"", is a bhangra/pop love song by an artist born in which year ?",1967,0.6124,False,True,0.2906
hotpotqa,0.7,baseline,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt,0.6943,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt,0.6977,False,False,-1.0
hotpotqa,0.7,ccs_gate,Which American popular music and country music singer recorded J. D. Souther song ,Linda Maria Ronstadt,0.6977,False,True,0.3017
hotpotqa,0.7,baseline,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven,0.6773,False,False,-1.0
hotpotqa,0.7,hcpc_v1,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven,0.6179,False,False,-1.0
hotpotqa,0.7,ccs_gate,How many players are in the club in which Stephen Curry became part of in the 2015-2016 NBA season?,seven,0.6179,False,True,0.6374
hotpotqa,0.7,baseline,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma,0.6781,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma,0.722,False,False,-1.0
hotpotqa,0.7,ccs_gate,Who played the female lead in a 2007 Indian Telugu film that was an unofficial copy of a remake of Lina Wertmuller's 1974 film?,Neha Sharma,0.722,False,True,0.5111
hotpotqa,0.7,baseline,Sporobolus and Zea are in the same what?,family,0.7686,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Sporobolus and Zea are in the same what?,family,0.7686,False,False,-1.0
hotpotqa,0.7,ccs_gate,Sporobolus and Zea are in the same what?,family,0.7686,False,True,0.3476
hotpotqa,0.7,baseline,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,0.6872,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,0.5155,False,False,-1.0
hotpotqa,0.7,ccs_gate,Who is the fictional head of a British Secret Service division and for which a one-time missionary was the inspiration for?,Q,0.5765,False,True,0.3909
hotpotqa,0.7,baseline,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953",0.9066,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953",0.6835,False,False,-1.0
hotpotqa,0.7,ccs_gate,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?","June 22, 1953",0.6835,False,True,0.1774
hotpotqa,0.7,baseline,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,0.5839,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,0.5218,False,False,-1.0
hotpotqa,0.7,ccs_gate,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,0.5218,False,True,0.2833
hotpotqa,0.7,baseline,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,0.542,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,0.717,False,False,-1.0
hotpotqa,0.7,ccs_gate,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,0.542,False,False,0.8921
hotpotqa,0.7,baseline,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution,0.4974,True,False,-1.0
hotpotqa,0.7,hcpc_v1,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution,0.5229,False,False,-1.0
hotpotqa,0.7,ccs_gate,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,the Haitian Revolution,0.5208,False,True,0.249
hotpotqa,0.7,baseline,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno,0.7679,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno,0.646,False,False,-1.0
hotpotqa,0.7,ccs_gate,"which German philosopher wrote ""The opera ""Lulu""  ",Theodor W. Adorno,0.646,False,True,0.1254
hotpotqa,0.7,baseline,What year did the director of The Quiet American die?,1993,0.3962,True,False,-1.0
hotpotqa,0.7,hcpc_v1,What year did the director of The Quiet American die?,1993,0.501,False,False,-1.0
hotpotqa,0.7,ccs_gate,What year did the director of The Quiet American die?,1993,0.4759,True,True,0.4588
hotpotqa,0.7,baseline,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,0.5234,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,0.4673,True,False,-1.0
hotpotqa,0.7,ccs_gate,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,0.4673,True,True,0.2483
hotpotqa,0.7,baseline,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai",0.6084,False,False,-1.0
hotpotqa,0.7,hcpc_v1,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai",0.5329,False,False,-1.0
hotpotqa,0.7,ccs_gate,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai",0.5329,False,True,0.5435
hotpotqa,0.7,baseline,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,Art Deco-style skyscraper,0.5918,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,Art Deco-style skyscraper,0.772,False,False,-1.0
hotpotqa,0.7,ccs_gate,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,Art Deco-style skyscraper,0.772,False,True,0.1569
hotpotqa,0.7,baseline,What occupation was shared by David Yates and Pietro Germi?,director,0.6461,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What occupation was shared by David Yates and Pietro Germi?,director,0.6461,False,False,-1.0
hotpotqa,0.7,ccs_gate,What occupation was shared by David Yates and Pietro Germi?,director,0.6461,False,True,0.1895
hotpotqa,0.7,baseline,"When was the band who composited ""Discipline"" formed?",1968,0.55,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"When was the band who composited ""Discipline"" formed?",1968,0.6008,False,False,-1.0
hotpotqa,0.7,ccs_gate,"When was the band who composited ""Discipline"" formed?",1968,0.6008,False,True,0.5131
hotpotqa,0.7,baseline,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,0.6051,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,0.7341,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,0.7341,False,True,0.3318
hotpotqa,0.7,baseline,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows,0.8589,False,False,-1.0
hotpotqa,0.7,hcpc_v1,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows,0.8589,False,False,-1.0
hotpotqa,0.7,ccs_gate,"Which of the two came out first, The Wind in the Willows or The Bears and I?",The Wind in the Willows,0.8589,False,True,0.1165
hotpotqa,0.7,baseline,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0.6535,False,False,-1.0
hotpotqa,0.7,hcpc_v1,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0.6447,False,False,-1.0
hotpotqa,0.7,ccs_gate,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,0.642,False,True,0.195
hotpotqa,0.7,baseline,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,0.7526,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,0.7223,False,False,-1.0
hotpotqa,0.7,ccs_gate,What Was the name of Juan Manuel Márquez's  WBO champion holding younger brother?,Rafael Márquez,0.7526,False,False,0.7006
hotpotqa,0.7,baseline,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",0.7536,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",0.7537,False,False,-1.0
hotpotqa,0.7,ccs_gate,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",0.7537,False,True,0.2121
hotpotqa,0.7,baseline,Are both Jonathan Marray and Wayne Black British?,no,0.5531,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Are both Jonathan Marray and Wayne Black British?,no,0.5531,False,False,-1.0
hotpotqa,0.7,ccs_gate,Are both Jonathan Marray and Wayne Black British?,no,0.5531,False,True,0.1297
hotpotqa,0.7,baseline,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,0.7026,False,False,-1.0
hotpotqa,0.7,hcpc_v1,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,0.5117,False,False,-1.0
hotpotqa,0.7,ccs_gate,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,0.47,True,True,0.2591
hotpotqa,0.7,baseline,What religion is the composer for India's first science fiction film series?,Hindi,0.5596,False,False,-1.0
hotpotqa,0.7,hcpc_v1,What religion is the composer for India's first science fiction film series?,Hindi,0.7243,False,False,-1.0
hotpotqa,0.7,ccs_gate,What religion is the composer for India's first science fiction film series?,Hindi,0.7243,False,True,0.2427
