dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
squad,0.5,ccs_gate,Who loved Warsaw so much that he kept putting it in his novels?,Isaac Bashevis Singer,0.3432,True,True,0.3043
squad,0.5,baseline,When was the Masovian Duchy reincorporated into the Polish Crown?,1526,0.8432,False,False,-1.0
squad,0.5,hcpc_v1,When was the Masovian Duchy reincorporated into the Polish Crown?,1526,0.8432,False,False,-1.0
squad,0.5,ccs_gate,When was the Masovian Duchy reincorporated into the Polish Crown?,1526,0.8432,False,False,0.6038
squad,0.5,baseline,Who is the play-by-play announcer for the game?,Kevin Harlan,0.8372,False,False,-1.0
squad,0.5,hcpc_v1,Who is the play-by-play announcer for the game?,Kevin Harlan,0.5657,False,False,-1.0
squad,0.5,ccs_gate,Who is the play-by-play announcer for the game?,Kevin Harlan,0.6497,False,True,0.4566
squad,0.5,baseline,"What was a major success, especially in rebuilding Warsaw?",Three-Year Plan,0.687,False,False,-1.0
squad,0.5,hcpc_v1,"What was a major success, especially in rebuilding Warsaw?",Three-Year Plan,0.5365,False,False,-1.0
squad,0.5,ccs_gate,"What was a major success, especially in rebuilding Warsaw?",Three-Year Plan,0.687,False,False,0.5829
squad,0.5,baseline,What position does Danny Trevathan play?,linebacker,1.0,False,False,-1.0
squad,0.5,hcpc_v1,What position does Danny Trevathan play?,linebacker,0.9764,False,False,-1.0
squad,0.5,ccs_gate,What position does Danny Trevathan play?,linebacker,0.9764,False,True,0.1801
squad,0.5,baseline,Who is the trophy given to the Super Bowl champion named for?,Vince Lombardi,0.7561,False,False,-1.0
squad,0.5,hcpc_v1,Who is the trophy given to the Super Bowl champion named for?,Vince Lombardi,0.7561,False,False,-1.0
squad,0.5,ccs_gate,Who is the trophy given to the Super Bowl champion named for?,Vince Lombardi,0.7561,False,True,0.4643
squad,0.5,baseline,How many interceptions are the Panthers defense credited with in 2015?,24,0.7177,False,False,-1.0
squad,0.5,hcpc_v1,How many interceptions are the Panthers defense credited with in 2015?,24,0.6934,False,False,-1.0
squad,0.5,ccs_gate,How many interceptions are the Panthers defense credited with in 2015?,24,0.7177,False,False,0.6019
squad,0.5,baseline,What is most of Warsaw's modern growth based on?,migration and urbanisation,0.738,False,False,-1.0
squad,0.5,hcpc_v1,What is most of Warsaw's modern growth based on?,migration and urbanisation,0.6133,False,False,-1.0
squad,0.5,ccs_gate,What is most of Warsaw's modern growth based on?,migration and urbanisation,0.7485,False,False,0.6067
squad,0.5,baseline,What yard line did the Broncos stop the Panthers on in their first offensive drive of Super Bowl 50?,26-yard line,0.7925,False,False,-1.0
squad,0.5,hcpc_v1,What yard line did the Broncos stop the Panthers on in their first offensive drive of Super Bowl 50?,26-yard line,0.8593,False,False,-1.0
squad,0.5,ccs_gate,What yard line did the Broncos stop the Panthers on in their first offensive drive of Super Bowl 50?,26-yard line,0.7925,False,False,0.7787
squad,0.5,baseline,What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,0.7652,False,False,-1.0
squad,0.5,hcpc_v1,What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,0.7642,False,False,-1.0
squad,0.5,ccs_gate,What Denver player caught the ball 76 times in the 2015 season?,Emmanuel Sanders,0.6896,False,False,0.7074
squad,0.5,baseline,What covered the new field at Levi's Stadium?,a hybrid Bermuda 419 turf.,0.5763,False,False,-1.0
squad,0.5,hcpc_v1,What covered the new field at Levi's Stadium?,a hybrid Bermuda 419 turf.,0.4966,True,False,-1.0
squad,0.5,ccs_gate,What covered the new field at Levi's Stadium?,a hybrid Bermuda 419 turf.,0.4933,True,True,0.4189
squad,0.5,baseline,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,0.5777,False,False,-1.0
squad,0.5,hcpc_v1,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,0.6389,False,False,-1.0
squad,0.5,ccs_gate,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",L,0.5777,False,False,0.5184
squad,0.5,baseline,When was Manning picked #1 in the NFL Draft?,1998,0.8568,False,False,-1.0
squad,0.5,hcpc_v1,When was Manning picked #1 in the NFL Draft?,1998,0.7108,False,False,-1.0
squad,0.5,ccs_gate,When was Manning picked #1 in the NFL Draft?,1998,0.7108,False,True,0.4981
squad,0.5,baseline,What city did Super Bowl 50 take place in?,Santa Clara,0.9421,False,False,-1.0
squad,0.5,hcpc_v1,What city did Super Bowl 50 take place in?,Santa Clara,0.4784,True,False,-1.0
squad,0.5,ccs_gate,What city did Super Bowl 50 take place in?,Santa Clara,0.9421,False,False,0.6083
squad,0.5,baseline,Which end of the Saxon Garden is the Tom of the Unknown Soldier located at?,east end,0.6943,False,False,-1.0
squad,0.5,hcpc_v1,Which end of the Saxon Garden is the Tom of the Unknown Soldier located at?,east end,0.587,False,False,-1.0
squad,0.5,ccs_gate,Which end of the Saxon Garden is the Tom of the Unknown Soldier located at?,east end,0.587,False,True,0.0313
