dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
pubmedqa,0.4,ccs_gate,The influence of atmospheric pressure on aortic aneurysm rupture--is the diameter of the aneurysm important?,The results of this study do not support the hypothesis that there is a direct link between atmospheric pressure values and abdominal aortic aneurysm ruptures.,0.5527,False,False,0.4327
pubmedqa,0.4,baseline,Are even impaired fasting blood glucose levels preoperatively associated with increased mortality after CABG surgery?,The elevated risk of death after CABG surgery known previously to be associated with CDM seems also to be shared by a group of similar size that includes patients with IFG and undiagnosed DM.,0.6879,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Are even impaired fasting blood glucose levels preoperatively associated with increased mortality after CABG surgery?,The elevated risk of death after CABG surgery known previously to be associated with CDM seems also to be shared by a group of similar size that includes patients with IFG and undiagnosed DM.,0.4409,True,False,-1.0
pubmedqa,0.4,ccs_gate,Are even impaired fasting blood glucose levels preoperatively associated with increased mortality after CABG surgery?,The elevated risk of death after CABG surgery known previously to be associated with CDM seems also to be shared by a group of similar size that includes patients with IFG and undiagnosed DM.,0.4409,True,True,0.3932
pubmedqa,0.4,baseline,Autoerotic asphyxiation: secret pleasure--lethal outcome?,"Pediatricians should be alert to the earliest manifestations of AEA. Awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal AEA is strongly encouraged among all primary care professionals who may be able to interrupt the behavior.",0.3923,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Autoerotic asphyxiation: secret pleasure--lethal outcome?,"Pediatricians should be alert to the earliest manifestations of AEA. Awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal AEA is strongly encouraged among all primary care professionals who may be able to interrupt the behavior.",0.481,True,False,-1.0
pubmedqa,0.4,ccs_gate,Autoerotic asphyxiation: secret pleasure--lethal outcome?,"Pediatricians should be alert to the earliest manifestations of AEA. Awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal AEA is strongly encouraged among all primary care professionals who may be able to interrupt the behavior.",0.481,True,True,0.2924
pubmedqa,0.4,baseline,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,"IADL disability is a useful addition to the diagnostic process in a memory clinic setting, indicating who is at higher risk of developing dementia at 1- and 2-year follow-up.",0.6191,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,"IADL disability is a useful addition to the diagnostic process in a memory clinic setting, indicating who is at higher risk of developing dementia at 1- and 2-year follow-up.",0.651,False,False,-1.0
pubmedqa,0.4,ccs_gate,Do instrumental activities of daily living predict dementia at 1- and 2-year follow-up?,"IADL disability is a useful addition to the diagnostic process in a memory clinic setting, indicating who is at higher risk of developing dementia at 1- and 2-year follow-up.",0.651,False,True,0.2805
pubmedqa,0.4,baseline,Can a practicing surgeon detect early lymphedema reliably?,An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.,0.4929,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Can a practicing surgeon detect early lymphedema reliably?,An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.,0.567,False,False,-1.0
pubmedqa,0.4,ccs_gate,Can a practicing surgeon detect early lymphedema reliably?,An increase of 5% in circumference measurements identified the most potential lymphedema cases compared with an academic trial.,0.5617,False,True,0.1986
pubmedqa,0.4,baseline,Do healthier lifestyles lead to less utilization of healthcare resources?,"Healthy lifestyles lead to an increase in the utilization of preventive health services. However, there is not much significantly reducing the number of outpatient visits in people with health behaviors. Specifically, people with regular exercise habits and who take their blood pressure measurement regularly have an increased number of outpatient visits. It is suggested that more available and accessible health consultation services be provided to inculcate in the general public the importance of maintaining a healthy lifestyle.",0.6113,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do healthier lifestyles lead to less utilization of healthcare resources?,"Healthy lifestyles lead to an increase in the utilization of preventive health services. However, there is not much significantly reducing the number of outpatient visits in people with health behaviors. Specifically, people with regular exercise habits and who take their blood pressure measurement regularly have an increased number of outpatient visits. It is suggested that more available and accessible health consultation services be provided to inculcate in the general public the importance of maintaining a healthy lifestyle.",0.6988,False,False,-1.0
pubmedqa,0.4,ccs_gate,Do healthier lifestyles lead to less utilization of healthcare resources?,"Healthy lifestyles lead to an increase in the utilization of preventive health services. However, there is not much significantly reducing the number of outpatient visits in people with health behaviors. Specifically, people with regular exercise habits and who take their blood pressure measurement regularly have an increased number of outpatient visits. It is suggested that more available and accessible health consultation services be provided to inculcate in the general public the importance of maintaining a healthy lifestyle.",0.6988,False,True,0.3451
pubmedqa,0.4,baseline,Aromatase inhibitor-related musculoskeletal symptoms: is preventing osteoporosis the key to eliminating these symptoms?,"Patients on AIs who develop osteoporosis are at increased risk of musculoskeletal symptoms and bone fracture. Comedication with Ca/Bis reduces the likelihood for osteoporosis and musculoskeletal symptoms. Patients who received tamoxifen before AIs were less likely to develop AI-related musculoskeletal symptoms. We recommend that patients on AIs should be offered Ca/Bis to reduce the incidence of musculoskeletal symptoms and fracture, especially if patients are receiving steroidal AI and/or did not receive tamoxifen before AIs.",0.5015,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Aromatase inhibitor-related musculoskeletal symptoms: is preventing osteoporosis the key to eliminating these symptoms?,"Patients on AIs who develop osteoporosis are at increased risk of musculoskeletal symptoms and bone fracture. Comedication with Ca/Bis reduces the likelihood for osteoporosis and musculoskeletal symptoms. Patients who received tamoxifen before AIs were less likely to develop AI-related musculoskeletal symptoms. We recommend that patients on AIs should be offered Ca/Bis to reduce the incidence of musculoskeletal symptoms and fracture, especially if patients are receiving steroidal AI and/or did not receive tamoxifen before AIs.",0.4584,True,False,-1.0
pubmedqa,0.4,ccs_gate,Aromatase inhibitor-related musculoskeletal symptoms: is preventing osteoporosis the key to eliminating these symptoms?,"Patients on AIs who develop osteoporosis are at increased risk of musculoskeletal symptoms and bone fracture. Comedication with Ca/Bis reduces the likelihood for osteoporosis and musculoskeletal symptoms. Patients who received tamoxifen before AIs were less likely to develop AI-related musculoskeletal symptoms. We recommend that patients on AIs should be offered Ca/Bis to reduce the incidence of musculoskeletal symptoms and fracture, especially if patients are receiving steroidal AI and/or did not receive tamoxifen before AIs.",0.4584,True,True,0.2023
pubmedqa,0.4,baseline,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,"Our results indicate that training managers in transformational leadership behaviours may have a positive impact on healthcare workers' health over time. However, more research is needed to examine the mechanisms by which transformational leadership brings about improved sleep quality; self-efficacy was not found to be the explanation.",0.5189,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,"Our results indicate that training managers in transformational leadership behaviours may have a positive impact on healthcare workers' health over time. However, more research is needed to examine the mechanisms by which transformational leadership brings about improved sleep quality; self-efficacy was not found to be the explanation.",0.5383,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does self-efficacy mediate the relationship between transformational leadership behaviours and healthcare workers' sleep quality?,"Our results indicate that training managers in transformational leadership behaviours may have a positive impact on healthcare workers' health over time. However, more research is needed to examine the mechanisms by which transformational leadership brings about improved sleep quality; self-efficacy was not found to be the explanation.",0.5189,False,False,0.4491
pubmedqa,0.4,baseline,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?","Suicide bombing in crowded locations near an evacuation hospital may overwhelm the medical resources of the receiving center. It has been referred to as ""The Main Gate Syndrome."" We introduced the novel concept of a semi-evacuation hospital or receiving center where a second surgical triage was carried out. These exceptional circumstances require open-minded flexibility, a tailored approach, and close cooperation between surgeons and anesthetists to share experience, opinions, and ideas. In the setting of mass casualties, emergency ultrasound exam was shown to be a valuable and effective tool by virtue of its mobility, reproducibility, and immediate results.",0.4649,True,False,-1.0
pubmedqa,0.4,hcpc_v1,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?","Suicide bombing in crowded locations near an evacuation hospital may overwhelm the medical resources of the receiving center. It has been referred to as ""The Main Gate Syndrome."" We introduced the novel concept of a semi-evacuation hospital or receiving center where a second surgical triage was carried out. These exceptional circumstances require open-minded flexibility, a tailored approach, and close cooperation between surgeons and anesthetists to share experience, opinions, and ideas. In the setting of mass casualties, emergency ultrasound exam was shown to be a valuable and effective tool by virtue of its mobility, reproducibility, and immediate results.",0.4649,True,False,-1.0
pubmedqa,0.4,ccs_gate,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?","Suicide bombing in crowded locations near an evacuation hospital may overwhelm the medical resources of the receiving center. It has been referred to as ""The Main Gate Syndrome."" We introduced the novel concept of a semi-evacuation hospital or receiving center where a second surgical triage was carried out. These exceptional circumstances require open-minded flexibility, a tailored approach, and close cooperation between surgeons and anesthetists to share experience, opinions, and ideas. In the setting of mass casualties, emergency ultrasound exam was shown to be a valuable and effective tool by virtue of its mobility, reproducibility, and immediate results.",0.5264,False,True,0.2324
pubmedqa,0.4,baseline,Is it Crohn's disease?,"Granulomatous myelotoxicity and enteritis developed in a 21 year old female within 3 weeks of initiating sulfasalazine for rheumatoid arthritis. Following a short course of corticosteroids, the patient had resolution of her cholestatic hepatitis, rash, eosinophilia, and gastrointestinal symptoms with no residual manifestations at 7 months follow-up. Although severe reactions to sulfasalazine are rare and unpredictable, practicing physicians should be aware of unusual clinical presentations of toxicity when prescribing sulfasalazine.",0.4885,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Is it Crohn's disease?,"Granulomatous myelotoxicity and enteritis developed in a 21 year old female within 3 weeks of initiating sulfasalazine for rheumatoid arthritis. Following a short course of corticosteroids, the patient had resolution of her cholestatic hepatitis, rash, eosinophilia, and gastrointestinal symptoms with no residual manifestations at 7 months follow-up. Although severe reactions to sulfasalazine are rare and unpredictable, practicing physicians should be aware of unusual clinical presentations of toxicity when prescribing sulfasalazine.",0.5818,False,False,-1.0
pubmedqa,0.4,ccs_gate,Is it Crohn's disease?,"Granulomatous myelotoxicity and enteritis developed in a 21 year old female within 3 weeks of initiating sulfasalazine for rheumatoid arthritis. Following a short course of corticosteroids, the patient had resolution of her cholestatic hepatitis, rash, eosinophilia, and gastrointestinal symptoms with no residual manifestations at 7 months follow-up. Although severe reactions to sulfasalazine are rare and unpredictable, practicing physicians should be aware of unusual clinical presentations of toxicity when prescribing sulfasalazine.",0.4088,True,True,0.1741
pubmedqa,0.4,baseline,Are physician estimates of asthma severity less accurate in black than in white patients?,Biased estimates of asthma severity may contribute to racially disparate asthma care. Interventions to improve physicians' assessments of asthma severity and patient-physician communication may minimize racial disparities in asthma care.,0.5489,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Are physician estimates of asthma severity less accurate in black than in white patients?,Biased estimates of asthma severity may contribute to racially disparate asthma care. Interventions to improve physicians' assessments of asthma severity and patient-physician communication may minimize racial disparities in asthma care.,0.5489,False,False,-1.0
pubmedqa,0.4,ccs_gate,Are physician estimates of asthma severity less accurate in black than in white patients?,Biased estimates of asthma severity may contribute to racially disparate asthma care. Interventions to improve physicians' assessments of asthma severity and patient-physician communication may minimize racial disparities in asthma care.,0.5489,False,False,0.4585
pubmedqa,0.4,baseline,Does a colonoscopy after acute diverticulitis affect its management?,"Our results suggest that colonoscopy does not affect the management of patients with acute diverticulitis nor alter the outcome. The current practice of a routine colonoscopy after acute diverticulitis, diagnosed by typical clinical symptoms and CT needs to be reevaluated.",0.4756,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Does a colonoscopy after acute diverticulitis affect its management?,"Our results suggest that colonoscopy does not affect the management of patients with acute diverticulitis nor alter the outcome. The current practice of a routine colonoscopy after acute diverticulitis, diagnosed by typical clinical symptoms and CT needs to be reevaluated.",0.4552,True,False,-1.0
pubmedqa,0.4,ccs_gate,Does a colonoscopy after acute diverticulitis affect its management?,"Our results suggest that colonoscopy does not affect the management of patients with acute diverticulitis nor alter the outcome. The current practice of a routine colonoscopy after acute diverticulitis, diagnosed by typical clinical symptoms and CT needs to be reevaluated.",0.4805,True,True,0.3205
pubmedqa,0.4,baseline,Aripiprazole: a new risk factor for pathological gambling?,Adverse drug reactions were confronted with other already published case reports. Dopamine partial agonist mechanism of aripiprazole could explain the occurrence of pathological gambling.,0.5585,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Aripiprazole: a new risk factor for pathological gambling?,Adverse drug reactions were confronted with other already published case reports. Dopamine partial agonist mechanism of aripiprazole could explain the occurrence of pathological gambling.,0.617,False,False,-1.0
pubmedqa,0.4,ccs_gate,Aripiprazole: a new risk factor for pathological gambling?,Adverse drug reactions were confronted with other already published case reports. Dopamine partial agonist mechanism of aripiprazole could explain the occurrence of pathological gambling.,0.617,False,True,0.278
pubmedqa,0.4,baseline,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,ECL assays improved the ability to predict time to diabetes in these autoantibody-positive relatives at risk for developing diabetes. These findings might be helpful in the design and eligibility criteria for prevention trials in the future.,0.6244,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,ECL assays improved the ability to predict time to diabetes in these autoantibody-positive relatives at risk for developing diabetes. These findings might be helpful in the design and eligibility criteria for prevention trials in the future.,0.6361,False,False,-1.0
pubmedqa,0.4,ccs_gate,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,ECL assays improved the ability to predict time to diabetes in these autoantibody-positive relatives at risk for developing diabetes. These findings might be helpful in the design and eligibility criteria for prevention trials in the future.,0.6244,False,False,0.4492
pubmedqa,0.4,baseline,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,We found that 1.6% of S. aureus (all MSSA) from bacteraemic patients were PVL-positive. This low incidence suggests that PVL-positive S. aureus are of no particular significance as causative agents of S. aureus bacteraemia.,0.4089,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,We found that 1.6% of S. aureus (all MSSA) from bacteraemic patients were PVL-positive. This low incidence suggests that PVL-positive S. aureus are of no particular significance as causative agents of S. aureus bacteraemia.,0.4887,True,False,-1.0
pubmedqa,0.4,ccs_gate,Is Panton-Valentine leucocidin associated with the pathogenesis of Staphylococcus aureus bacteraemia in the UK?,We found that 1.6% of S. aureus (all MSSA) from bacteraemic patients were PVL-positive. This low incidence suggests that PVL-positive S. aureus are of no particular significance as causative agents of S. aureus bacteraemia.,0.4887,True,True,0.3707
pubmedqa,0.4,baseline,Is there still a need for living-related liver transplantation in children?,"The short- and long-term outcomes after LRT and SLT did not differ significantly. To avoid the risk for the donor in LRT, SLT represents the first-line therapy in pediatric liver transplantation in countries where cadaveric organs are available. LRT provides a solution for urgent cases in which a cadaveric graft cannot be found in time or if the choice of the optimal time point for transplantation is vital.",0.4959,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Is there still a need for living-related liver transplantation in children?,"The short- and long-term outcomes after LRT and SLT did not differ significantly. To avoid the risk for the donor in LRT, SLT represents the first-line therapy in pediatric liver transplantation in countries where cadaveric organs are available. LRT provides a solution for urgent cases in which a cadaveric graft cannot be found in time or if the choice of the optimal time point for transplantation is vital.",0.8296,False,False,-1.0
pubmedqa,0.4,ccs_gate,Is there still a need for living-related liver transplantation in children?,"The short- and long-term outcomes after LRT and SLT did not differ significantly. To avoid the risk for the donor in LRT, SLT represents the first-line therapy in pediatric liver transplantation in countries where cadaveric organs are available. LRT provides a solution for urgent cases in which a cadaveric graft cannot be found in time or if the choice of the optimal time point for transplantation is vital.",0.4959,True,False,0.402
pubmedqa,0.4,baseline,Cycloplegic autorefraction in young adults: is it mandatory?,"Young hypermetropic adults possessed +1 to +2 D of latent hypermetropia. In contrast, young myopic adults revealed pseudomyopia of -0.5 D. Cycloplegic refraction should be performed in young hypermetropic adults complaining of various signs of asthenopia.",0.3128,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Cycloplegic autorefraction in young adults: is it mandatory?,"Young hypermetropic adults possessed +1 to +2 D of latent hypermetropia. In contrast, young myopic adults revealed pseudomyopia of -0.5 D. Cycloplegic refraction should be performed in young hypermetropic adults complaining of various signs of asthenopia.",0.5213,False,False,-1.0
pubmedqa,0.4,ccs_gate,Cycloplegic autorefraction in young adults: is it mandatory?,"Young hypermetropic adults possessed +1 to +2 D of latent hypermetropia. In contrast, young myopic adults revealed pseudomyopia of -0.5 D. Cycloplegic refraction should be performed in young hypermetropic adults complaining of various signs of asthenopia.",0.5213,False,True,0.1576
pubmedqa,0.4,baseline,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,"Cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. Larger studies, using more responsive outcome measures, are however necessary to prove this effect.",0.6121,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,"Cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. Larger studies, using more responsive outcome measures, are however necessary to prove this effect.",0.6571,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does multi-modal cervical physical therapy improve tinnitus in patients with cervicogenic somatic tinnitus?,"Cervical physical therapy can have a positive effect on subjective tinnitus complaints in patients with a combination of tinnitus and neck complaints. Larger studies, using more responsive outcome measures, are however necessary to prove this effect.",0.634,False,False,0.4103
pubmedqa,0.4,baseline,Assessment of carotid artery stenosis before coronary artery bypass surgery. Is it always necessary?,"In our cohort, selective screening of patients aged>70 years, with carotid bruit, a history of cerebrovascular disease, diabetes mellitus or PVD would have reduced the screening load by 40%, with trivial impact on surgical management or neurological outcomes.",0.4571,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Assessment of carotid artery stenosis before coronary artery bypass surgery. Is it always necessary?,"In our cohort, selective screening of patients aged>70 years, with carotid bruit, a history of cerebrovascular disease, diabetes mellitus or PVD would have reduced the screening load by 40%, with trivial impact on surgical management or neurological outcomes.",0.5082,False,False,-1.0
pubmedqa,0.4,ccs_gate,Assessment of carotid artery stenosis before coronary artery bypass surgery. Is it always necessary?,"In our cohort, selective screening of patients aged>70 years, with carotid bruit, a history of cerebrovascular disease, diabetes mellitus or PVD would have reduced the screening load by 40%, with trivial impact on surgical management or neurological outcomes.",0.4571,True,False,0.4332
pubmedqa,0.4,baseline,Are endothelial cell patterns of astrocytomas indicative of grade?,Evaluation of astrocytomas utilizing antibody to vWF and confocal microscopy aids in the grading of these neoplasms.,0.4056,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Are endothelial cell patterns of astrocytomas indicative of grade?,Evaluation of astrocytomas utilizing antibody to vWF and confocal microscopy aids in the grading of these neoplasms.,0.6322,False,False,-1.0
pubmedqa,0.4,ccs_gate,Are endothelial cell patterns of astrocytomas indicative of grade?,Evaluation of astrocytomas utilizing antibody to vWF and confocal microscopy aids in the grading of these neoplasms.,0.6322,False,True,0.2588
pubmedqa,0.4,baseline,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,Correlation between level of radiographic transition zone on contrast enema and length of aganglionosis remains low. Systematic preoperative biopsy by coelioscopy or ombilical incision is mandatory.,0.5461,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,Correlation between level of radiographic transition zone on contrast enema and length of aganglionosis remains low. Systematic preoperative biopsy by coelioscopy or ombilical incision is mandatory.,0.4954,True,False,-1.0
pubmedqa,0.4,ccs_gate,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,Correlation between level of radiographic transition zone on contrast enema and length of aganglionosis remains low. Systematic preoperative biopsy by coelioscopy or ombilical incision is mandatory.,0.4655,True,True,0.3022
pubmedqa,0.4,baseline,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.",0.5028,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.",0.6451,False,False,-1.0
pubmedqa,0.4,ccs_gate,Can we measure mesopic pupil size with the cobalt blue light slit-lamp biomicroscopy method?,"Although the SLBM is quite repeatable, it underestimates mesopic pupil size and shows a too wide range of agreement with CIP. SLBM shows low sensitivity in detecting pupils larger than 6 mm, which may be misleading when planning anterior segment surgery. Previous grading-consensus training strategies may increase interrater reproducibility, and compensation for the systematic underestimation could improve accuracy of the SLBM.",0.5028,False,False,0.5387
pubmedqa,0.4,baseline,Does lung ischemia and reperfusion have an impact on coronary flow?,"In situ lung IR has a marked negative impact on coronary blood flow, hemodynamics, and inflammatory profile. In addition, to the best of our knowledge, this is the first study where coronary blood flow is directly measured during lung IR, revealing the associated increased cardiac risk.",0.5228,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Does lung ischemia and reperfusion have an impact on coronary flow?,"In situ lung IR has a marked negative impact on coronary blood flow, hemodynamics, and inflammatory profile. In addition, to the best of our knowledge, this is the first study where coronary blood flow is directly measured during lung IR, revealing the associated increased cardiac risk.",0.7582,False,False,-1.0
pubmedqa,0.4,ccs_gate,Does lung ischemia and reperfusion have an impact on coronary flow?,"In situ lung IR has a marked negative impact on coronary blood flow, hemodynamics, and inflammatory profile. In addition, to the best of our knowledge, this is the first study where coronary blood flow is directly measured during lung IR, revealing the associated increased cardiac risk.",0.5228,False,False,0.5017
pubmedqa,0.4,baseline,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,Histology usually demonstrated moderate to severe inflammation when VLEM were present. VLEM may be a highly specific endoscopic feature of esophagitis in children.,0.6797,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,Histology usually demonstrated moderate to severe inflammation when VLEM were present. VLEM may be a highly specific endoscopic feature of esophagitis in children.,0.7812,False,False,-1.0
pubmedqa,0.4,ccs_gate,Vertical lines in distal esophageal mucosa (VLEM): a true endoscopic manifestation of esophagitis in children?,Histology usually demonstrated moderate to severe inflammation when VLEM were present. VLEM may be a highly specific endoscopic feature of esophagitis in children.,0.7812,False,True,0.3363
pubmedqa,0.4,baseline,Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,"Alcohol and drug use are important contributory factors to injury and poisoning deaths. More research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self-destructive behaviour.",0.4453,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,"Alcohol and drug use are important contributory factors to injury and poisoning deaths. More research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self-destructive behaviour.",0.6134,False,False,-1.0
pubmedqa,0.4,ccs_gate,Injury and poisoning mortality among young men--are there any common factors amenable to prevention?,"Alcohol and drug use are important contributory factors to injury and poisoning deaths. More research is needed into the effects of unemployment and being single on the health of young men, and to investigate the motivations behind risk taking and self-destructive behaviour.",0.6111,False,True,0.2559
pubmedqa,0.4,baseline,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,"W-d HCCs were clinically demonstrated not to be early cancer, because there was no significant difference in disease free survival between the patients with w-d and l-d HCCs.",0.4723,True,False,-1.0
pubmedqa,0.4,hcpc_v1,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,"W-d HCCs were clinically demonstrated not to be early cancer, because there was no significant difference in disease free survival between the patients with w-d and l-d HCCs.",0.5139,False,False,-1.0
pubmedqa,0.4,ccs_gate,Prognosis of well differentiated small hepatocellular carcinoma--is well differentiated hepatocellular carcinoma clinically early cancer?,"W-d HCCs were clinically demonstrated not to be early cancer, because there was no significant difference in disease free survival between the patients with w-d and l-d HCCs.",0.5216,False,True,0.3779
pubmedqa,0.4,baseline,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,LF and cruroplasty is feasible and has good results in terms of GERD symptoms control and additional weight loss. The high rate of postoperative complications observed in this series remains a matter of concern. A re-sleeve procedure might be considered as an alternative to RYGB/DS conversion restricted to selected patients.,0.6238,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,LF and cruroplasty is feasible and has good results in terms of GERD symptoms control and additional weight loss. The high rate of postoperative complications observed in this series remains a matter of concern. A re-sleeve procedure might be considered as an alternative to RYGB/DS conversion restricted to selected patients.,0.6088,False,False,-1.0
pubmedqa,0.4,ccs_gate,Residual fundus or neofundus after laparoscopic sleeve gastrectomy: is fundectomy safe and effective as revision surgery?,LF and cruroplasty is feasible and has good results in terms of GERD symptoms control and additional weight loss. The high rate of postoperative complications observed in this series remains a matter of concern. A re-sleeve procedure might be considered as an alternative to RYGB/DS conversion restricted to selected patients.,0.6088,False,True,0.3688
pubmedqa,0.4,baseline,Can tailored interventions increase mammography use among HMO women?,"The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.",0.7229,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Can tailored interventions increase mammography use among HMO women?,"The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.",0.8168,False,False,-1.0
pubmedqa,0.4,ccs_gate,Can tailored interventions increase mammography use among HMO women?,"The effects of the intervention were most pronounced after the first intervention. Compared to usual care, telephone counseling seemed particularly effective at promoting change among nonadherent women, the group for whom the intervention was developed. These results suggest that telephone counseling, rather than tailored print, might be the preferred first-line intervention for getting nonadherent women on schedule for mammography screening. Many questions would have to be answered about why the tailored print intervention was not more powerful. Nevertheless, it is clear that additional interventions will be needed to maintain women's adherence to mammography. Medical Subject Headings (MeSH): mammography screening, telephone counseling, tailored print communications, barriers.",0.7229,False,False,0.4192
pubmedqa,0.4,baseline,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,0.6953,False,False,-1.0
pubmedqa,0.4,hcpc_v1,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,0.7181,False,False,-1.0
pubmedqa,0.4,ccs_gate,Do patterns of knowledge and attitudes exist among unvaccinated seniors?,Findings suggest that cluster analyses may be useful in identifying groups for targeted health messages.,0.7181,False,True,0.2954
