dataset,tau,condition,question,ground_truth,faithfulness_score,is_hallucination,gate_fired,ccs_pre
naturalqs,0.4,hcpc_v1,actor who plays eric on boy meets world,"William Alan ""Will"" Friedle",0.7018,False,False,-1.0
naturalqs,0.4,ccs_gate,actor who plays eric on boy meets world,"William Alan ""Will"" Friedle",0.6257,False,False,0.5317
naturalqs,0.4,baseline,which battle ended britain's support for the south,the Battle of Antietam,0.4676,True,False,-1.0
naturalqs,0.4,hcpc_v1,which battle ended britain's support for the south,the Battle of Antietam,0.5888,False,False,-1.0
naturalqs,0.4,ccs_gate,which battle ended britain's support for the south,the Battle of Antietam,0.5888,False,True,0.3163
naturalqs,0.4,baseline,what college does everyone in gossip girl go to,New York University,0.8239,False,False,-1.0
naturalqs,0.4,hcpc_v1,what college does everyone in gossip girl go to,New York University,0.6476,False,False,-1.0
naturalqs,0.4,ccs_gate,what college does everyone in gossip girl go to,New York University,0.6476,False,True,0.3858
naturalqs,0.4,baseline,when was the debating club established in almora,1871,0.6896,False,False,-1.0
naturalqs,0.4,hcpc_v1,when was the debating club established in almora,1871,0.6839,False,False,-1.0
naturalqs,0.4,ccs_gate,when was the debating club established in almora,1871,0.6896,False,False,0.4133
naturalqs,0.4,baseline,where is the inscription on the statue of liberty,on the inner wall of the pedestal,0.7873,False,False,-1.0
naturalqs,0.4,hcpc_v1,where is the inscription on the statue of liberty,on the inner wall of the pedestal,0.756,False,False,-1.0
naturalqs,0.4,ccs_gate,where is the inscription on the statue of liberty,on the inner wall of the pedestal,0.7873,False,False,0.5869
naturalqs,0.4,baseline,what was the name of the horse in steptoe and son,Hercules,1.0,False,False,-1.0
naturalqs,0.4,hcpc_v1,what was the name of the horse in steptoe and son,Hercules,0.7406,False,False,-1.0
naturalqs,0.4,ccs_gate,what was the name of the horse in steptoe and son,Hercules,1.0,False,False,0.6231
naturalqs,0.4,baseline,what color flame test indicates the presence of strontium,"Crimson to Scarlet, yellowish through green glass and violet through blue cobalt glass",0.6645,False,False,-1.0
naturalqs,0.4,hcpc_v1,what color flame test indicates the presence of strontium,"Crimson to Scarlet, yellowish through green glass and violet through blue cobalt glass",0.7772,False,False,-1.0
naturalqs,0.4,ccs_gate,what color flame test indicates the presence of strontium,"Crimson to Scarlet, yellowish through green glass and violet through blue cobalt glass",0.6645,False,False,0.7831
naturalqs,0.4,baseline,the boiling point of water is 100 degrees celsius express this in si units,100 °C,0.5798,False,False,-1.0
naturalqs,0.4,hcpc_v1,the boiling point of water is 100 degrees celsius express this in si units,100 °C,0.6357,False,False,-1.0
naturalqs,0.4,ccs_gate,the boiling point of water is 100 degrees celsius express this in si units,100 °C,0.5798,False,False,0.6238
naturalqs,0.4,baseline,so you think you can dance season 2 judges,"Nigel Lythgoe, Mary Murphy, Mia Michaels, Shane Sparks, Dan Karaty, Brian Friedman",0.8095,False,False,-1.0
naturalqs,0.4,hcpc_v1,so you think you can dance season 2 judges,"Nigel Lythgoe, Mary Murphy, Mia Michaels, Shane Sparks, Dan Karaty, Brian Friedman",0.7359,False,False,-1.0
naturalqs,0.4,ccs_gate,so you think you can dance season 2 judges,"Nigel Lythgoe, Mary Murphy, Mia Michaels, Shane Sparks, Dan Karaty, Brian Friedman",0.8095,False,False,0.4573
naturalqs,0.4,baseline,when did krakow become the capital of poland,1038,0.6744,False,False,-1.0
naturalqs,0.4,hcpc_v1,when did krakow become the capital of poland,1038,0.6744,False,False,-1.0
naturalqs,0.4,ccs_gate,when did krakow become the capital of poland,1038,0.6744,False,False,0.5998
naturalqs,0.4,baseline,who is the main player in developing us foreign policy,the President of the United States,0.7152,False,False,-1.0
naturalqs,0.4,hcpc_v1,who is the main player in developing us foreign policy,the President of the United States,0.5805,False,False,-1.0
naturalqs,0.4,ccs_gate,who is the main player in developing us foreign policy,the President of the United States,0.7152,False,False,0.4569
naturalqs,0.4,baseline,civil war what did the north fight for,loyalty to the U.S. Constitution,0.8104,False,False,-1.0
naturalqs,0.4,hcpc_v1,civil war what did the north fight for,loyalty to the U.S. Constitution,0.6285,False,False,-1.0
naturalqs,0.4,ccs_gate,civil war what did the north fight for,loyalty to the U.S. Constitution,0.8104,False,False,0.6784
naturalqs,0.4,baseline,where did the rulers of the qing dynasty originate,Manchuria,0.6665,False,False,-1.0
naturalqs,0.4,hcpc_v1,where did the rulers of the qing dynasty originate,Manchuria,0.7083,False,False,-1.0
naturalqs,0.4,ccs_gate,where did the rulers of the qing dynasty originate,Manchuria,0.6665,False,False,0.6396
naturalqs,0.4,baseline,when is the end of the football season,"February 4, 2018, with Super Bowl LII",0.7283,False,False,-1.0
naturalqs,0.4,hcpc_v1,when is the end of the football season,"February 4, 2018, with Super Bowl LII",0.7283,False,False,-1.0
naturalqs,0.4,ccs_gate,when is the end of the football season,"February 4, 2018, with Super Bowl LII",0.7283,False,False,0.5432
naturalqs,0.4,baseline,who cracked the enigma code in world war 2,Turing,0.8032,False,False,-1.0
naturalqs,0.4,hcpc_v1,who cracked the enigma code in world war 2,Turing,0.5063,False,False,-1.0
naturalqs,0.4,ccs_gate,who cracked the enigma code in world war 2,Turing,0.8032,False,False,0.5468
naturalqs,0.4,baseline,when did athens emerges as wealthiest greek city state,around the late 6th century BCE,0.5998,False,False,-1.0
naturalqs,0.4,hcpc_v1,when did athens emerges as wealthiest greek city state,around the late 6th century BCE,0.5274,False,False,-1.0
naturalqs,0.4,ccs_gate,when did athens emerges as wealthiest greek city state,around the late 6th century BCE,0.5998,False,False,0.6756
naturalqs,0.4,baseline,who hosted and won the inagural world cup,Uruguay,0.7699,False,False,-1.0
naturalqs,0.4,hcpc_v1,who hosted and won the inagural world cup,Uruguay,0.5863,False,False,-1.0
naturalqs,0.4,ccs_gate,who hosted and won the inagural world cup,Uruguay,0.7699,False,False,0.6742
naturalqs,0.4,baseline,who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life",0.7898,False,False,-1.0
naturalqs,0.4,hcpc_v1,who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life",0.5415,False,False,-1.0
naturalqs,0.4,ccs_gate,who was the movie citizen kane based on,"based in part upon the American newspaper magnate William Randolph Hearst, Chicago tycoons Samuel Insull and Harold McCormick, and aspects of Welles's own life",0.7898,False,False,0.601
naturalqs,0.4,baseline,what is the highest base on the ph scale,greater than 14,0.5028,False,False,-1.0
naturalqs,0.4,hcpc_v1,what is the highest base on the ph scale,greater than 14,0.4695,True,False,-1.0
naturalqs,0.4,ccs_gate,what is the highest base on the ph scale,greater than 14,0.5028,False,False,0.6908
naturalqs,0.4,baseline,who become ceo of wipro company in 2016,Abid Ali Neemuchwala,0.6575,False,False,-1.0
naturalqs,0.4,hcpc_v1,who become ceo of wipro company in 2016,Abid Ali Neemuchwala,0.7165,False,False,-1.0
naturalqs,0.4,ccs_gate,who become ceo of wipro company in 2016,Abid Ali Neemuchwala,0.6575,False,False,0.6429
