question,answer_256,faithfulness_score_256,chunk_size_256,answer_1024,faithfulness_score_1024,chunk_size_1024,improvement
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Super Bowl 50 determined the NFL champion for what season?, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,256, The Super Bowl 50 determined the NFL champion for the 2015 season.,0.6757,1024,0.0
Which team won Super Bowl 50.," The context does not provide information about which team won Super Bowl 50. However, it is mentioned that the Denver Broncos made an appearance in Super Bowl 50.",0.7691,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.15559999999999996
Which team won Super Bowl 50.," The context does not provide information about which team won Super Bowl 50. However, it is mentioned that the Denver Broncos made an appearance in Super Bowl 50.",0.7691,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.15559999999999996
Which team won Super Bowl 50.," The context does not provide information about which team won Super Bowl 50. However, it is mentioned that the Denver Broncos made an appearance in Super Bowl 50.",0.7691,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.15559999999999996
Which team won Super Bowl 50.," The context does not provide information about which team won Super Bowl 50. However, it is mentioned that the Denver Broncos made an appearance in Super Bowl 50.",0.7691,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.15559999999999996
Where was Super Bowl 50 held?," The provided context states that Super Bowl 50 was held in the San Francisco Bay Area. However, it does not specify the exact location within the Bay Area or the venue where it took place.",0.8647,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.07640000000000002
Where was Super Bowl 50 held?," The provided context states that Super Bowl 50 was held in the San Francisco Bay Area. However, it does not specify the exact location within the Bay Area or the venue where it took place.",0.8647,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.07640000000000002
Where was Super Bowl 50 held?," The provided context states that Super Bowl 50 was held in the San Francisco Bay Area. However, it does not specify the exact location within the Bay Area or the venue where it took place.",0.8647,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.07640000000000002
Where was Super Bowl 50 held?," The provided context states that Super Bowl 50 was held in the San Francisco Bay Area. However, it does not specify the exact location within the Bay Area or the venue where it took place.",0.8647,256," Super Bowl 50 was held at Levi's Stadium in Santa Clara, California.",0.9411,1024,0.07640000000000002
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
The name of the NFL championship game is?," The name of the NFL championship game, as mentioned in the context, is Super Bowl 50.",0.6863,256, Super Bowl 50,0.6293,1024,-0.05700000000000005
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos won the AFC playoffs in 2015.,0.9074,1024,0.031399999999999983
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos,0.6985,1024,-0.1775
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos won the AFC playoffs in 2015.,0.9074,1024,0.031399999999999983
What 2015 NFL team one the AFC playoff?, The 2015 NFL team that won the AFC playoffs is the Denver Broncos.,0.876,256, The Denver Broncos,0.6985,1024,-0.1775
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
,,,256,,,1024,
Which NFL team represented the AFC at Super Bowl 50?," The Denver Broncos, according to the provided context.",0.7022,256, The NFL team that represented the AFC at Super Bowl 50 was the Denver Broncos.,0.8579,1024,0.15569999999999995
Which NFL team represented the AFC at Super Bowl 50?," The Denver Broncos, according to the provided context.",0.7022,256, The Denver Broncos represented the AFC at Super Bowl 50.,0.7354,1024,0.03320000000000001
Which NFL team represented the AFC at Super Bowl 50?," The Denver Broncos, according to the provided context.",0.7022,256, The Denver Broncos represented the AFC at Super Bowl 50.,0.7354,1024,0.03320000000000001
Which NFL team represented the AFC at Super Bowl 50?," The Denver Broncos, according to the provided context.",0.7022,256, The Denver Broncos represented the AFC at Super Bowl 50.,0.7354,1024,0.03320000000000001
Which NFL team represented the NFC at Super Bowl 50?," The context does not provide the name of the NFL team that represented the NFC at Super Bowl 50. However, it is mentioned that they defeated the Arizona Cardinals in the NFC Championship Game and advanced to Super Bowl 50. So, we can infer that the team that defeated the Arizona Cardinals was the o",0.7336,256, The Carolina Panthers represented the NFC at Super Bowl 50.,0.813,1024,0.07939999999999992
Which NFL team represented the NFC at Super Bowl 50?," The context does not provide the name of the NFL team that represented the NFC at Super Bowl 50. However, it is mentioned that they defeated the Arizona Cardinals in the NFC Championship Game and advanced to Super Bowl 50. So, we can infer that the team that defeated the Arizona Cardinals was the o",0.7336,256, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,0.8891,1024,0.15549999999999997
Which NFL team represented the NFC at Super Bowl 50?," The context does not provide the name of the NFL team that represented the NFC at Super Bowl 50. However, it is mentioned that they defeated the Arizona Cardinals in the NFC Championship Game and advanced to Super Bowl 50. So, we can infer that the team that defeated the Arizona Cardinals was the o",0.7336,256, The Carolina Panthers represented the NFC at Super Bowl 50.,0.813,1024,0.07939999999999992
Which NFL team represented the NFC at Super Bowl 50?," The context does not provide the name of the NFL team that represented the NFC at Super Bowl 50. However, it is mentioned that they defeated the Arizona Cardinals in the NFC Championship Game and advanced to Super Bowl 50. So, we can infer that the team that defeated the Arizona Cardinals was the o",0.7336,256, The NFL team that represented the NFC at Super Bowl 50 was the Carolina Panthers.,0.8891,1024,0.15549999999999997
Where did Super Bowl 50 take place?," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. Therefore, it can be inferred that Super Bowl 50 took place in the San Francisco Bay Area.",0.628,256," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9533,1024,0.32530000000000003
Where did Super Bowl 50 take place?," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. Therefore, it can be inferred that Super Bowl 50 took place in the San Francisco Bay Area.",0.628,256," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9533,1024,0.32530000000000003
Where did Super Bowl 50 take place?," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. Therefore, it can be inferred that Super Bowl 50 took place in the San Francisco Bay Area.",0.628,256," The provided context states that Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9928,1024,0.3648
Where did Super Bowl 50 take place?," The provided context does not specify the exact location of Super Bowl 50, but it states that it was the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985. Therefore, it can be inferred that Super Bowl 50 took place in the San Francisco Bay Area.",0.628,256," The Super Bowl 50 took place at Levi's Stadium in Santa Clara, California.",0.9533,1024,0.32530000000000003
Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Which NFL team won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
What color was used to emphasize the 50th anniversary of the Super Bowl?," The context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions that the logo for Super Bowl 50 prominently featured Arabic numerals 50, which suggests a gold or golden-themed design due to the emphasis on the ""golden anniversary.",0.7255,256, Gold was used to emphasize the 50th anniversary of the Super Bowl.,0.6905,1024,-0.03500000000000003
What color was used to emphasize the 50th anniversary of the Super Bowl?," The context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions that the logo for Super Bowl 50 prominently featured Arabic numerals 50, which suggests a gold or golden-themed design due to the emphasis on the ""golden anniversary.",0.7255,256, Gold,1.0,1024,0.27449999999999997
What color was used to emphasize the 50th anniversary of the Super Bowl?," The context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions that the logo for Super Bowl 50 prominently featured Arabic numerals 50, which suggests a gold or golden-themed design due to the emphasis on the ""golden anniversary.",0.7255,256, Gold was used to emphasize the 50th anniversary of the Super Bowl.,0.6905,1024,-0.03500000000000003
What color was used to emphasize the 50th anniversary of the Super Bowl?," The context does not specify the exact color that was used to emphasize the 50th anniversary of the Super Bowl. However, it mentions that the logo for Super Bowl 50 prominently featured Arabic numerals 50, which suggests a gold or golden-themed design due to the emphasis on the ""golden anniversary.",0.7255,256, Gold,1.0,1024,0.27449999999999997
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15600000000000003
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15600000000000003
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5107,1024,-0.20529999999999993
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",0.5429,1024,-0.17309999999999992
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15600000000000003
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15600000000000003
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.486,1024,-0.22999999999999998
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or golden anniversary.",0.716,256," The provided context does not specify a particular theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the context. However, it doesn't provide details about a specific theme for the event itself.",0.758,1024,0.04200000000000004
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,-0.040000000000000036
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The game was played on February 7, 2016.",0.8967,1024,0.0
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,-0.040000000000000036
What day was the game played on?," The game was played on February 7, 2016.",0.8967,256," The game was played on February 7, 2016.",0.8967,1024,0.0
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.697,1024,0.04299999999999993
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The provided context does not explicitly state what AFC stands for. However, it can be inferred that AFC refers to the American Football Conference as it is mentioned multiple times throughout the context.",0.6383,1024,-0.015700000000000047
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The provided context does not explicitly state what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.7715,1024,0.11749999999999994
What is the AFC short for?," The context does not provide information about what AFC stands for. However, it refers to the American Football Conference.",0.654,256," The context does not provide information about what AFC stands for. However, it is commonly known that AFC stands for American Football Conference.",0.697,1024,0.04299999999999993
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15490000000000004
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15490000000000004
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.5107,1024,-0.20639999999999992
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The provided context does not specify a particular theme for Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives. However, it doesn't explicitly state that this was the official theme of the game.",0.5429,1024,-0.1741999999999999
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15490000000000004
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The theme of Super Bowl 50 was the ""Golden Anniversary"".",0.872,1024,0.15490000000000004
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The context does not provide information about the specific theme of Super Bowl 50, but it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives.",0.486,1024,-0.23109999999999997
What was the theme of Super Bowl 50?," The provided context does not explicitly state the theme of Super Bowl 50. However, it mentions that the league emphasized the ""golden anniversary"" with various gold-themed initiatives for Super Bowl 50. So, one can infer that the theme might have been related to gold or a golden anniversary.",0.7171,256," The provided context does not specify a particular theme for Super Bowl 50 other than the ""golden anniversary"" emphasis, as mentioned in the context. However, it doesn't provide details about a specific theme for the event itself.",0.758,1024,0.04090000000000005
What does AFC stand for?, AFC stands for American Football Conference.,0.982,256," The context does not provide information about what AFC stands for. However, it is known that AFC refers to the American Football Conference in the National Football League (NFL).",0.5982,1024,-0.38380000000000003
What does AFC stand for?, AFC stands for American Football Conference.,0.982,256, AFC stands for American Football Conference.,0.982,1024,0.0
What does AFC stand for?, AFC stands for American Football Conference.,0.982,256," The context does not provide information about what AFC stands for. However, it is known that AFC refers to the American Football Conference in the National Football League (NFL).",0.5982,1024,-0.38380000000000003
What does AFC stand for?, AFC stands for American Football Conference.,0.982,256, AFC stands for American Football Conference.,0.982,1024,0.0
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual game itself.",0.7476,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10909999999999997
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual game itself.",0.7476,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10909999999999997
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual game itself.",0.7476,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10909999999999997
What day was the Super Bowl played on?," I cannot find this information in the provided context. The context only mentions that the Super Bowl Opening Night was held on February 1, 2016, but it does not specify the date of the actual game itself.",0.7476,256," The Super Bowl was played on February 7, 2016.",0.8567,1024,0.10909999999999997
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
Who won Super Bowl 50?, The Denver Broncos won Super Bowl 50.,0.9247,256, The Denver Broncos won Super Bowl 50.,0.9247,1024,0.0
What venue did Super Bowl 50 take place in?, I cannot find this information in the provided context. The context does not specify the venue for Super Bowl 50.,0.6866,256," The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.9459,1024,0.2593
What venue did Super Bowl 50 take place in?, I cannot find this information in the provided context. The context does not specify the venue for Super Bowl 50.,0.6866,256," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,1024,0.005199999999999982
What venue did Super Bowl 50 take place in?, I cannot find this information in the provided context. The context does not specify the venue for Super Bowl 50.,0.6866,256, The Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area.,0.8931,1024,0.20650000000000002
What venue did Super Bowl 50 take place in?, I cannot find this information in the provided context. The context does not specify the venue for Super Bowl 50.,0.6866,256," Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.6918,1024,0.005199999999999982
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl L,0.4909,256," Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used, as stated in the context.",0.4443,1024,-0.04660000000000003
"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl L,0.4909,256, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,0.5328,1024,0.04190000000000005
"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl L,0.4909,256," Super Bowl 50 would have been called Super Bowl L if Roman numerals had been used, as stated in the context.",0.4443,1024,-0.04660000000000003
"If Roman numerals were used, what would Super Bowl 50 have been called?", Super Bowl L,0.4909,256, Super Bowl 50 would have been called Super Bowl L if Roman numerals were used.,0.5328,1024,0.04190000000000005
Super Bowl 50 decided the NFL champion for what season?, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,256, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,1024,0.0
Super Bowl 50 decided the NFL champion for what season?, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,256, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,1024,0.0
Super Bowl 50 decided the NFL champion for what season?, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,256, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,1024,0.0
Super Bowl 50 decided the NFL champion for what season?, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,256, The Super Bowl 50 decided the NFL champion for the 2015 season.,0.6644,1024,0.0
What year did the Denver Broncos secure a Super Bowl title for the third time?," The context does not provide the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it can be inferred that it happened after their appearance in Super Bowl XLVIII (which was in 2014) and before the provided context, suggesting it might have been in 2015. However,",0.5783,256, The Denver Broncos secured a Super Bowl title for the third time in the year 2016.,0.7505,1024,0.1721999999999999
What year did the Denver Broncos secure a Super Bowl title for the third time?," The context does not provide the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it can be inferred that it happened after their appearance in Super Bowl XLVIII (which was in 2014) and before the provided context, suggesting it might have been in 2015. However,",0.5783,256," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it implies that the event happened after the 2015 season since they played in Super Bowl 50. However, to confirm the exact year, additional information would be needed as ",0.7357,1024,0.15739999999999998
What year did the Denver Broncos secure a Super Bowl title for the third time?," The context does not provide the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it can be inferred that it happened after their appearance in Super Bowl XLVIII (which was in 2014) and before the provided context, suggesting it might have been in 2015. However,",0.5783,256, The Denver Broncos secured a Super Bowl title for the third time in the year 2016.,0.7505,1024,0.1721999999999999
What year did the Denver Broncos secure a Super Bowl title for the third time?," The context does not provide the exact year when the Denver Broncos secured a Super Bowl title for the third time, but it can be inferred that it happened after their appearance in Super Bowl XLVIII (which was in 2014) and before the provided context, suggesting it might have been in 2015. However,",0.5783,256," The provided context does not specify the exact year when the Denver Broncos secured a Super Bowl title for the third time. However, it is implied that this event happened in Super Bowl 50, which took place on February 7, 2016.",0.7969,1024,0.21860000000000002
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What city did Super Bowl 50 take place in?, San Francisco Bay Area,0.4784,256," The Super Bowl 50 took place in Santa Clara, which is part of the San Francisco Bay Area.",0.9421,1024,0.46370000000000006
What stadium did Super Bowl 50 take place in?," Levi's Stadium, which is located in the San Francisco Bay Area.",0.7354,256, The Super Bowl 50 took place at Levi's Stadium.,0.8198,1024,0.08439999999999992
What stadium did Super Bowl 50 take place in?," Levi's Stadium, which is located in the San Francisco Bay Area.",0.7354,256, Levi's Stadium,0.5799,1024,-0.15550000000000008
