embedder,pair_id,set_type,question,ground_truth,faithfulness_score,is_hallucination,answer_span_present,reencoded_mean_query_sim,reencoded_ccs,n_passages
minilm,fix01_06a7978f30d7,low_ccs,What expression is generally used to convey upper or lower bounds?,big O notation,0.5709,False,False,0.24236058771130345,-0.10253348450460345,3
minilm,fix01_a798efb9a8a5,high_ccs,What publication published an article about Tesla in 1912?,World Today,0.6089,False,False,0.5889135993985216,0.713975882738123,3
minilm,fix01_a798efb9a8a5,low_ccs,What publication published an article about Tesla in 1912?,World Today,0.6474,False,False,0.5818000012037238,0.37551567760629495,3
minilm,fix01_f4c161fcabf6,high_ccs,What field type is usually chosen for Super Bowl games?,natural grass,0.6372,False,False,0.44064782101458183,0.6093211182848655,3
minilm,fix01_f4c161fcabf6,low_ccs,What field type is usually chosen for Super Bowl games?,natural grass,0.5706,False,False,0.4495523602837365,0.09678395650625879,3
minilm,fix01_25378996f971,high_ccs,Which theory of Einstein's did Tesla speak critically toward?,relativity,0.5159,False,False,0.5183199543195217,0.6722386924284923,3
minilm,fix01_25378996f971,low_ccs,Which theory of Einstein's did Tesla speak critically toward?,relativity,0.6216,False,False,0.5182357393858705,0.3529270409292547,3
minilm,fix01_14f22c9a02b3,high_ccs,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular,0.6599,False,False,0.4430330490796239,0.6491853824139715,3
minilm,fix01_14f22c9a02b3,low_ccs,What one word did the NFL commissioner use to describe what Super Bowl 50 was intended to be?,spectacular,0.5692,False,False,0.4565366977564352,0.16718980342105869,3
minilm,fix01_86f91d2a33e3,high_ccs,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014",0.7114,False,False,0.425389747850948,0.633565331345006,3
minilm,fix01_86f91d2a33e3,low_ccs,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014",0.5531,False,False,0.42240612808510963,0.15192349608713007,3
minilm,fix01_644b3811630a,high_ccs,When did he talk about his beliefs in an interview?,1937,0.8486,False,False,0.3187861948234634,0.5747224326473245,3
minilm,fix01_644b3811630a,low_ccs,When did he talk about his beliefs in an interview?,1937,0.6659,False,False,0.30497508238276,-0.013472900622054862,3
minilm,fix01_d49dfff0fa73,high_ccs,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium,0.5531,False,False,0.48270352139262335,0.6093211182848655,3
minilm,fix01_d49dfff0fa73,low_ccs,Which California venue was one of three considered for Super Bowl 50?,San Francisco Bay Area's Levi's Stadium,0.7354,False,True,0.4809100676044886,0.09834179403637855,3
minilm,fix01_84cf12d2d769,high_ccs,Who set up what became the Second Polish Republic?,underground leader Piłsudski,0.563,False,False,0.4078886294155068,0.6046576710814693,3
minilm,fix01_84cf12d2d769,low_ccs,Who set up what became the Second Polish Republic?,underground leader Piłsudski,0.6414,False,False,0.40537546201396096,0.17103403428300323,3
minilm,fix01_7dba98d8cd80,high_ccs,How many cameras did EyeVision 360 utilize?,36,0.4473,True,True,0.1528613047199869,0.6821598516006132,3
minilm,fix01_7dba98d8cd80,low_ccs,How many cameras did EyeVision 360 utilize?,36,0.7181,False,False,0.15406962324330822,-0.1522810829633681,3
minilm,fix01_2a059842409e,high_ccs,Who recovered Tolbert's fumble?,Danny Trevathan,0.5907,False,False,0.4740750832577411,0.7787406652989124,3
minilm,fix01_2a059842409e,low_ccs,Who recovered Tolbert's fumble?,Danny Trevathan,0.3006,True,True,0.4638631872134967,0.2717798046245474,3
minilm,fix01_873df9d40fd5,high_ccs,"If a detention asks the student to write, what do they write?",lines or a punishment essay,0.6469,False,False,0.2973567814400966,0.695383755242611,3
minilm,fix01_873df9d40fd5,low_ccs,"If a detention asks the student to write, what do they write?",lines or a punishment essay,0.665,False,False,0.2823350661915653,-0.05692993206619795,3
minilm,fix01_1645d40277bb,high_ccs,In what expression can one expect to find DTIME(n),DTIME(n2),0.6031,False,False,0.3178090494107369,0.6682806168810121,3
minilm,fix01_1645d40277bb,low_ccs,In what expression can one expect to find DTIME(n),DTIME(n2),0.6452,False,False,0.312805979256014,0.20530469939134657,3
minilm,fix01_ec6352868f24,high_ccs,"After Archbishop Albrecht reviewed the Theses, where did he send them?",Rome,0.7604,False,True,0.27196922601208323,0.6341173947605856,3
minilm,fix01_ec6352868f24,low_ccs,"After Archbishop Albrecht reviewed the Theses, where did he send them?",Rome,0.5882,False,False,0.2645835036528532,-0.04949761575658443,3
minilm,fix01_02fc34ec7b16,high_ccs,How many games did the Broncos lose during their regular 2015 season?,four,0.4906,True,True,0.43891965019123025,0.7787406652989124,3
minilm,fix01_02fc34ec7b16,low_ccs,How many games did the Broncos lose during their regular 2015 season?,four,0.5701,False,True,0.4253428879302012,0.20303125435839023,3
minilm,fix01_8704efd76d09,high_ccs,What was the naval base called?,Dyrrachium,0.8715,False,True,0.26790795301436576,0.6081384070865995,3
minilm,fix01_8704efd76d09,low_ccs,What was the naval base called?,Dyrrachium,1.0,False,True,0.2736389365612218,-0.14444541224248295,3
minilm,fix01_be52e50ea748,high_ccs,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,0.7213,False,False,0.29110884408916954,0.5303046936042337,3
minilm,fix01_be52e50ea748,low_ccs,"Who designs both the ""50"" as well as the Trophy?",Tiffany & Co.,0.7006,False,False,0.2874173984608628,-0.21017726210669707,3
minilm,fix01_41285ac2f571,high_ccs,How far is Warsaw from the Baltic Sea?,roughly 260 kilometres,0.5526,False,False,0.378869614223387,0.6322672164199258,3
minilm,fix01_41285ac2f571,low_ccs,How far is Warsaw from the Baltic Sea?,roughly 260 kilometres,0.5526,False,False,0.36382808764799557,0.10017326358737544,3
minilm,fix01_2a116d7e841d,high_ccs,What opened on January 30th at the Justin Herman plaza?,Super Bowl City,0.6116,False,True,0.3381603643591358,0.633565331345006,3
minilm,fix01_2a116d7e841d,low_ccs,What opened on January 30th at the Justin Herman plaza?,Super Bowl City,0.6823,False,False,0.3219379988474407,-0.07150997501168221,3
minilm,fix01_ee82671d0c26,high_ccs,Who lost to the Broncos in the AFC Championship?,New England Patriots,0.8718,False,False,0.4636274591958575,0.7753184636916751,3
minilm,fix01_ee82671d0c26,low_ccs,Who lost to the Broncos in the AFC Championship?,New England Patriots,0.4332,True,False,0.47339541047666334,0.20303125435839023,3
minilm,fix01_13eda42baaf7,high_ccs,When was the article published?,20 December 1914,0.9251,False,False,0.30581250051764997,0.6331208929459945,3
minilm,fix01_13eda42baaf7,low_ccs,When was the article published?,20 December 1914,0.683,False,False,0.304417099274831,-0.004231197613456417,3
minilm,fix01_6c6d928f9266,high_ccs,When did Tesla make the induction motor?,1887,0.6951,False,False,0.5759668000786881,0.7286523184477068,3
minilm,fix01_6c6d928f9266,low_ccs,When did Tesla make the induction motor?,1887,0.533,False,False,0.5746049148095044,0.3050913989984997,3
minilm,fix01_4c59ae30d388,high_ccs,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,0.7869,False,True,0.4248726747549385,0.7451407238074268,3
minilm,fix01_4c59ae30d388,low_ccs,"In 2011, who was the first player to be chosen in the NFL draft?",Newton,0.7029,False,True,0.4317544230506066,0.23442684189701285,3
minilm,fix01_0f548413c606,high_ccs,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,0.7532,False,False,0.5189130608376575,0.5932771559246424,3
minilm,fix01_0f548413c606,low_ccs,Which Florida venue was one of three considered for Super Bowl 50?,Miami's Sun Life Stadium,0.7257,False,False,0.5104038730878421,0.05723584595436257,3
minilm,fix01_1eed5dee00b5,high_ccs,What did Tesla's design not need? ,a commutator,0.3463,True,False,0.552572958383709,0.6499914401980307,3
minilm,fix01_1eed5dee00b5,low_ccs,What did Tesla's design not need? ,a commutator,0.2036,True,False,0.5503028676845522,0.35751569693613744,3
minilm,fix01_367b38d6e7cc,high_ccs,Where did Tesla believe his talents came from?,his mother's genetics and influence,0.7588,False,False,0.5981639873873161,0.7286523184477068,3
minilm,fix01_367b38d6e7cc,low_ccs,Where did Tesla believe his talents came from?,his mother's genetics and influence,0.7871,False,True,0.5932051564687608,0.34560585075535855,3
minilm,fix01_443828252e04,high_ccs,Who if the commissioner of the NFL?,Roger Goodell,0.666,False,False,0.26403265409272125,0.6975019774214098,3
minilm,fix01_443828252e04,low_ccs,Who if the commissioner of the NFL?,Roger Goodell,0.666,False,False,0.27827465936041423,0.05967621490296901,3
minilm,fix01_25db13e82adc,high_ccs,What was the occupation of Tesla's father?,priest,0.5247,False,False,0.5706481200161984,0.7286523184477068,3
minilm,fix01_25db13e82adc,low_ccs,What was the occupation of Tesla's father?,priest,0.5531,False,False,0.5670849079835855,0.34502216224684873,3
minilm,fix01_3de7c0276b8c,high_ccs,What was the boat called?,teleautomaton,0.4386,True,False,0.1750183788820201,0.5914385745360535,3
minilm,fix01_3de7c0276b8c,low_ccs,What was the boat called?,teleautomaton,0.6342,False,False,0.16299782072511912,-0.15021419948023138,3
minilm,fix01_dc174e19c195,high_ccs,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,0.5402,False,False,0.19980216279159943,0.44229527885999603,3
minilm,fix01_dc174e19c195,low_ccs,Who were the Westwood one color analysts?,Boomer Esiason and Dan Fouts,0.5684,False,False,0.18525457308099036,-0.1873899657212512,3
minilm,fix01_4614d28dcbe4,high_ccs,When did the Venetians take total control of Cyprus?,1489,0.7072,False,False,0.2865391702689544,0.597343320869061,3
minilm,fix01_4614d28dcbe4,low_ccs,When did the Venetians take total control of Cyprus?,1489,0.6729,False,False,0.28239137820767896,0.05461763411945966,3
minilm,fix01_55d94ef18e89,high_ccs,With whom are teachers required to register?,the Teaching Council,0.7166,False,False,0.4952813662507982,0.7240778614184619,3
minilm,fix01_55d94ef18e89,low_ccs,With whom are teachers required to register?,the Teaching Council,0.8407,False,True,0.48446088424961015,0.22052528573731833,3
minilm,fix01_26315f8dbeba,high_ccs,At what university's facility did the Broncos practice?,Stanford University,0.5531,False,False,0.3832639030545066,0.7724436737347193,3
minilm,fix01_26315f8dbeba,low_ccs,At what university's facility did the Broncos practice?,Stanford University,0.7047,False,False,0.38584116052393064,0.10946144015338477,3
minilm,fix01_c515c34fca85,high_ccs,What did the Church claim could be avoided with money?,God's punishment,0.4926,True,False,0.36049588717844405,0.641497428912467,3
minilm,fix01_c515c34fca85,low_ccs,What did the Church claim could be avoided with money?,God's punishment,0.5988,False,False,0.3614024876089757,0.02481759678517398,3
minilm,fix01_d295077c8eb1,high_ccs,What did Tesla call his electrical effects in 1893?,Tesla Polyphase System,0.8105,False,False,0.6283891626002772,0.6979028938364265,3
minilm,fix01_d295077c8eb1,low_ccs,What did Tesla call his electrical effects in 1893?,Tesla Polyphase System,0.8105,False,False,0.6241040143212873,0.38961304250708706,3
minilm,fix01_b87f8518424c,high_ccs,When did Germany invade Poland and in doing so start World War II?,September 1939,0.6985,False,False,0.38908472514925624,0.6913191948207158,3
minilm,fix01_b87f8518424c,low_ccs,When did Germany invade Poland and in doing so start World War II?,September 1939,0.6294,False,False,0.39132894781125344,0.11122352446375974,3
minilm,fix01_fe6f70768bf6,high_ccs,What is the most frequently employed type of reduction?,polynomial-time reduction,0.5006,False,False,0.20648074048836582,0.583137284609662,3
minilm,fix01_fe6f70768bf6,low_ccs,What is the most frequently employed type of reduction?,polynomial-time reduction,0.4636,True,False,0.2121464129680554,-0.17589531247863682,3
minilm,fix01_df177e4ffe29,high_ccs,How many 2015 season interceptions did the Panthers' defense get?,24,0.6066,False,True,0.5754219002310419,0.707391740056238,3
minilm,fix01_df177e4ffe29,low_ccs,How many 2015 season interceptions did the Panthers' defense get?,24,0.4539,True,True,0.5667073641913145,0.2019568080536453,3
minilm,fix01_380bdfd008a9,high_ccs,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,0.8578,False,True,0.5329978047897712,0.745140723807427,3
minilm,fix01_380bdfd008a9,low_ccs,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,0.5967,False,True,0.5228427847229642,0.18902558026600016,3
minilm,fix01_9cd403c30b83,high_ccs,What was one of the Norman's major exports?,fighting horsemen,0.6868,False,True,0.4822869949442959,0.7112457277546835,3
minilm,fix01_9cd403c30b83,low_ccs,What was one of the Norman's major exports?,fighting horsemen,0.5958,False,False,0.4835703343886913,0.266164037746776,3
minilm,fix01_1ec37ae1f42b,high_ccs,How old was Manning when he played Super Bowl 50?,39.,0.7007,False,True,0.45117853915255485,0.6821598516006132,3
minilm,fix01_1ec37ae1f42b,low_ccs,How old was Manning when he played Super Bowl 50?,39.,0.6236,False,False,0.4584811312896508,0.1385978959473864,3
minilm,fix01_3e60ef9f0b54,high_ccs,Who reportedly wanted Tesla's company?,women,0.5699,False,False,0.5221966299944537,0.6597149410760621,3
minilm,fix01_3e60ef9f0b54,low_ccs,Who reportedly wanted Tesla's company?,women,0.5331,False,False,0.5227789432067818,0.30413766941518305,3
minilm,fix01_9b94d40f8f7b,high_ccs,How many interceptions did Aqib Talib have for the regular season?,three.,0.7523,False,True,0.4683705345488968,0.7787406652989124,3
minilm,fix01_9b94d40f8f7b,low_ccs,How many interceptions did Aqib Talib have for the regular season?,three.,0.7233,False,True,0.4651906462173339,0.25573682408487297,3
minilm,fix01_16dfabd1aa8f,high_ccs,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,0.5653,False,False,0.5554762206055984,0.7233518505985913,3
minilm,fix01_16dfabd1aa8f,low_ccs,Who caught two passes from Manning after the failed Carolina field goal attempt?,Emmanuel Sanders,0.6582,False,False,0.5453162317072758,0.21655619698383594,3
minilm,fix01_0b1ea8525f98,high_ccs,What is the largest city in Poland?,Warsaw,0.6924,False,True,0.5187193236450113,0.6066727442388171,3
minilm,fix01_0b1ea8525f98,low_ccs,What is the largest city in Poland?,Warsaw,0.6505,False,True,0.5095893325354086,0.24246322188981628,3
minilm,fix01_9a5d152bdd5d,high_ccs,Who was Warsz?,12th/13th-century nobleman,0.4829,True,False,0.22835057088993657,0.5846610505644345,3
minilm,fix01_9a5d152bdd5d,low_ccs,Who was Warsz?,12th/13th-century nobleman,0.7251,False,False,0.23557705521187197,-0.1029131808496857,3
minilm,fix01_f251a5944e6e,high_ccs,Which denomination has more of an individualistic streak?,Protestant,0.5942,False,False,0.2800390574793214,0.7350705284393451,3
minilm,fix01_f251a5944e6e,low_ccs,Which denomination has more of an individualistic streak?,Protestant,0.6238,False,True,0.29855099986896666,0.06533562973038592,3
minilm,fix01_31c225636102,high_ccs,Where was the Summer Theatre located?,Saxon Garden,0.6672,False,False,0.2158182743071487,0.599980244351478,3
minilm,fix01_31c225636102,low_ccs,Where was the Summer Theatre located?,Saxon Garden,0.5678,False,False,0.2132652662587353,-0.2083084677666395,3
minilm,fix01_6430eac84057,high_ccs,In what year were Tesla's motor and transformer designs licensed to Westinghouse?,1888,0.4781,True,False,0.5662862017618343,0.7286523184477068,3
minilm,fix01_6430eac84057,low_ccs,In what year were Tesla's motor and transformer designs licensed to Westinghouse?,1888,0.6608,False,False,0.5612800187247695,0.3171694715525234,3
minilm,fix01_292b999f3335,high_ccs,Which station covered the game for North Carolina?,WBT,0.5531,False,False,0.33749294537102864,0.7787406652989124,3
minilm,fix01_292b999f3335,low_ccs,Which station covered the game for North Carolina?,WBT,0.7484,False,False,0.33179000648049634,-0.07595694523154645,3
minilm,fix01_5cebadddcc0f,high_ccs,What funds cannot be used if a teacher is not registered?,Oireachtas funds,0.7102,False,False,0.39661923790163667,0.695383755242611,3
minilm,fix01_5cebadddcc0f,low_ccs,What funds cannot be used if a teacher is not registered?,Oireachtas funds,0.7559,False,False,0.38743382225227063,0.16762062949047715,3
minilm,fix01_d53e3d8f0d18,high_ccs,What did Luther's degree in 1509 concern?,Sentences by Peter Lombard,0.4741,True,False,0.58835133304944,0.6504342882502879,3
minilm,fix01_d53e3d8f0d18,low_ccs,What did Luther's degree in 1509 concern?,Sentences by Peter Lombard,0.259,True,True,0.5819473760104455,0.30778487323512527,3
minilm,fix01_94fca545c202,high_ccs,In what year did Raymond Sullivan publish a study of rudimentary sets?,1961,0.5957,False,False,0.22791793409427882,0.5776987788621433,3
minilm,fix01_94fca545c202,low_ccs,In what year did Raymond Sullivan publish a study of rudimentary sets?,1961,0.5957,False,False,0.227581527721738,-0.16248170673921172,3
minilm,fix01_90a05de0a36b,high_ccs,What was Tesla's father afraid would happen to him in school?,Tesla would be killed through overwork,0.4815,True,False,0.553933617289477,0.713975882738123,3
minilm,fix01_90a05de0a36b,low_ccs,What was Tesla's father afraid would happen to him in school?,Tesla would be killed through overwork,0.3017,True,False,0.5587233154597896,0.32669830428770014,3
minilm,fix01_02e585182bb4,high_ccs,The time required to output an answer on a deterministic Turing machine is expressed as what?,state transitions,0.5579,False,False,0.34544505123529423,0.6652796562897139,3
minilm,fix01_02e585182bb4,low_ccs,The time required to output an answer on a deterministic Turing machine is expressed as what?,state transitions,0.5903,False,False,0.3438991845939185,0.17434866928903703,3
bge-large,fix01_26c450a6107b,high_ccs,What clothing company was a Super Bowl sponsor?,Gap,0.7695,False,False,0.5202890238664659,0.6994473219802887,3
bge-large,fix01_26c450a6107b,low_ccs,What clothing company was a Super Bowl sponsor?,Gap,0.5531,False,False,0.5277827503718296,0.4206326018666296,3
bge-large,fix01_c3f0d64bf2c3,high_ccs,When did Tesla's father die?,1879,0.6252,False,True,0.6981986925035725,0.7273536751286536,3
bge-large,fix01_c3f0d64bf2c3,low_ccs,When did Tesla's father die?,1879,0.6039,False,False,0.6716817461178533,0.619846576274152,3
bge-large,fix01_11f04d13ba15,high_ccs,This was the first time that the Carolina team faced what in the post season?,a deficit.,0.597,False,False,0.5692512088621475,0.7798118962733613,3
bge-large,fix01_11f04d13ba15,low_ccs,This was the first time that the Carolina team faced what in the post season?,a deficit.,0.5712,False,True,0.609843278122292,0.584735301855704,3
bge-large,fix01_86b690485506,high_ccs,What has been the result of this publicity?,increased scrutiny on teacher misconduct,0.4942,True,False,0.47739905932062915,0.6217643946409341,3
bge-large,fix01_86b690485506,low_ccs,What has been the result of this publicity?,increased scrutiny on teacher misconduct,0.5957,False,False,0.4423429107880053,0.3295331101961981,3
bge-large,fix01_cce15f557ccc,high_ccs,Who scored the first points for Denver?,Brandon McManus,0.8167,False,False,0.5745258384194847,0.8258965671704007,3
bge-large,fix01_cce15f557ccc,low_ccs,Who scored the first points for Denver?,Brandon McManus,0.8599,False,True,0.5847963717767167,0.5385966482265646,3
bge-large,fix01_30360fe55536,high_ccs,What is the concrete choice typically assumed by most complexity-theoretic theorems?,input encoding,0.6915,False,False,0.6675349872918396,0.7987314645640843,3
bge-large,fix01_30360fe55536,low_ccs,What is the concrete choice typically assumed by most complexity-theoretic theorems?,input encoding,0.6536,False,False,0.6599654282287907,0.6790739417068025,3
bge-large,fix01_ca56dd58f99a,high_ccs,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,0.6358,False,False,0.6235586579841861,0.7842442804853329,3
bge-large,fix01_ca56dd58f99a,low_ccs,Complexity theory seeks to define the relationship between the scale of algorithms with respect to what other variable?,an increase in the input size,0.529,False,False,0.6096438055049477,0.6949999465140475,3
bge-large,fix01_eb7c8d237540,high_ccs,Who wrote a resounding letter to the elector praising Luther?,Jerome Schurf,0.6201,False,False,0.6166561120632045,0.6894501103934687,3
bge-large,fix01_eb7c8d237540,low_ccs,Who wrote a resounding letter to the elector praising Luther?,Jerome Schurf,0.8312,False,False,0.5773760117599086,0.501720543088211,3
bge-large,fix01_309833205de9,high_ccs,"What took place in his lab in 1895, causing him to lose thousands of dollars of data and tools? ",5th Avenue laboratory fire of March 1895,0.4761,True,True,0.5893840412992727,0.710473617274815,3
bge-large,fix01_309833205de9,low_ccs,"What took place in his lab in 1895, causing him to lose thousands of dollars of data and tools? ",5th Avenue laboratory fire of March 1895,0.4761,True,True,0.5734709665558225,0.5497290552271592,3
bge-large,fix01_4f1e15899ff9,high_ccs,What did Luther write as an outline of the new faith?,two catechisms,0.5901,False,False,0.6894143629061512,0.782184382410475,3
bge-large,fix01_4f1e15899ff9,low_ccs,What did Luther write as an outline of the new faith?,two catechisms,0.5346,False,False,0.6677344442020187,0.6297533216288026,3
bge-large,fix01_0ea7842f88d9,high_ccs,What kingdom annexed Warsaw in 1796?,Prussia,0.6391,False,False,0.5212623557991674,0.7367054501066879,3
bge-large,fix01_0ea7842f88d9,low_ccs,What kingdom annexed Warsaw in 1796?,Prussia,0.6783,False,False,0.5526681041370951,0.5753013154646771,3
bge-large,fix01_867718e9a234,high_ccs,What began in 1527 when Luther introdued the new order of worship?,visitation of the Electorate,0.4029,True,False,0.6381336532357206,0.7739827315582268,3
bge-large,fix01_867718e9a234,low_ccs,What began in 1527 when Luther introdued the new order of worship?,visitation of the Electorate,0.6732,False,False,0.6146268371926168,0.577903467635024,3
bge-large,fix01_e95e623b0027,high_ccs,What class sizes can make keeping order difficult?,40 to 50 students,0.5299,False,False,0.5808508244190471,0.7841421603749887,3
bge-large,fix01_e95e623b0027,low_ccs,What class sizes can make keeping order difficult?,40 to 50 students,0.6855,False,False,0.5396877088357271,0.3722312356143932,3
bge-large,fix01_09931c8df3d2,high_ccs,How many other important people sent letters?,more than 70,0.8207,False,True,0.457874651259438,0.6187352670328405,3
bge-large,fix01_09931c8df3d2,low_ccs,How many other important people sent letters?,more than 70,0.8622,False,False,0.49600560961911055,0.36581453384118123,3
bge-large,fix01_4265a77fda33,high_ccs,What year did Tesla die? ,1943,0.748,False,False,0.6443181555867223,0.7294396272886008,3
bge-large,fix01_4265a77fda33,low_ccs,What year did Tesla die? ,1943,0.748,False,False,0.6233463322379077,0.5988208247895491,3
bge-large,fix01_85a14992364a,high_ccs,Besides the radicals who else did Luther have to deal with?,established Church,0.621,False,False,0.6223690559168981,0.7222081338351344,3
bge-large,fix01_85a14992364a,low_ccs,Besides the radicals who else did Luther have to deal with?,established Church,0.5452,False,False,0.6577612378140384,0.6155282373284944,3
bge-large,fix01_f7da5050a5c9,high_ccs,What did the General Conference on Weights and Measures name after Tesla in 1960?,SI unit of magnetic flux density,0.6413,False,False,0.541451517531622,0.7141278962457884,3
bge-large,fix01_f7da5050a5c9,low_ccs,What did the General Conference on Weights and Measures name after Tesla in 1960?,SI unit of magnetic flux density,0.7808,False,True,0.6122516817908304,0.5965020913153737,3
bge-large,fix01_105f312ca7a1,high_ccs,What is the city centre of Warsaw called in Polish?,Śródmieście,0.6097,False,False,0.6304724123805002,0.7367054501066879,3
bge-large,fix01_105f312ca7a1,low_ccs,What is the city centre of Warsaw called in Polish?,Śródmieście,0.6002,False,False,0.6544249270424619,0.5883988190937885,3
bge-large,fix01_3e902a96d612,high_ccs,"In the article's title, what did the machine hope to end?",War,0.6406,False,False,0.4895636825413144,0.7467638529885722,3
bge-large,fix01_3e902a96d612,low_ccs,"In the article's title, what did the machine hope to end?",War,0.6671,False,False,0.5301230023618074,0.45149778227526044,3
bge-large,fix01_5eecd47ef390,high_ccs,Where was Tesla's property sent?,Belgrade,0.5937,False,False,0.6455140765456907,0.7619553663674907,3
bge-large,fix01_5eecd47ef390,low_ccs,Where was Tesla's property sent?,Belgrade,0.427,True,True,0.6280341493158754,0.5841133845375597,3
bge-large,fix01_ff89bfb9b47e,high_ccs,How many Panthers players were chosen for the 2015 season's Pro Bowl?,Ten,0.4455,True,False,0.5729176148667564,0.8195312295267996,3
bge-large,fix01_ff89bfb9b47e,low_ccs,How many Panthers players were chosen for the 2015 season's Pro Bowl?,Ten,0.6627,False,False,0.583639583439716,0.5805640733942357,3
bge-large,fix01_c8446644f515,high_ccs,In what year did Nikola Tesla emigrate to the United States?,1884,1.0,False,True,0.7195060989978167,0.7752619709717694,3
bge-large,fix01_c8446644f515,low_ccs,In what year did Nikola Tesla emigrate to the United States?,1884,1.0,False,True,0.691976017003389,0.6421537438609626,3
bge-large,fix01_d0ac2d7e8e3c,high_ccs,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox,0.5546,False,False,0.5471849878261069,0.7620326320575571,3
bge-large,fix01_d0ac2d7e8e3c,low_ccs,Who coached each Super Bowl 50 participant in their most recent Super Bowl appearance prior to Super Bowl 50?,John Fox,0.5187,False,False,0.5538238933467968,0.47270178395473766,3
bge-large,fix01_45e3c5a33542,high_ccs,A function problem is an example of what?,a computational problem,0.6251,False,True,0.5837327703145958,0.7455335463758622,3
bge-large,fix01_45e3c5a33542,low_ccs,A function problem is an example of what?,a computational problem,0.3838,True,False,0.6023370307677639,0.6449436568336319,3
bge-large,fix01_1daf255799cb,high_ccs,What did Tesla Electric Light & Manufacturing do?,installed electrical arc light based illumination systems,0.6138,False,False,0.654289194025584,0.7752619709717694,3
bge-large,fix01_1daf255799cb,low_ccs,What did Tesla Electric Light & Manufacturing do?,installed electrical arc light based illumination systems,0.5943,False,False,0.5859874726100637,0.6525100339482575,3
bge-large,fix01_86648ef58d04,high_ccs,What beverage company signed a contract allowing them to broadcast ads at a discount?,Anheuser-Busch InBev,0.5579,False,False,0.4280221313372757,0.679193854434739,3
bge-large,fix01_86648ef58d04,low_ccs,What beverage company signed a contract allowing them to broadcast ads at a discount?,Anheuser-Busch InBev,0.6961,False,False,0.4154033456126632,0.306299754663752,3
bge-large,fix01_32489bbe2580,high_ccs,"Who called their system the ""Tesla Polyphase System""?",Westinghouse Electric,0.5325,False,False,0.6128813299482182,0.6097423153274236,3
bge-large,fix01_32489bbe2580,low_ccs,"Who called their system the ""Tesla Polyphase System""?",Westinghouse Electric,0.6465,False,True,0.6743175485781786,0.6288905480601013,3
bge-large,fix01_fe1b54072288,high_ccs,What date did Tesla begin his Colorado Springs experiments?,15 June 1899,0.5619,False,False,0.6310732347189695,0.710473617274815,3
bge-large,fix01_fe1b54072288,low_ccs,What date did Tesla begin his Colorado Springs experiments?,15 June 1899,0.5074,False,False,0.6136808737219966,0.4804079032537908,3
bge-large,fix01_bfad961c515b,high_ccs,What was the teacher's role while the child was with them?,substitute parent,0.9042,False,False,0.5432404301777737,0.7584286033017061,3
bge-large,fix01_bfad961c515b,low_ccs,What was the teacher's role while the child was with them?,substitute parent,0.7853,False,True,0.6228729489675089,0.5159849237202494,3
bge-large,fix01_ba97c1d670e0,high_ccs,When did the San Francisco Bay area last host the Super Bowl?,1985,0.6168,False,False,0.5263151605164188,0.7740304610253249,3
bge-large,fix01_ba97c1d670e0,low_ccs,When did the San Francisco Bay area last host the Super Bowl?,1985,0.749,False,False,0.5259192801730579,0.38057305069981723,3
bge-large,fix01_23262838c98e,high_ccs,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,computability theory,0.6484,False,False,0.6175516238425925,0.7307836244378161,3
bge-large,fix01_23262838c98e,low_ccs,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,computability theory,0.7478,False,False,0.6083957164665722,0.641508732102914,3
bge-large,fix01_4658bf24ca61,high_ccs,Who killed Harold II? ,William II,0.6503,False,False,0.4939931232685513,0.6929069583496247,3
bge-large,fix01_4658bf24ca61,low_ccs,Who killed Harold II? ,William II,0.6631,False,False,0.45069919161266475,0.3709116538612543,3
bge-large,fix01_a2f14a465277,high_ccs,How many games did the Panthers lose in the regular season before Super Bowl 50?,one,0.4526,True,True,0.6213316760237854,0.8195312295267996,3
bge-large,fix01_a2f14a465277,low_ccs,How many games did the Panthers lose in the regular season before Super Bowl 50?,one,0.5785,False,False,0.63604500379545,0.5217822294392583,3
bge-large,fix01_5763f1d18188,high_ccs,What is the opposite of an ongoing role of teaching?,transient,0.6043,False,False,0.5510450092581944,0.70416453006746,3
bge-large,fix01_5763f1d18188,low_ccs,What is the opposite of an ongoing role of teaching?,transient,0.5307,False,False,0.5594652676225778,0.5347996863422798,3
